id,onstreet_spots,offstreet_spots
893378062#1,32,NA
893749684,9,NA
893930330,8,NA
893930331,3,NA
893967786,15,NA
893974059,2,NA
893974068,15,NA
894048585,24,NA
894099100,3,NA
894361394,3,NA
894396637#2,3,NA
894396638#0,3,NA
894396639,9,NA
894396641,6,NA
894396642#0,26,NA
894396642#1,36,NA
894396643,2,NA
894396645,22,NA
894396647,9,NA
894396656#0,13,NA
894396656#1,26,NA
894396656#2,6,NA
894396656#3,16,NA
894522491,14,343
894522492,3,NA
894522494#0,9,NA
894522494#1,37,108
894522495,48,123
894522496,11,NA
894522498,7,NA
894522499,54,NA
894522501,25,NA
894527774,30,NA
894555004,33,192
894594166,92,NA
894632016#0,1,NA
894632016#1,1,NA
894661677#0,43,NA
894661677#1,63,269
894661678#0,7,NA
894661678#4,5,NA
894665725#0,4,NA
894665725#4,5,NA
894678834,39,NA
894678838#2,6,NA
894678838#5,5,NA
894678841#0,5,NA
894814131,34,NA
894814136,9,NA
894814138,5,NA
894814139,34,NA
894814140#0,9,NA
894814140#1,11,NA
894823433#0,5,NA
894823433#3,3,NA
894823434,21,NA
895127443#1,7,NA
895127444#0,5,NA
895127444#1,6,NA
895127447,11,NA
895127448,35,NA
895157352#1,3,NA
895157355#2,6,NA
895157356#1,2,NA
895157356#2,2,NA
895157381,7,NA
895194716,3,NA
895194717#0,3,NA
895194717#1,3,NA
895225063#0,54,240
895233237,14,NA
895233238#0,13,NA
895233239#0,28,66
895233240#1,2,NA
895233242#0,44,60
895233242#3,45,12
895233243#0,14,NA
895233245#0,20,NA
895233245#2,18,NA
895233247#0,13,11
895280640,10,NA
895285900,1,21
895408857#1,2,NA
895625088,22,NA
89562563,83,NA
895640315,34,NA
895762569#0,4,NA
89582168,4,NA
89582173#0,12,NA
89582173#1,1,NA
896061947#1,18,NA
896259908#0,3,NA
896259908#1,22,NA
896259908#2,33,NA
896703364,34,NA
897501576#0,14,NA
897501576#1,6,NA
897699919#0,17,NA
897699919#1,4,NA
897699920,75,NA
897835343,3,NA
89808672#0,12,NA
89808672#1,3,NA
89823906#0,18,NA
89823906#1,45,NA
89863912,10,10
899071547,1,NA
899071548,1,NA
899092553#0,3,NA
899092554#1,2,NA
899092556#0,3,NA
899092559,90,NA
899092562#0,3,NA
899092562#1,71,NA
899092564#2,3,NA
899092567,8,38
899092570#0,3,NA
899092578,27,NA
899092579,1,NA
899162825#1,2,NA
899162828,5,NA
899162832#0,57,NA
899162832#1,48,NA
899162839#0,3,NA
899200911,12,16
899200913,14,26
899200914,14,NA
899200916,2,NA
899200917#0,5,NA
899200917#1,38,NA
899200917#4,39,NA
899200917#5,16,NA
899215469#0,23,NA
899215469#1,13,NA
899215470,14,NA
899215472,11,NA
899215473#0,13,NA
899215473#1,31,NA
899228280#1,115,109
899228281,11,NA
899241916#0,33,207
899241916#1,38,NA
899241916#3,3,NA
899241917,2,NA
899241918#1,3,NA
899241919,2,NA
899241921#1,4,NA
899241922,2,NA
899241923#0,6,NA
899241923#1,39,NA
899241923#3,38,NA
899241923#4,15,NA
899241924,32,96
899241927#0,52,NA
899241928,2,NA
899241931#1,20,NA
899241936#0,5,NA
899248655#2,4,NA
899364873,2,NA
899364897,7,NA
899413469,3,NA
899413470,53,6
899419771,2,NA
899453836#3,4,NA
899453837,17,NA
899453839#0,7,NA
899453839#1,1,NA
899453840#0,2,NA
899453840#1,1,NA
899453840#2,1,NA
899453841,32,NA
899453843#0,34,NA
899453843#1,31,NA
899453843#2,9,NA
899453843#3,2,NA
899453844,3,NA
899453857,22,NA
899494640,10,NA
899494643,1,NA
899508816,71,NA
900014245#0,15,NA
900014245#1,25,NA
900014246,3,NA
900636883#2,29,NA
900636889#0,6,NA
900636890#1,6,NA
900643550,3,NA
900726503,10,NA
900761796,1,NA
900761798#0,3,NA
900783990#0,8,NA
900783990#2,7,NA
900783991#0,7,NA
900783991#2,47,26
90094622#0,8,NA
90094622#1,16,NA
90094622#2,9,NA
90094622#3,19,NA
901108192#0,2,NA
901108192#1,6,NA
901108193,4,NA
901108194,2,NA
901108195#0,7,NA
901108195#1,5,NA
901108195#2,3,NA
901108199,5,NA
901108200#0,18,NA
901108200#1,20,NA
901108201,34,NA
901108207,40,NA
901108209,1,NA
901108210,31,76
901165859#0,4,NA
901165862,21,18
901165868,5,NA
901165870,33,NA
901165871#0,9,NA
901165871#1,6,40
901165872#0,28,NA
901165874#0,6,NA
901165874#1,6,NA
901251935,12,NA
901251939#1,12,NA
901251941,12,NA
901435710,8,NA
9015448#0,8,NA
9015448#1,11,NA
901616641#0,21,NA
902030369#1,197,NA
902030369#2,283,NA
902030371,2,NA
902177939,3,NA
902177940#1,5,NA
902177951,1,NA
902177956,2,NA
902194296#0,5,NA
902236331,20,NA
902279841,5,NA
902297503#0,2,NA
902297503#1,165,NA
902297505,62,NA
902297506#0,4,NA
902297509,1,NA
902297511,3,NA
902316106,5,NA
9026884#0,9,NA
9026884#1,2,NA
9027017#0,14,NA
9027017#1,4,NA
9027050,3,NA
9027052,17,NA
9027328#0,19,NA
9027328#1,16,NA
9027328#2,7,NA
9027972#0,23,NA
9027972#1,19,NA
9027972#2,24,NA
9028279#1,20,NA
9028777#0,1,NA
9028777#1,28,NA
9028777#2,7,NA
9028777#3,45,NA
9028777#4,2,NA
9028861#1,38,47
90288640#0,17,NA
90288640#1,17,NA
9029089#0,35,107
9029089#1,22,NA
9029272#0,34,NA
9029272#1,24,NA
9029357#1,28,NA
902944037,6,NA
9029666#0,36,NA
9029666#1,23,NA
9029804#1,15,NA
9029894#0,20,NA
9029894#1,27,NA
903011454,8,NA
9030384#0,8,NA
9030545#0,8,NA
9030910#1,27,NA
9031086#0,16,NA
9031086#1,11,NA
9031086#2,6,NA
9031086#3,22,224
9031117#0,27,NA
903119451#0,35,8
903119451#1,5,NA
9031269#0,13,NA
9031269#1,7,NA
9031269#2,5,NA
9031351#0,23,NA
9031351#1,25,NA
903153497#0,70,NA
903153497#1,45,12
903153498,30,NA
903153499#0,1,NA
903153499#1,3,NA
903153499#3,9,NA
903153504,8,NA
903153508,20,NA
903153511#0,31,NA
903153511#2,3,NA
903153511#3,13,NA
903153513,7,NA
903153514,7,NA
903153516,11,NA
903153517#0,11,NA
903153517#1,1,282
9031633#0,3,NA
9031633#1,10,NA
9031633#2,15,NA
9031633#3,25,NA
904120959,1,NA
904139054,31,NA
904637010,8,127
904951277#0,11,NA
904951277#3,19,NA
904951277#4,7,NA
904951277#5,12,NA
904951277#6,16,NA
905440379,38,NA
905628638#1,1,NA
905628639#0,4,NA
905628639#1,20,NA
905628639#2,18,NA
905628640,5,NA
905628641#0,4,NA
905628641#2,4,NA
905628642,26,NA
905628643,7,19
905628645,25,NA
905628646,7,NA
905628647,34,NA
905628648#0,16,NA
905628648#1,6,NA
905628648#2,27,NA
905663928,20,NA
905663932#0,4,NA
905831845#1,20,NA
905940428,7,NA
906018557,16,NA
906043089#1,7,NA
906145489,3,NA
906193178,3,NA
906193179,1,NA
906487016,1,NA
906498878,1,NA
906729963,6,NA
906729964,17,NA
906733960,6,NA
906950836,24,NA
906996446,4,NA
907475744,1,NA
907475745#1,2,NA
907494336,9,NA
907494337,5,NA
907650808,5,NA
907894082,3,NA
908121578#0,1,NA
908121578#1,1,NA
908121579#0,12,NA
908121579#1,41,NA
908150858,14,NA
908161088,12,NA
908264134,2,NA
908290688,1,NA
908290694,1,NA
908290695,4,NA
908290696,1,NA
908290701,3,NA
908292027,9,NA
908299431,3,NA
908433836#0,27,NA
908433836#1,10,NA
908433836#2,9,NA
908433836#3,9,NA
908433837#1,18,NA
908433838#1,7,NA
90852730#0,17,NA
90852730#1,14,NA
90852737,6,NA
90852746,4,NA
90852750#0,25,NA
90852750#1,14,NA
90852750#2,3,NA
90852750#3,4,NA
90852750#4,9,NA
90852755#0,5,NA
90852755#1,8,NA
90852757,4,NA
908650926,46,NA
909222808#0,6,NA
909222808#1,6,NA
909222808#10,20,NA
909222808#11,21,NA
909222808#12,18,NA
909222808#13,15,NA
909222808#14,26,NA
909222808#15,14,NA
909222808#16,19,NA
909222808#17,13,NA
909222808#18,14,NA
909222808#19,16,NA
909222808#2,22,NA
909222808#20,21,NA
909222808#21,35,NA
909222808#3,24,NA
909222808#4,21,NA
909222808#5,24,NA
909222808#6,20,NA
909222808#7,25,NA
909222808#8,21,NA
909222808#9,18,NA
909222831#1,4,NA
909222836,28,104
909222838#0,1,NA
909222838#1,3,NA
909222838#3,2,NA
909225672,30,67
909300878,9,NA
90932065,5,NA
909333682,3,NA
909333683,3,NA
909333684,21,5
909383007,29,NA
909384717,1,NA
909402341,5,NA
909409603,5,NA
909497869,13,37
909497871#0,4,NA
909497873#1,5,NA
909497875#0,5,NA
909497875#2,15,NA
90993870,35,NA
909979176,55,NA
909979177#1,8,NA
910062794#0,10,NA
910062794#1,46,NA
91015939#0,10,NA
910439498#2,49,NA
910439498#3,21,NA
910439498#4,15,NA
910439500,3,NA
910439502,8,NA
910439504,8,NA
910474359,15,NA
910474362,32,NA
910480570,11,NA
910480589#0,15,NA
910480589#1,23,NA
910483665,3,NA
910548624#2,76,NA
910784138,3,43
911239228,5,NA
911239230,9,NA
911330167,2,NA
911424392,3,NA
911538805,25,NA
911538806,17,NA
911579760#1,15,NA
911579765,7,NA
911579766,48,NA
911598430,27,NA
911628555,5,NA
911815819,15,NA
911843671,7,NA
911884364#0,22,25
911884364#1,9,NA
911884370#0,22,NA
911884370#1,14,NA
911884371,15,NA
911884372,31,NA
911884374,27,NA
911884376,20,NA
91218499,2,NA
912265511,9,NA
912265512#0,34,NA
912310481,3,NA
912448045,29,NA
912458413#0,13,NA
912458413#1,30,NA
912458414,47,NA
912458415#0,13,NA
912458415#1,9,NA
912458416,18,NA
912458417,57,NA
912458418,17,NA
912458419,32,NA
912463951#0,5,NA
912463951#3,24,NA
912472831#0,3,NA
912472831#1,221,130
912556071,9,NA
912638136#0,5,NA
912638136#2,3,NA
912638137,31,NA
912706183,9,NA
912888080#1,37,NA
913051905,19,NA
913284121,5,NA
913309132,15,NA
913309133,48,NA
913309134#0,15,NA
913309134#1,9,NA
913309135,48,NA
913337574,5,92
913792039,35,NA
913792041,45,NA
913808580,6,NA
913852333#1,7,NA
913852918,20,NA
913879539#0,13,NA
914150443,12,NA
914162667#1,80,NA
914162668,83,NA
914162673#0,3,NA
914162673#1,5,NA
914162674,17,NA
914162675#1,45,NA
914162675#2,3,NA
914162676,98,NA
914393194#0,4,NA
914393194#1,13,NA
914393194#2,3,NA
914393194#3,1,NA
914442403#1,5,NA
914442403#2,18,NA
914442404#0,1,NA
914442404#1,11,NA
914442405#1,22,NA
914442405#2,23,NA
914442406,3,NA
914442407,24,NA
914442408#1,34,2
914442409#1,3,NA
914442409#2,3,NA
914442413,11,NA
914625069,24,NA
915073894,1,NA
915073895,2,NA
915073896,3,NA
915342509,5,NA
915342510,1,NA
915342511#1,3,NA
915342512,15,NA
915552431,3,NA
915557297,1,NA
91603547#0,8,NA
91603547#1,8,NA
916158428,18,NA
916158430,39,NA
9161732#1,15,NA
9161735,5,NA
9161736,42,NA
9161739,52,NA
9161741#0,56,NA
9161741#1,49,NA
9162088#0,2,NA
916330986#1,3,NA
916330986#3,47,71
916330988#0,5,NA
91643193#0,8,NA
916522688,4,NA
916579208#1,10,NA
916605356,85,NA
916914966#0,1,NA
916914976#1,1,NA
917147344,1,NA
9172749#0,18,NA
9172749#1,13,NA
9172749#2,6,NA
9172749#3,32,NA
917312016,30,NA
917745995,37,NA
917745997,37,NA
917953586,20,NA
917953590,36,NA
917953591,29,NA
918354971,6,3
918396125,7,NA
918396126#4,24,NA
9186408,8,NA
9188880#0,2,NA
9188880#1,35,8
9188882,21,NA
9188883,22,30
9188885#0,42,NA
9188885#1,44,10
9188888,35,NA
9188889,35,NA
9188890,24,NA
9189314,23,NA
9189315#1,13,NA
9189966,25,NA
9189969,55,NA
9189971,18,NA
9189979,15,NA
9189981#0,29,NA
9189981#1,39,NA
9189984#0,19,NA
9189984#1,1,NA
919084096,13,27
919305044,32,NA
919305045,39,NA
919312584#0,35,NA
919312584#1,26,NA
9194147#0,7,NA
9194147#1,3,NA
919688836,13,NA
919730603#0,6,NA
919730603#1,6,NA
919976068,64,17
92016886,17,27
920642345#0,23,NA
920642345#1,10,NA
920642346,6,NA
920642347#0,6,NA
920669044,1,NA
920903751,8,NA
920903752#1,30,NA
921405663,10,NA
921585108#0,4,NA
921585109#1,3,NA
921638010,4,NA
921710438,5,NA
92242869#0,18,NA
92242869#1,10,NA
92242870#0,19,NA
92242870#1,17,NA
92242870#2,17,NA
922549784#0,13,NA
922549784#1,19,NA
9227011,36,NA
9227155#0,17,NA
922785310,10,NA
922799718,10,NA
922799719#2,3,NA
922804058,11,NA
922804264,34,10
922804771#0,6,NA
922804771#1,3,NA
922852202,23,NA
922862697,23,NA
922862698,3,NA
923131355#0,36,NA
923131362#1,3,NA
923131362#2,2,NA
923131363#1,3,NA
923131363#3,2,NA
923145216,16,NA
923146888,32,NA
923538514,48,NA
923634704,1,NA
924031956#0,10,NA
924031956#1,6,NA
924031957,18,NA
924031958,21,NA
924335493,40,NA
924774044#0,2,NA
924774044#1,1,NA
924774044#3,27,NA
924793830#0,4,NA
924793830#1,19,NA
925006200,7,NA
925006208,10,NA
925266644,20,NA
925544927,6,NA
925546987,30,NA
925566169,22,NA
925581622,22,NA
926060867,3,NA
926074982,1,NA
926074985#0,5,NA
926074985#4,11,NA
926075039,58,19
926092639,40,NA
926104008,14,19
926179609,1,NA
926813306,6,NA
926978009,2,NA
927007343,12,NA
927096679#1,5,NA
927096680#1,5,NA
927096681#1,4,NA
927254765#0,3,NA
927254765#2,3,NA
927254767#0,13,NA
927254767#1,3,NA
927254767#3,4,NA
927254769,15,NA
927254772#1,4,NA
927254773#0,1,NA
927254773#1,3,NA
927254775,1,25
927465453,68,NA
927465461#0,17,27
927465461#1,24,33
927465462#1,1,NA
928552510,25,NA
928653220,16,NA
928771927,20,NA
928771957,7,NA
928771980#0,28,NA
928771980#1,25,NA
928836446#0,4,NA
928836446#1,72,344
928836447#2,5,NA
928836450#0,5,NA
928836450#1,4,NA
928836452#1,9,NA
928836454#0,2,NA
928836454#1,3,NA
928836454#3,2,NA
928836459,26,NA
928836463,38,NA
928836464#4,7,NA
928836468#2,4,NA
928836470,80,176
928836474#0,4,NA
928836475#2,4,NA
928854585#0,3,NA
928854585#2,2,NA
928854588#2,3,NA
928976335,19,NA
929102953,14,NA
92914055,24,NA
929264558#0,6,NA
929264558#1,26,NA
929287962,43,NA
929582489,4,NA
929645567#1,5,NA
929915598#1,39,NA
929915598#2,17,NA
929915598#3,50,NA
930055230,30,NA
930194241,34,NA
930343901,24,NA
930343902,15,NA
930349180,64,229
930349183,3,NA
930351348#1,6,NA
930351348#2,12,NA
930703387#0,7,NA
930736627#0,3,NA
930736627#2,3,NA
930736627#3,41,NA
930770438,12,NA
930862557,107,NA
931238265,1,NA
931391524#0,12,NA
931391524#1,13,NA
931392924,29,NA
931649684,17,NA
931649685,18,NA
931700411,2,NA
931709659,41,NA
931926116,17,NA
931998095,59,147
932485059#2,4,NA
932637356,7,NA
932637357,8,NA
932662299,31,NA
932662302,18,NA
932744090#1,3,NA
932840415#0,4,NA
932840415#1,6,NA
932880653,14,NA
932881095,24,NA
932883280,18,NA
932883321,15,NA
933143111#0,8,NA
933143111#1,50,NA
933150353,2,NA
933153532#1,1,NA
933153532#2,3,NA
933153533#1,2,NA
933153533#3,8,NA
933925495,22,NA
934137155#0,2,NA
934137155#1,20,NA
934457604,16,NA
934457605,15,NA
934543045,83,NA
934669786,37,NA
934669788,20,NA
934669789,21,NA
934761744#1,29,NA
934761747,20,NA
934890404,1,NA
934953290#0,1,NA
934953290#1,2,NA
934953290#2,4,NA
934953290#3,1,NA
934968402#0,2,NA
934968403,3,NA
934982949,13,NA
934982950,20,NA
934987398#1,13,NA
934987398#2,18,NA
934987398#3,18,NA
934987398#4,4,NA
934987398#5,23,NA
934987398#6,3,NA
934987398#7,1,NA
934987398#8,51,NA
934987398#9,14,NA
934990263,46,NA
934995899,20,NA
935016249#4,2,NA
935016258#1,33,NA
935016269,20,NA
935142771,2,NA
935142772#0,2,NA
935142772#1,3,NA
935142773,4,NA
935201702,13,NA
935201704#3,5,NA
935278379#1,4,NA
935278379#2,44,NA
935400558#4,22,NA
935400559#1,6,NA
935400566#0,3,NA
935400566#1,2,NA
935400566#3,2,NA
935672588#0,24,NA
935672588#1,3,NA
935672588#2,20,NA
935690200#1,15,NA
935690210,2,NA
935885313#0,9,NA
935885313#1,9,NA
935885314,16,NA
935885315,25,NA
935919378,12,NA
935919379,25,NA
935919380,20,NA
935919381,25,NA
935919385,20,NA
935919386#0,1,NA
935919386#1,16,NA
935919386#2,17,NA
935919387,24,NA
935919388#1,18,NA
935919389,21,NA
935919390,57,NA
9359996,9,NA
936211274#0,3,NA
936211274#2,24,NA
936211276#2,46,12
936211277#1,34,NA
93628041,11,NA
936545404#1,4,NA
936545404#2,19,NA
936545404#3,24,NA
936545405#0,28,19
936545405#1,7,NA
936545405#2,21,NA
936545405#3,26,NA
936545406#2,8,NA
936545406#4,8,NA
936571594#1,20,NA
936571595#1,18,NA
936571606#2,13,NA
936571607#2,37,NA
936571609#1,9,NA
936571610,21,NA
936571614,4,NA
936571615#0,6,NA
936571615#1,14,6
936571618#0,1,NA
936571626#1,16,NA
936571626#2,16,NA
936571630#1,47,NA
936571631#1,2,NA
936571631#2,4,NA
936571634,7,NA
936572310#1,23,NA
936729763,16,NA
936814062,32,NA
936814066,49,NA
936814071#1,46,NA
936814072,40,NA
936814074,6,NA
936814075,44,NA
936814078#1,17,NA
936814078#2,16,NA
936814078#3,30,NA
936814079#1,16,NA
936867358#0,3,NA
936867363,15,NA
936867364#0,9,NA
936867374#0,2,NA
936867376,43,NA
936867378,2,NA
936867379,40,117
936867381,8,NA
936880709#1,40,NA
936880710,17,NA
936880712,20,NA
936880713#1,18,NA
936880713#2,20,NA
936880714,19,NA
936880715,18,NA
936880716#1,19,NA
936880717#1,18,NA
936880718,24,NA
936880719,14,NA
936880720,30,NA
936880721,21,NA
936880722#1,20,NA
936880725,22,NA
936880727,4,NA
936880728,33,NA
936880730,6,NA
936880732,37,NA
936880735,29,NA
936880737#0,28,NA
936880737#1,14,NA
936880739,23,NA
936880743,21,NA
936880744#1,26,NA
936880745#1,46,NA
936880747#0,11,NA
936880747#1,12,NA
936880749#1,20,NA
936880750#1,10,NA
936880752#0,48,NA
936880752#1,29,NA
936928425,16,NA
93704162,14,NA
93704164,9,NA
93705450#0,25,NA
937259734,19,NA
937368429,14,NA
937881852#1,21,NA
938125506#1,27,NA
938252955,63,17
938252974,8,NA
938252977#0,3,NA
938252995#1,89,16
938253014,27,NA
938253027,6,NA
938253034#0,28,NA
938253034#1,34,NA
938253042#1,4,NA
938321013,8,NA
938321024#2,8,NA
938321030,1,NA
938321032,9,136
938321034,1,NA
938321037,8,NA
938378715,19,NA
938378717,4,NA
938378718#1,80,NA
938378721#1,45,NA
938455754,17,NA
938455770#1,18,NA
93861031#0,13,NA
93861031#1,9,NA
93861035#0,14,NA
93861035#1,12,NA
938849670#0,2,NA
939163873#0,6,NA
939163873#1,5,NA
939163876#0,1,NA
939163876#1,4,NA
939163876#2,1,NA
939185678,10,NA
939185680#0,5,NA
939209762,3,NA
939280071,32,NA
939319090#3,12,NA
939319094,41,NA
939319107,18,NA
939319115,41,NA
939319126#3,13,NA
939461184,46,NA
939461186#1,39,NA
9395196#0,11,NA
9395196#1,31,NA
939561323#0,7,NA
939561323#1,4,NA
940016743#1,46,NA
940016744#1,20,NA
940016744#2,22,NA
940016744#3,28,NA
940056640,47,NA
940056665#1,38,NA
940056666#1,16,NA
940056666#2,14,NA
940248280#0,1,NA
940248280#1,23,22
940248283,31,NA
940252568#3,61,NA
940378673,16,NA
940390829#1,11,NA
940390832#1,24,NA
940398169#1,1,NA
940399849,22,NA
940405707,9,NA
940405708,4,NA
940515179#1,1,NA
940515179#2,27,NA
940515179#3,16,NA
940515179#4,27,NA
940515180,52,NA
940515216#0,4,NA
94061333#0,17,NA
940697039,67,NA
940750924#3,53,NA
941874475#0,2,NA
941874475#1,4,NA
941874476,5,NA
941874477,11,NA
941874478,5,NA
941874479,7,NA
941874480#0,5,NA
941900309,21,38
941900318#0,23,NA
941900318#1,11,NA
941900318#2,11,NA
941900319#0,6,NA
941900319#1,34,30
941900320,14,NA
941900322#1,23,NA
941900322#2,20,NA
941902551,19,NA
941966127,2,NA
941966128,2,NA
941966130,2,NA
941966131,2,NA
941966132#0,6,NA
941966132#1,3,NA
941966133,34,NA
941966135#0,47,30
941966135#1,39,160
941966135#2,13,NA
941966135#3,12,NA
941966135#4,18,NA
941966135#5,21,NA
941966135#6,17,NA
941966135#7,16,NA
941966135#8,11,NA
941966136#0,19,NA
941966137#0,35,NA
941966137#1,21,65
941966168#0,27,135
941966168#1,4,NA
941966168#2,14,NA
941966168#3,3,NA
941966168#4,35,NA
941966168#5,11,NA
941966168#6,3,NA
941966168#7,13,NA
941966168#8,38,22
941966168#9,15,NA
942431838,28,NA
942605585#1,4,NA
942605593#2,8,NA
942605593#4,8,NA
942605594#0,4,46
942605594#5,34,105
942773784#2,7,NA
942773785#0,7,NA
942773785#2,25,NA
942773803,12,NA
942805665,26,NA
942805697,6,NA
942877956#1,33,NA
942877959#1,14,NA
94289835,7,NA
943463578,33,NA
943505305#1,7,NA
94366778,29,NA
943932304,51,NA
943932305,20,NA
943932306,28,NA
944115137,19,NA
944532378,1,NA
944532379,2,NA
944674422#0,13,NA
944674422#2,20,NA
944674422#3,4,NA
944759040#0,11,NA
944759041,11,NA
944969437,2,NA
945101418,28,NA
945451824,19,NA
945743575,60,6
945762355,26,NA
945762393#0,33,NA
945762393#1,38,NA
945775969,21,8
945954403,22,16
945998411,1,NA
945998413,2,NA
945998414,4,NA
945998415#0,1,NA
945998415#1,2,NA
945998415#2,1,NA
946004038,34,24
946005913,38,NA
946014051,23,NA
946438665,16,NA
946577370,24,NA
946577371,9,NA
94699373,20,NA
94699374,21,NA
947009257,29,NA
947009259,3,NA
947039858#1,12,NA
947039862#1,20,NA
947039863,27,NA
947306656,17,NA
947306657,23,NA
947306658,13,NA
9473932#0,15,NA
9473932#1,15,NA
9473933#0,34,NA
9473933#1,5,NA
9473933#2,5,NA
9473933#3,28,NA
9473934,20,NA
9473935,30,NA
9474808,18,NA
9474810,18,NA
9474811#1,15,NA
9474811#2,17,NA
9475290#0,28,NA
9475290#1,11,NA
9475290#2,11,NA
9475290#3,14,NA
9475350#0,14,NA
9475350#2,11,NA
9475350#3,11,NA
9475350#4,29,NA
9475895,18,NA
9475950,13,15
9476116,18,NA
9476557,14,NA
9476573#1,54,NA
9476576,18,NA
9476578,35,NA
9476579,6,NA
9476585,15,NA
9476587,9,NA
9476897,2,NA
948037483,7,130
948037485,8,NA
948039533,25,NA
948055339#1,22,34
948055341,12,NA
9483274#0,20,NA
9483274#1,19,NA
9483274#2,17,NA
9483274#3,15,NA
948452245,44,24
948456834#1,25,NA
948456834#2,38,NA
9485559#0,8,NA
9485559#1,12,NA
9485559#3,21,NA
9485797#0,18,NA
9485797#1,23,NA
948697712,2,NA
948697715,28,NA
948929090,10,NA
949305726#0,68,NA
949330586,1,NA
949330592,1,NA
949330593,69,NA
949330602#0,4,NA
949330602#3,4,NA
949387788,16,NA
949511833#1,13,NA
949514220,3,NA
949514221#0,4,NA
949514221#1,7,NA
949515801,9,NA
949605668#0,19,NA
9496633#1,24,NA
9497366#0,20,NA
9497366#1,13,NA
9498060#0,27,NA
9498060#1,13,NA
9498060#2,16,NA
9498297#0,21,NA
9498297#1,12,NA
9498297#2,16,NA
9498297#3,17,NA
9498350#0,16,NA
9498350#1,19,NA
9498350#2,40,NA
949912942,6,NA
950186031,7,NA
950222545,1,NA
950222546,66,NA
951429669,14,NA
951482002,12,NA
951489120#0,5,NA
951492709#1,14,NA
951492710#1,17,NA
951492711,16,NA
951492712#1,8,NA
951492712#2,16,NA
951492712#3,6,NA
9515230,5,NA
9515323#0,5,NA
9515323#1,9,NA
951686350,2,NA
951702729#0,13,NA
951702729#1,14,NA
951702729#2,14,NA
951750021,33,NA
951750023,24,NA
951750026#1,16,NA
951750026#2,14,NA
951750027#1,29,NA
951750029#1,16,NA
951750030#1,8,NA
951750031#1,23,NA
951750032,12,NA
951750035#1,8,NA
951750036,17,NA
951813466,40,NA
952062399#1,5,NA
952117546,30,NA
952126507,38,NA
952126508#0,12,NA
952126508#1,39,NA
952539069#1,15,NA
952559892,1,NA
952623179,42,NA
952668280,3,NA
952668281,3,NA
952688421,3,NA
953283577,31,NA
953283578,35,NA
953567979,1,NA
9536456#0,15,NA
9536456#1,14,NA
9536457#1,44,NA
953711243#1,13,NA
953725016#0,9,38
953725016#1,15,NA
953725016#2,5,12
953844849,25,48
954022220,15,NA
954022221,16,NA
95432432#0,5,NA
95432432#1,4,NA
95432434,4,NA
954336242,73,NA
954336244#0,3,NA
954390045#0,8,NA
954390046#0,8,NA
954558795#1,9,NA
954579804,13,NA
954584009,14,NA
954616199#0,36,NA
954616199#1,18,NA
954616199#2,32,NA
954622603,35,NA
954622604,2,NA
954750776,15,NA
955519193,1,NA
955614956,1,NA
955949945,12,NA
955950015,2,NA
955956590#1,5,NA
955956591,22,NA
955956592,17,NA
955956598,8,NA
955956600#0,28,NA
955956600#1,13,NA
955956600#2,19,NA
955956600#3,20,NA
955956602#1,39,NA
955956602#2,27,NA
955956602#3,33,NA
956011477,20,NA
956011479,11,NA
956011480,27,NA
956011481,16,NA
956011484,8,NA
956011486#0,11,2
956015874#0,71,NA
956015874#1,50,NA
956015874#2,48,425
956034576,16,17
956108090,326,NA
956203734,1,NA
956203735,2,NA
956203737,2,NA
956203738,5,NA
956203739,1,NA
956203740,36,NA
956203741,22,NA
956203742,1,NA
956231952#0,25,NA
956231952#1,1,NA
9562461,33,NA
9562474,32,NA
9562507,32,NA
9562537#0,31,NA
9562537#1,6,NA
956260753,7,NA
9562634#0,31,NA
9562634#1,7,NA
9562635#0,11,NA
9562635#1,10,NA
9562635#2,10,NA
9562635#3,11,NA
9562636#0,27,NA
9562636#1,12,NA
9562637#0,22,NA
9562637#1,7,29
9562650,27,NA
956323303,9,NA
956487555#1,18,12
956550445,27,NA
956943485#0,5,NA
956943485#1,12,NA
956953468,37,NA
956953469#1,8,NA
956953471,11,NA
956953473,42,NA
957017521,17,220
957024645#1,25,23
957024647#1,36,NA
957024649#1,12,NA
957147363,11,22
957219960,4,NA
957237074#0,12,NA
957237074#1,19,NA
957691116,10,NA
957845668,40,NA
957845669,25,NA
957879346,42,NA
957892644#0,16,NA
957892644#1,26,NA
957892645#0,52,24
957892645#1,16,NA
9578941,23,44
9581759,10,NA
95843552#0,4,NA
95843552#1,4,NA
958438202#0,18,NA
958438202#1,9,NA
958504170#1,21,NA
958504171,4,NA
9585273,21,NA
958642610,3,NA
958968182,17,NA
959025182,34,102
959025188#0,14,NA
959025189,2,NA
959025191#1,6,NA
9591036,8,64
959615534,31,NA
959615537,87,215
959617810#0,16,NA
959617810#2,10,NA
959637568,28,200
959637572#0,1,NA
959637572#1,3,NA
959671528#0,35,NA
959814937#4,18,NA
959814938,38,5
959814939,2,NA
959814942,33,NA
959814956#4,31,NA
959814959#1,96,NA
959814960,15,NA
959814962,5,NA
959814965,14,NA
959902736#1,59,NA
959902739#1,21,NA
959902742#1,35,12
959902753,5,NA
959902754,8,NA
959902759#1,36,5
959902762#0,4,NA
959902762#1,26,NA
959902765#0,14,NA
959902766#1,2,NA
959902769#1,25,NA
959902777#1,27,13
959902780,36,6
