id,onstreet_spots,offstreet_spots
-38568626,10,NA
-38568630,17,NA
-38568631,11,NA
-38568632,13,NA
-38568633,16,NA
-38568634,1,NA
-38568640,2,NA
-38568641,1,NA
-38568648,2,NA
-38574182,10,NA
-38587211#1,25,NA
-38587211#2,22,NA
-386592861#2,32,NA
-386668188#2,22,NA
-38667622,1,NA
-386765884,47,49
-386765885#0,13,NA
-386765885#1,8,NA
-386765885#2,5,NA
-386765885#3,7,NA
-386765885#4,17,NA
-386822747,5,NA
-386822748,8,NA
-38702364#0,4,NA
-38702364#1,14,NA
-38702369#0,12,NA
-38702369#1,17,NA
-38702379,22,NA
-38702382#1,2,NA
-38702382#2,18,NA
-38702390,20,NA
-38702392#0,2,NA
-38702392#1,7,NA
-38702991,28,NA
-38702994,26,NA
-38703007,8,NA
-38703014#0,15,NA
-38703014#1,56,NA
-38716549,11,NA
-38717601,19,NA
-38717978#0,24,NA
-38717978#1,15,NA
-387205281,2,NA
-387205282,17,NA
-387205283,38,NA
-387205285,22,NA
-387205287,181,NA
-387211434#0,23,NA
-387211434#1,16,NA
-387219108,26,NA
-38728930#0,23,84
-38728930#1,7,NA
-38728930#2,8,NA
-387291850,25,NA
-387327413,14,NA
-387487577,29,NA
-38750707#0,20,NA
-38750707#1,12,NA
-38763327#0,25,NA
-38763327#1,31,NA
-38763327#2,33,NA
-38763327#4,22,NA
-38763677,81,NA
-38763871#0,17,NA
-38763871#1,14,NA
-38763871#2,15,NA
-38763871#3,11,13
-38763872,14,NA
-38763873,14,NA
-38763874,13,NA
-38763875,14,NA
-387892378,27,73
-387903933,17,15
-387921527#5,19,NA
-388002757,9,NA
-388002760#0,10,NA
-388002760#1,11,NA
-38820068,11,NA
-388713935,35,NA
-38886346,3,NA
-389073353#0,33,NA
-389101365#2,25,NA
-38915494#0,11,NA
-38915494#1,42,NA
-38915495,6,NA
-389273280,75,NA
-389273282,16,NA
-389273284#0,3,NA
-389460457,2,NA
-389508688,3,NA
-389508689,13,NA
-389508690,33,NA
-389508693,15,NA
-389872976,11,NA
-39010716#0,14,10
-39010716#1,12,NA
-39010716#2,15,NA
-390998950,3,NA
-390998978,16,NA
-39112825,10,NA
-39166056,6,NA
-391678055,35,NA
-391866693,9,NA
-39254486,9,NA
-39254501,4,NA
-39255613,23,NA
-39255623#0,11,NA
-39255623#1,13,10
-39255623#2,15,NA
-392736917,26,NA
-392736918,2,NA
-392759408,29,NA
-392907166,19,NA
-393445209,2,NA
-393462624,6,NA
-39349389#2,17,NA
-39349389#3,8,NA
-39350082#0,7,NA
-39350082#1,3,NA
-39362377#0,29,NA
-39362377#1,11,NA
-39372797#0,6,NA
-394530221,12,NA
-394530222,1,NA
-39460150,6,NA
-39466303#0,1,NA
-39466303#1,5,NA
-39466303#2,7,NA
-39470463,17,NA
-39473293,16,NA
-39473295#0,9,NA
-39473295#1,23,NA
-39473296,16,NA
-39473859,27,NA
-39473865,23,NA
-39487910,37,32
-39487917,18,NA
-39493947#0,33,NA
-39493947#1,35,NA
-39496180#0,2,NA
-39496180#1,23,NA
-39499458,117,21
-395031531#1,3,NA
-395570268,8,NA
-39573612#0,9,NA
-395765601,4,NA
-395766070#0,5,NA
-395766070#1,13,NA
-395766070#2,4,NA
-39599592,14,58
-39606307#0,2,NA
-39606307#1,3,NA
-39606309#0,4,NA
-39606309#3,1,NA
-39606309#4,9,NA
-39606312,11,NA
-396127407,49,NA
-396127409,21,NA
-39629158,5,NA
-39629159,6,NA
-39629160,5,NA
-39652321,8,NA
-39688859,14,NA
-39695156#0,19,NA
-397052776#2,19,NA
-39724575,5,NA
-397605668,2,NA
-39824226#0,39,NA
-39824226#1,11,NA
-39824226#2,15,46
-39832683,15,NA
-39839079,45,NA
-39841056#2,26,NA
-39889855#1,30,NA
-39889855#2,17,NA
-39891651,9,NA
-39927938#0,15,NA
-39927938#1,16,NA
-39955899,9,NA
-39981589,53,NA
-400073845#2,19,NA
-40020704,23,NA
-40020707,8,NA
-40032231#3,8,NA
-400740363#0,3,NA
-400740363#1,2,NA
-400740387#0,35,NA
-400740388#0,20,NA
-400740402,2,NA
-400740403,32,NA
-40109215,143,NA
-40155263#0,12,NA
-40155263#1,3,NA
-40155264#0,3,NA
-40155264#1,24,NA
-40155276,25,NA
-40155528,22,NA
-40155546#0,5,NA
-40155546#2,15,NA
-40155549,19,NA
-40155576,11,37
-40159968,5,NA
-40233843,12,NA
-40267296#0,46,NA
-40267296#1,17,NA
-40267298,24,NA
-40267299,26,NA
-40267300#0,21,NA
-40267300#1,7,NA
-40267300#2,18,NA
-40267302#0,21,NA
-40267302#1,16,NA
-40267303,26,NA
-40267306#0,37,17
-40267306#1,15,NA
-40267306#2,16,NA
-40267306#3,20,NA
-40267306#4,21,NA
-40267312,6,NA
-403449574,12,NA
-40353292#0,36,NA
-40353292#1,14,NA
-40353292#2,15,NA
-40357906,8,NA
-403736226,13,NA
-403736227#0,8,NA
-403736227#1,21,NA
-403736227#2,18,NA
-403736236,24,NA
-403736237,18,NA
-403736238,28,NA
-403752974,18,NA
-404275281,25,36
-404278846,19,NA
-40438386,22,NA
-404413132,8,NA
-404426089,7,NA
-404426090#0,7,NA
-404426090#1,21,NA
-4045655,29,NA
-404647410#0,17,NA
-404647410#1,7,NA
-404647410#2,7,NA
-404647410#3,47,NA
-40486950,50,NA
-405141117,9,NA
-40517720,25,NA
-40520554,55,NA
-40520559#0,17,10
-40520559#2,15,NA
-40520559#3,15,NA
-40520575#0,16,NA
-40520575#1,52,NA
-40521414#0,14,NA
-40521414#1,14,NA
-40526477,10,NA
-405337699,30,NA
-405460178#0,4,NA
-40563015,44,NA
-405894861,12,NA
-40644896,50,NA
-40644900,41,NA
-40646288#0,24,NA
-40667507#0,19,NA
-40667507#1,16,NA
-4067937,14,NA
-4067941#0,26,NA
-4067941#2,17,NA
-4067941#3,26,53
-4067955,15,NA
-4068030,32,20
-4068083,20,NA
-4068096,11,NA
-4068117,25,NA
-4068142,42,NA
-4068145,17,NA
-4068159#1,21,NA
-4068164#0,6,NA
-4068164#1,13,NA
-4068164#2,11,NA
-4068164#3,15,NA
-4068176,25,NA
-4068182,13,NA
-4068188#0,11,NA
-4068188#1,13,NA
-4068188#2,2,NA
-4068188#3,9,NA
-4068188#6,26,NA
-4068190,12,NA
-4068200,24,NA
-4071976#2,12,NA
-407515312#0,12,NA
-407515312#1,4,NA
-40806397#0,8,NA
-40806397#1,10,NA
-40806402#0,2,NA
-40806402#1,2,NA
-40816560#0,7,NA
-40816560#1,7,NA
-40816690#2,43,NA
-40817221,22,NA
-40817798,22,NA
-4083446,24,NA
-4083461,32,21
-408709121#0,14,25
-408709121#1,7,NA
-409009933#0,14,NA
-409009933#1,14,NA
-409009933#2,20,NA
-40904926,84,20
-409224799,21,NA
-409862034,12,NA
-409862035,7,NA
-409862036,7,NA
-409862039,18,NA
-409862041,7,NA
-409862042#0,9,NA
-409862042#1,15,NA
-409862043#0,9,NA
-409862043#1,13,39
-409862044#0,13,NA
-409862044#1,9,NA
-409862044#2,16,NA
-409862077,12,NA
-409862078#0,12,NA
-409862078#1,12,NA
-409862079,24,NA
-410242419,8,NA
-410646532#1,18,NA
-41067494,47,NA
-41067495#0,4,NA
-41067495#1,10,NA
-411109964,82,NA
-411114878,4,NA
-411114881#0,13,NA
-411114881#1,10,NA
-411114881#2,1,NA
-411114884#1,3,NA
-411114884#2,3,NA
-411114884#4,2,NA
-41136124,29,NA
-41136125,23,NA
-41136126#0,3,NA
-41195847,44,NA
-41211938,37,NA
-41211952,13,NA
-412127616,28,NA
-41274617,3,NA
-41274708,8,NA
-412894107#0,40,NA
-412894108,11,NA
-412894109,13,NA
-412992929,13,NA
-412992935,13,NA
-413009384,44,NA
-413011787,11,NA
-41399045#0,6,NA
-41399045#1,9,NA
-41399045#2,73,NA
-41432327,1,NA
-41436261,2,NA
-41469191,12,NA
-414694975#0,35,NA
-414694975#1,22,NA
-414694975#2,11,NA
-414872639#2,6,NA
-415128141,2,NA
-415128151,3,NA
-41535060,30,NA
-415424121,13,NA
-415858612#0,12,NA
-415858612#1,18,NA
-415858612#2,5,NA
-41595285,63,150
-416461633,31,NA
-416461657,28,NA
-416508756,22,NA
-416556688,4,NA
-416556689#0,25,NA
-416556689#1,2,NA
-416587103,50,NA
-416657137#0,54,2
-416657137#1,61,318
-416657137#2,8,NA
-416763117,15,NA
-416763192,16,NA
-417716576,5,NA
-41772674#2,22,NA
-41800866,11,NA
-41800868,12,NA
-41810207#0,18,NA
-41810207#1,32,NA
-41828678,4,NA
-41828679,75,NA
-41892676#0,14,NA
-41892676#1,11,NA
-41894247#2,22,NA
-419159666,9,NA
-41977264,24,NA
-41981539,30,NA
-419818727,8,96
-419818728,39,134
-419961788,40,188
-42063768,18,NA
-42103969,25,NA
-42132336,40,NA
-42136613,20,NA
-42148897,4,NA
-421494352,15,NA
-421494931,30,NA
-421494932,19,NA
-42152299,6,NA
-4215486#0,26,NA
-4215486#1,2,NA
-42155330#0,13,NA
-42155330#1,17,NA
-42156202,28,NA
-42157877,38,22
-42157884,14,87
-42157902#2,22,41
-421602268,24,NA
-421602271,23,NA
-42161231#1,15,NA
-42161232#2,17,NA
-42161232#3,6,NA
-421641771,35,NA
-421793001#2,6,NA
-421852767,13,NA
-42245336#0,6,NA
-42245336#1,6,NA
-42265640,5,NA
-42269472,7,NA
-422974246#0,17,NA
-422974246#1,18,NA
-422974247,17,NA
-422992070#1,17,NA
-422992071,28,NA
-422992098#0,23,NA
-422992098#1,19,NA
-422992099#0,10,NA
-422992099#1,15,NA
-422992110,21,NA
-422992111,36,NA
-42343407#0,22,NA
-42343407#1,13,NA
-42346818,20,NA
-423931289,44,21
-42412865#0,12,NA
-42412865#1,8,NA
-424145130#0,19,NA
-424145130#1,10,NA
-424145131,18,NA
-424145148,9,NA
-424145150,20,NA
-42435986#0,25,NA
-42435986#1,23,NA
-42435986#2,25,NA
-42454160,19,NA
-42454161#0,19,NA
-42454161#1,17,NA
-42454161#2,17,NA
-42454161#3,26,NA
-42454162#0,12,NA
-42454162#1,19,NA
-42456119,64,NA
-424797318#0,30,332
-42507101#0,25,NA
-42507101#1,32,NA
-42507101#2,19,NA
-42509311,14,NA
-42509313,3,NA
-425404771,8,NA
-425492183#0,35,23
-42573383#0,12,NA
-42573383#1,7,NA
-42599027,18,23
-426572490,44,NA
-426595348#0,2,NA
-426595348#1,2,NA
-426595349,2,NA
-42689068#0,10,7
-42689068#1,22,NA
-42689069#0,20,NA
-42689069#1,6,NA
-42689073#0,12,NA
-42689073#1,18,NA
-42689074,28,NA
-42689610#0,27,NA
-42689612,27,NA
-42689935#2,53,NA
-426917408#0,5,NA
-42695666#2,17,NA
-42695666#3,16,NA
-42695666#4,18,NA
-42695666#5,17,NA
-42695666#8,23,NA
-42697694,24,NA
-42700775,4,NA
-42701160,16,NA
-42721593,8,NA
-42721599,22,16
-42721601,14,NA
-42721603#0,1,NA
-42721603#1,17,NA
-42721603#2,1,NA
-42721608,10,NA
-42721609#0,13,NA
-42732325#2,45,NA
-42732333,36,9
-42732334,24,NA
-42738451,8,NA
-42748865#0,38,NA
-42748865#1,33,NA
-42748868,6,NA
-42749403,21,NA
-42749554#1,7,NA
-42752557#0,19,NA
-42752557#1,25,NA
-42757172#0,25,NA
-42757173,47,NA
-42757174,14,NA
-42757175,24,NA
-42757179#0,3,NA
-42757179#1,21,NA
-42757179#2,16,NA
-42758145#0,13,NA
-42758145#1,11,NA
-42758145#2,14,NA
-42772459,23,33
-427970090,7,NA
-42813667,28,NA
-42813669,84,NA
-42814694#0,15,NA
-42814694#1,23,NA
-42814694#2,22,NA
-42818623,25,NA
-42825959#0,18,NA
-42825959#1,14,8
-42825959#2,9,NA
-42825961,18,NA
-42850470,16,NA
-42850471,17,NA
-428657612,12,NA
-428700879#0,6,NA
-428700879#1,11,NA
-428700879#2,8,NA
-428720064,27,63
-42877808,5,NA
-42878053#2,73,NA
-42878060,54,NA
-42878065,26,NA
-42879739#0,17,NA
-42879739#1,33,NA
-42879740#0,19,NA
-42879740#1,7,NA
-42879741,6,NA
-42882005,10,NA
-42882549#0,22,NA
-42882549#1,28,NA
-42882549#2,28,NA
-42882549#3,27,NA
-429155576#0,20,NA
-429155576#1,13,NA
-429514602#0,8,NA
-429514602#1,12,NA
-429514602#2,4,NA
-4296467#0,14,NA
-4296469#0,19,NA
-4296469#1,7,NA
-42987999#0,6,NA
-42987999#1,22,NA
-42989093,11,NA
-42989662,11,NA
-42990009,14,34
-42990037,8,NA
-42990078,32,NA
-42990107,23,NA
-42990121,28,NA
-42990135,19,17
-42990153,28,NA
-42990939#0,3,NA
-42990940#0,16,NA
-42990940#1,10,NA
-42990943#0,12,NA
-42990943#1,2,NA
-42990943#2,6,NA
-42990943#3,14,NA
-42990943#4,19,NA
-43053691#0,7,NA
-43053691#1,8,NA
-430540201,3,NA
-43063235,31,NA
-43077935#0,13,NA
-43077935#1,7,NA
-43077935#2,12,NA
-43077935#3,9,NA
-43077935#4,15,NA
-43084395#0,36,NA
-43084395#1,18,NA
-43084395#2,17,NA
-43084395#3,16,NA
-43084395#4,30,NA
-43084395#5,32,NA
-43087099#0,12,9
-43114621#0,13,NA
-43114621#1,24,NA
-43114621#2,40,NA
-43115509#1,28,NA
-431306412#1,12,NA
-431340326#2,8,NA
-431353991,35,NA
-431356086#2,10,NA
-43156537,8,NA
-43156965#0,16,NA
-431571678,7,NA
-43165689#0,10,NA
-43165689#1,7,NA
-43165689#2,6,NA
-43165689#3,4,NA
-43165689#4,6,NA
-43165689#5,5,NA
-43165689#6,5,NA
-43165689#7,10,NA
-431664607,2,NA
-431664613,2,NA
-431664617,2,NA
-431664621,2,NA
-4316780,38,11
-43169777,21,NA
-43169790#0,27,NA
-43169790#1,27,NA
-43169790#2,6,NA
-43169792#0,6,NA
-43169792#1,13,NA
-43169792#2,16,NA
-43169792#4,17,NA
-43169796,18,NA
-43170036,31,NA
-431850636#0,16,NA
-43198119,43,NA
-43204378,20,NA
-43211274,10,NA
-432205823#0,7,NA
-432205823#1,5,NA
-432205823#2,13,NA
-432205834,11,NA
-43231842,15,NA
-432391488,55,NA
-432427278,7,NA
-43242935#0,62,NA
-43242935#1,9,NA
-432542879,37,NA
-43263122#0,24,NA
-43263122#1,5,NA
-43263122#2,27,NA
-432733375#2,6,NA
-432763457#2,15,NA
-432763465#2,7,86
-43286949,6,NA
-43286950,19,NA
-43332472#0,39,NA
-43332472#1,25,NA
-43337438#0,12,NA
-43363013,28,NA
-43376477,15,NA
-43376693,39,39
-433933813,21,NA
-433933817,20,NA
-43402009,19,119
-43403697,18,NA
-434582226#1,5,NA
-435265879,29,NA
-4357822#2,35,NA
-4357822#3,44,67
-4359234#0,23,NA
-4359234#1,17,NA
-4359234#2,39,NA
-4359592#0,3,NA
-4359592#1,15,NA
-4359592#12,19,NA
-4359592#2,25,NA
-4359592#3,23,NA
-4359592#4,12,NA
-4359592#5,9,NA
-4359592#6,13,NA
-4359592#7,23,NA
-4359592#8,5,NA
-4359601#0,19,NA
-4359601#1,9,NA
-4359604#0,7,NA
-4359604#1,29,NA
-4359604#2,27,37
-4359605,27,NA
-4359606#0,17,NA
-4359606#1,17,NA
-4359641#0,44,NA
-4359641#1,21,NA
-4359641#2,54,NA
-4359641#3,3,NA
-4359641#4,3,NA
-4359641#5,18,NA
-4359641#6,17,NA
-4359642#0,38,NA
-4359642#1,26,NA
-4359660#0,9,NA
-4359660#1,11,NA
-4359663,44,NA
-4359664,29,NA
-4359667#0,8,NA
-4359667#1,31,NA
-4359667#2,31,NA
-4359668#0,13,NA
-4359668#1,41,NA
-4359669#0,12,NA
-4359669#1,27,NA
-4359669#2,13,NA
-4359669#3,14,NA
-4359674#2,16,47
-4359674#3,10,NA
-4359674#4,12,NA
-4359674#5,18,12
-4359674#6,14,NA
-4359676#0,12,NA
-4359676#1,61,NA
-4359678,12,NA
-4361344#0,24,NA
-4361345,25,NA
-4361346#0,23,NA
-4361346#1,26,NA
-4361346#2,25,NA
-4361347#0,23,NA
-4361347#1,26,NA
-4361351#0,33,NA
-4361351#1,33,NA
-43619202#0,8,NA
-43619207,7,NA
-43619220#0,15,NA
-43619220#1,6,NA
-436445301#0,15,NA
-436445301#1,15,NA
-436445301#2,14,NA
-436445301#3,18,NA
-4364469,53,NA
-4364472#0,62,NA
-4364472#1,12,NA
-4364473#0,23,NA
-4364473#1,35,NA
-4364475,36,NA
-4364477#0,7,NA
-4364477#1,7,NA
-4364479#0,19,NA
-4364479#1,36,NA
-4364480,68,NA
-4364481#0,40,NA
-4364481#1,22,NA
-4364481#2,18,NA
-4364481#3,48,NA
-4364481#4,12,NA
-4364481#5,16,NA
-4364486#0,54,NA
-4364486#1,11,NA
-4364486#2,46,23
-4364487,48,NA
-4364528,18,NA
-436624329,43,14
-436632527#0,4,NA
-436632527#1,35,NA
-436632528,15,NA
-436633166,14,23
-436682169#1,4,NA
-436682169#2,6,NA
-436757167#0,12,NA
-436757167#1,17,NA
-4368309#0,18,NA
-4368309#1,18,NA
-4368691,8,NA
-4370499,45,NA
-4370500,59,NA
-437114082,29,NA
-437114084,13,NA
-437114095#0,17,NA
-437114095#1,18,NA
-437156162,39,28
-437156167,20,15
-43718900,53,NA
-43721291,14,NA
-4372494,76,NA
-437325047#0,37,NA
-437325050#1,12,NA
-437325055#2,11,NA
-437360302,63,NA
-4375670#0,33,NA
-4375670#1,29,84
-4375670#2,8,NA
-4375671,9,NA
-43762890#0,18,NA
-43762890#1,19,NA
-437684188,16,NA
-437684190,2,NA
-437684192,17,NA
-437684194,14,NA
-437684195,8,NA
-4376904,26,NA
-4376921#0,10,23
-4376921#2,40,NA
-4377141#1,28,12
-4377141#2,36,NA
-4377141#3,26,50
-4377141#6,19,NA
-4377162#0,24,NA
-4377162#1,24,NA
-4377781#2,51,NA
-4378695#0,38,NA
-4378695#1,19,NA
-43789327,37,NA
-4381166#2,42,NA
-4383266,26,NA
-4383280#2,29,NA
-4383283#0,13,NA
-4383283#1,7,NA
-4383365,37,NA
-4383367,39,NA
-438496646#1,14,NA
-4385195#0,55,22
-4385197,31,NA
-4385198,27,NA
-438607986#0,5,NA
-438607986#2,4,NA
-438607988#1,10,NA
-43870717#0,39,NA
-43870717#1,48,NA
-43870717#2,37,NA
-43870723,27,NA
-43870724#0,16,NA
-43870724#2,22,NA
-43870724#3,11,NA
-43870730#0,11,NA
-43870730#1,17,NA
-43870730#2,12,NA
-43870793,11,NA
-438748286,7,NA
-438748295,7,NA
-438748337,2,NA
-4387782#2,72,24
-4387782#5,5,NA
-4387784,27,NA
-4387785,44,NA
-4389226,24,NA
-4389415,32,NA
-4389416,18,NA
-4389417#0,15,NA
-4389417#1,14,NA
-4389417#2,13,NA
-4389452,30,NA
-4389453#0,27,NA
-4389509,29,NA
-4389510,29,NA
-4389511#2,8,NA
-4389511#5,36,NA
-4389570#1,8,NA
-4389570#2,9,NA
-4389571#0,54,NA
-4389571#1,20,NA
-4389571#2,23,NA
-4389576,14,NA
-4389604#0,17,NA
-4389604#3,22,13
-43899012#0,17,NA
-43899012#1,15,NA
-439025656,3,NA
-439025657,6,NA
-439032718,14,NA
-439107505,104,NA
-4391587,13,25
-4391588,3,NA
-4391590#1,9,NA
-4391590#2,8,NA
-43917577,11,NA
-43917745,19,NA
-43921106,48,34
-439333258#0,26,95
-439333259,19,NA
-43934184,8,NA
-43934238,10,NA
-439379027,9,NA
-43941195,79,NA
-43941200#0,24,NA
-43941200#1,12,NA
-4394943#0,38,NA
-4394943#1,42,NA
-4394943#2,9,NA
-4394943#3,16,NA
-4394944#2,28,NA
-4394944#3,32,NA
-4394944#4,18,NA
-4394944#5,10,NA
-4395117#0,37,NA
-4395117#1,37,NA
-4395117#2,16,NA
-4395130#0,31,NA
-4395130#1,35,NA
-4395145,16,NA
-4395178,52,NA
-4395528#4,68,188
-4395528#7,13,NA
-4395586,9,NA
-4395599#2,38,63
-4395614,33,NA
-4395630,57,NA
-4395631,83,NA
-4395632#0,35,NA
-4395632#1,57,NA
-4396013#0,16,NA
-4396109,12,NA
-43961282,21,NA
-43961343,25,NA
-4396233,44,NA
-4396235#2,33,44
-4396419,47,NA
-4396420#2,27,NA
-4396420#5,36,9
-4396421#3,62,97
-4396528,84,189
-4396816#2,62,NA
-4396816#3,6,NA
-4396816#4,8,NA
-4396816#5,68,NA
-4396816#6,38,11
-4396816#7,9,NA
-4396823,34,NA
-4396910,39,233
-4397221,13,NA
-4397269#0,35,NA
-43974606,12,NA
-43998934#0,9,NA
-43998934#1,11,NA
-44001401#0,17,NA
-44001401#1,15,NA
-44001401#2,18,NA
-440064037#1,10,NA
-440072364#0,12,NA
-440072364#1,1,NA
-440078642,18,NA
-440078653,5,NA
-44019627,63,NA
-4402014#2,21,NA
-4402037,19,NA
-44027933,38,NA
-44027934,39,NA
-44027935#0,19,NA
-44027935#1,22,NA
-44027937,11,NA
-4403571,34,NA
-4403708#0,2,NA
-4403708#1,15,NA
-4403708#2,29,NA
-4403708#3,4,NA
-4403708#4,54,NA
-4403708#5,15,NA
-44037596#0,44,NA
-44037598#1,80,NA
-44037895#0,12,NA
-44037895#1,15,NA
-44037895#2,29,NA
-440383167,53,32
-44039305,12,NA
-440407486,19,NA
-440407489,18,NA
-44045213,8,NA
-4405258,18,NA
-4405479,29,NA
-440552880,8,NA
-440552881,15,NA
-44065547,24,NA
-44066617,19,NA
-44066618#0,13,NA
-44066618#1,4,NA
-44066618#2,18,NA
-440671078,33,NA
-4407114,63,21
-440729908,40,NA
-440729909#0,29,NA
-440729909#3,22,NA
-4407321#0,17,NA
-4407321#1,7,NA
-440748312,26,NA
-440748313,12,NA
-440748314,15,NA
-440748317,18,NA
-440866906,15,NA
-4409396,53,NA
-4409873#0,33,NA
-4409901#0,26,NA
-4410148#0,34,NA
-4410148#1,31,NA
-4410149#0,35,NA
-4410149#1,31,NA
-4410151#0,28,NA
-4410151#1,31,NA
-4410152,31,NA
-4410445,25,NA
-4410537#0,24,NA
-4410537#1,20,NA
-4410583,18,NA
-4410584#0,43,NA
-4410584#1,5,NA
-4410585,37,15
-44108422,29,NA
-4410956#0,23,NA
-4410956#1,23,NA
-4410993#2,13,NA
-4410995,41,NA
-44111834,9,NA
-44111835,16,NA
-44111836#0,11,NA
-44111836#1,21,NA
-44111836#2,7,NA
-4412868,24,NA
-4413173#2,24,NA
-4413173#3,15,NA
-4413173#4,14,NA
-44152873#0,15,NA
-44152873#1,17,NA
-441620230,94,NA
-44166804,64,NA
-441788215,9,NA
-44181465#2,67,NA
-441937406,7,NA
-441965153,26,NA
-44202464#0,7,NA
-44202464#1,7,NA
-44202655,7,NA
-44202827,26,NA
-44202832,5,NA
-44202833,18,NA
-44205014#0,3,NA
-44205014#1,24,NA
-44205087,29,NA
-4420987,332,NA
-44212665#0,18,NA
-44212665#1,17,NA
-44212667,38,NA
-44212668#0,22,NA
-44212668#1,7,NA
-44212669#0,15,NA
-44212669#1,13,NA
-44212670#0,9,NA
-44212670#1,23,NA
-44212670#2,24,NA
-442222165,12,NA
-4424203#0,37,NA
-4424203#1,27,NA
-4424203#2,4,NA
-4424204,19,NA
-4424205#0,29,NA
-4424205#1,22,NA
-4424205#2,29,NA
-4424205#4,33,NA
-4424205#5,29,NA
-4424207#0,12,NA
-4424207#1,22,NA
-4424207#2,36,NA
-4424207#4,28,NA
-4424207#5,7,NA
-4424208,30,NA
-4424209,34,5
-4424210,14,NA
-4424211,16,NA
-4424307#0,53,NA
-4424307#1,4,NA
-4424773#0,19,NA
-4424773#1,32,NA
-4425425,218,37
-442545053,20,NA
-442545054,19,NA
-44277777,218,NA
-44277783,117,42
-44289189,11,NA
-4429742,3,NA
-442992643,14,NA
-442992654,16,NA
-442992657,24,NA
-44331280,39,NA
-44331831,8,NA
-44331925#0,16,NA
-4434000,30,NA
-4434001#0,50,92
-4434001#1,25,NA
-4434007#0,23,NA
-443435388#1,13,NA
-4434407#0,21,NA
-4434407#1,18,NA
-4434407#2,17,NA
-4434407#3,14,NA
-4434408#0,16,NA
-4434408#1,46,NA
-4434408#2,16,NA
-4434408#3,19,NA
-4434408#4,13,NA
-443460293,7,NA
-44360530,61,NA
-4436793#0,33,NA
-4436793#1,19,11
-4436793#2,22,24
-4436793#3,21,19
-4436793#4,30,NA
-4436793#5,27,NA
-4436877#0,35,NA
-4436877#1,8,NA
-4436877#4,34,9
-4436882#0,38,NA
-4436882#3,37,NA
-4436882#6,24,NA
-4436884,45,NA
-4436890#2,24,NA
-4437114#0,29,NA
-4437114#1,29,NA
-4437114#2,32,NA
-4437116,33,NA
-4437118#4,18,70
-4437135,32,5
-4437136#0,24,NA
-4437138#4,70,NA
-4437139,23,7
-4437140,30,NA
-4437183#2,58,NA
-4437185,52,7
-4437186#2,44,NA
-4437187#0,9,NA
-4437187#1,27,88
-4437187#2,25,NA
-4437191#0,10,NA
-4437191#1,36,NA
-4437192,37,NA
-4437193#0,2,NA
-4437193#1,25,NA
-4437194,37,NA
-4437195,29,NA
-4437196#0,24,NA
-4437196#1,22,NA
-4437197#0,16,NA
-4437197#1,20,NA
-4437197#2,39,NA
-4437197#3,35,NA
-4437200#1,10,NA
-4437200#2,8,NA
-4437200#3,8,NA
-4437200#5,9,NA
-4439618#2,6,17
-44417234#1,27,NA
-4441936#0,18,NA
-4441936#1,20,NA
-4441936#2,7,NA
-4441936#3,10,NA
-4441936#4,18,NA
-4441937#1,45,83
-4441937#2,8,NA
-4441937#3,25,NA
-4441938#1,24,NA
-4441938#2,20,NA
-4442071#0,29,NA
-4442071#1,52,20
-4442074#0,17,NA
-4442074#1,15,NA
-4442075,22,NA
-4442077,8,NA
-4442078#0,40,NA
-4442078#1,25,86
-4442078#2,9,NA
-4442079,34,NA
-4442416,4,NA
-4442417,17,NA
-4442420#0,15,NA
-4442420#1,40,NA
-4442420#2,8,NA
-4442420#3,12,NA
-4442421#0,32,NA
-4442421#1,42,NA
-4442423#0,17,NA
-4442423#1,28,NA
-4442423#2,34,NA
-4442443,80,NA
-4442465,40,NA
-444398377#0,26,NA
-444398377#1,25,NA
-444398377#2,10,NA
-444398377#3,12,NA
-4444426#0,79,NA
-4444426#1,23,NA
-4446444#0,3,NA
-4446444#1,8,NA
-4446444#2,24,NA
-4446444#3,38,NA
-4446445,21,NA
-444656563,45,NA
-4446720#0,29,NA
-4446721#2,21,NA
-4446721#3,18,NA
-4446721#4,30,NA
-4446721#5,23,NA
-4446721#6,31,NA
-4446722#1,19,NA
-4446722#2,16,NA
-4446722#3,23,NA
-4446722#4,24,52
-4446722#5,23,NA
-4446798#4,33,NA
-444761162,4,NA
-4449360,26,71
-4449362#2,7,NA
-4449444,35,NA
-4449445,42,NA
-44524550,48,NA
-445282741,12,NA
-445351141,1,NA
-445351144,1,NA
-445492242#0,14,NA
-445492242#1,14,NA
-445512538#0,2,NA
-445512538#1,7,NA
-44581244,9,NA
-445988033,27,NA
-44603339,96,67
-446137794,6,NA
-4463149#0,12,NA
-4463149#1,12,NA
-4463151#0,19,NA
-4463151#1,8,NA
-4463151#2,4,NA
-4463151#3,3,NA
-4463151#4,9,NA
-4463151#5,12,NA
-4463151#6,6,NA
-4463151#7,6,NA
-4463151#8,6,NA
-4463151#9,10,NA
-4463153,11,NA
-4463154,27,NA
-4463155#0,52,NA
-4463155#1,33,NA
-4463155#2,27,NA
-4463155#3,19,NA
-4463156#0,52,NA
-4463156#1,26,NA
-4463156#2,27,NA
-4463421,20,12
-4463422#0,3,NA
-4463422#1,44,NA
-4463423#0,34,NA
-4463423#1,5,NA
-4463423#3,44,NA
-4463464#0,37,20
-4463464#1,14,NA
-4463464#2,16,NA
-4463464#3,19,NA
