id,offstreet_spots
461840240#0,38
4618705,20
4618707#0,20
4618713#0,54
4618713#1,85
4618713#4,38
4618809,33
4618810#0,150
4618814#1,12
4618822#1,15
4618828,45
4619863#0,16
462101683,42
4623435#0,8
4623435#1,40
462852145#0,5
4631474,111
4631539#0,24
4631711,22
4631844#2,55
4631873,30
4632783,10
4632784#0,27
4637744,3
4637763,32
4637771,26
4637775#0,38
4637775#1,35
4637808,78
4637810#0,22
4637814,2
46378240,443
4637897,30
4637899,31
4637940#0,26
4637940#1,23
4637941,16
4637943,34
4637944,26
4637947#1,6
4637948,27
463945878,332
464372608,21
4645234#0,9
4645234#1,8
4645566#0,17
46509265#0,60
465740608,6
4662735#0,353
4663347#0,66
46672236#0,5
46672257,4
466886665,197
46696432,40
467184791#0,6
4674699#0,49
4674699#1,26
4674701,81
4674702,33
4674809#9,35
4674812,75
4674816#0,23
4674816#1,215
4675071#2,15
4675154,131
4675211#3,28
4675212,64
4675216#2,101
4675234#2,40
4675234#3,25
4675235#1,9
4675237#1,9
4675255#3,42
4675276,28
4677910#3,10
4678195,6
4678199#2,19
4678204#0,11
4678204#2,43
4678206#0,26
4678211#0,82
4680222,111
4680713#0,77
4684110,48
4684898#2,12
4684903,25
4684924#4,11
4684954#0,51
4685622#1,138
4685633#0,77
4685757#0,111
4685763#1,5
4686032#0,49
4686106,9
4686109#1,9
4686252,8
4686298,79
4686363,18
4686461#1,6
4686489,96
4687128#0,8
4687135#0,83
4687136#0,119
4687247#1,27
4687297#0,39
4687303,138
4687523#0,44
4688811,60
468915494,42
4689177,10
4689491#1,60
4689520,67
4689653#1,18
4689654#2,13
46907545#1,11
4693533#0,8
4693547,25
4694793#1,5
4694937#1,8
4696044,333
4699584#1,32
4699589#0,23
4702373#0,16
4702901#0,200
470494251,72
4706331#1,61
4706334#0,41
4706334#2,7
4706745#0,29
4710479,18
4716396#1,37
472210041,49
4724893#6,16
4729699#0,10
4729702,77
4730086#1,56
4730087#1,172
4733745#0,19
4733799#1,7
4733799#3,20
4733959#0,33
4734059,18
47347071#0,53
47347072#2,24
47419565#0,27
4745653#0,6
4745655#0,53
4745684#1,14
4745685,18
4752451#0,82
4752670,362
4755684#0,8
4755708,82
475629656,14
4756786#0,17
47586921#1,50
47586923,34
47628470,15
4763465,256
4764111,23
4764166,6
4764188#2,9
4764208#0,20
4764655,4
4764689#1,33
4764691,13
4764692#0,21
4764815#0,25
4764860#0,4
4764860#1,27
4764860#2,47
4764860#3,7
4764869,5
4764872#0,30
4764876#0,8
4764925#0,6
4764937,15
4764938,3
4764940,7
4764941#2,10
4764950#2,4
4764953#0,10
4764953#1,16
4765050,111
4765057,28
4765084#0,134
4765357,143
4765671#0,18
4765745#0,23
4765751#0,34
4765927#0,102
4766079#0,33
4766099,42
4766591#1,15
4766593#1,7
477437991#2,41
4776154,20
4776200#0,12
4776656,35
4776663,10
4776777,14
477688035#0,33
4777033,25
4777043,11
4777046,25
4777055#1,22
4777055#2,11
4777055#3,4
4777073,36
4777091#1,70
4777122,88
4777270#2,33
4777305,28
478048069,4
4782467#0,8
4782519,13
4783326,52
4783336#0,283
4783339#1,122
4783452#0,26
4783730#0,40
4787389#0,75
4787389#2,37
4787404#0,205
4787958#0,19
4787966,7
4787967#0,21
4787967#1,15
4787970,6
478836290,255
4788384,53
4788386,44
4788391#0,36
4788391#7,57
4788396#0,128
4788425#1,43
4788443#0,181
4788457#0,91
4788551#3,31
4788738#0,31
4788739#0,8
4788744,18
4790838#0,29
4791961,7
4791962,51
4791986,61
4792044,17
4792054#0,35
4792071,103
4792075#5,11
4792090#1,6
4792094#0,13
4792161#0,56
4792184,36
4792209,4
4792240,78
4792243,25
4792246,9
4792256,5
4792283#1,16
4792284,14
4792288#2,37
4792288#3,18
4792288#4,8
4792292#1,17
4796504#0,26
4796510,9
4796771,257
4796774,16
4796781,21
4796801#1,144
47973244#0,4
47973244#1,12
47974154#0,148
4797951#5,84
4797952#0,14
4797954#2,10
4797958,41
4797962#0,14
4797965#0,48
4797979#0,75
47984349#0,223
479888978#0,8
4801736,97
4801744,20
4802337,3
4802344#0,21
4802344#1,7
480240233,5
4802408#10,28
4802408#5,25
4802408#8,3
4802408#9,7
4802431#1,94
4802435#0,19
4802435#1,14
4802550#0,8
4802554,9
4802581,19
4802586#0,3
4802750#0,60
4802786#0,145
4802807#0,2
4802809#0,178
4802824,101
4802860#3,14
4804118,19
4804119#0,16
4804119#1,11
4804151#4,44
4804160,641
4804196,51
4804666,26
4804672,30
4804857#1,13
4804916#1,21
4805086,16
4807990,2
4808079,102
481841577#1,59
48204103,6
4823201,20
4827291,72
4827462,40
4827480#0,54
482787618,22
4828031#0,350
482983238#0,23
4830085#4,90
48343151#2,42
483483276#0,3
48406291,6
484352976,324
4844875,17
4849535#0,6
485186206#1,72
485708964,40
485795849,62
4858598,33
4859820,112
486330581,628
48638393#0,51
486536470,30
4871839#1,12
48743035#8,262
48802137,9
4881942#0,19
488351330,5
48848041#0,237
48858193#0,6
48859717,54
48859721,77
48859725#0,107
4887458,57
4887461#3,225
4887463#0,41
488951837,37
48907690,101
489299529,52
4894083,14
4895109,31
489593365,6
4898673#0,80
489869811#0,13
48992255#0,71
490326855#0,9
490351845,8
490361980#0,11
490361981#0,24
490372447#0,27
491636233,35
49184342#4,12
492148044,6
492985302,6
493286731,12
493403797,6
493594705,19
493683981#1,127
4937325,17
494694419,25
495037156#1,4
495593034#1,62
496239503#0,8
49676156#0,4
496884167,33
496885675,9
49707679,126
497699540#2,97
497699541,74
4978504,23
4978505#3,8
4978512#3,5
4978668#0,18
4978670,107
498032674#6,392
49919682,28
499658099#1,15
4999744#0,46
4999744#1,67
4999747#2,9
4999754#0,7
4999757#1,73
5000127#1,186
5000180#1,121
5000364#1,58
5000365#1,308
5000365#4,193
5000499,44
500229567,42
5003444#1,62
5008733#2,1
50118308,385
5021374#1,21
5021452#1,35
5021653,25
502176196,125
5025940,270
50283659,12
503096340,50
5032295,7
5037124#1,106
50373272,6
5046428#3,4
5046436#2,13
5047019#1,24
50481674#1,6
505304355#0,46
505475201,15
50691008,104
507152760,27
5075863#2,12
508614988#1,27
5086961,12
50875962,16
5089136#4,20
5089137,13
5089140,60
5094351,45
5095381#5,18
5095383#1,40
5095433#5,4
5095441,4
5095581#0,8
5095584,12
5095621#11,21
5095621#6,5
5095679#2,25
5095718,24
5096381#2,109
5096537#0,132
51007197,30
51009821#0,212
5105671,12
5108187,7
5108203,7
5108258#2,21
5108258#3,31
5108258#5,6
5108266#0,35
5108266#1,37
5108266#2,45
5108271#0,148
51096915,8
5110665#1,5
5110667,12
5110668,5
5110896#1,15
5111673,126
511653655,65
5117259,183
5117267,40
5117273#0,85
5117276,157
5117295,160
5117633#0,15
51196439#0,21
51196439#3,13
5120960#0,191
512523239,24
51260521#1,53
51316705#2,25
5133252,38
5134017#0,31
51511951,25
51570733,33
515989442#2,115
516127730#2,33
516179491,4
51686096#3,405
517489960,22
517550494#1,49
51772490,729
51825054#0,11
51825054#1,8
519717443,35
51980249#0,11
519807532,4
520485512#0,21
520751012,17
5216343,14
5216420,14
5216482#1,21
52344540#1,15
52513361#4,41
52513361#5,11
52524385#1,8
52578335#0,75
528662942,7
528663683#1,86
52877222,27
529086022,33
529086032#2,1
529801426#0,40
52990077,36
531180926#0,39
531912129,548
53224321#0,96
533091316#1,29
533199006,39
533484910,25
53357053#0,55
53357062#0,8
53357388#0,108
53365275#0,13
533943193,86
534144948,40
53458157,33
53574780,89
536327911,7
536327912#0,26
536329729,52
536396623,117
536478504,38
5364943#0,5
5364945,34
53804012,20
538990599#0,5
540175259,29
540264517,17
54039583#0,114
541191221,393
541885615,31
54440179#2,7
546299610,5
547372893#0,45
548994093,128
550086270,9
550600747#0,35
551258170,69
551950267,18
553137241#0,26
553137262#0,20
5545233#1,127
558470687,2
558880597,8
560710114,24
56096800#1,3
561232825,3
561494023,15
562077314#0,234
562166783,113
565388659#0,192
566725541,41
567597383#0,4
567597383#1,9
567597383#2,32
567597390,16
570380694#0,41
570380694#1,40
570388348,27
57388361#1,14
57388361#3,163
57388365#0,28
57388365#4,70
57685001#0,28
57685645,28
57774496#2,24
578235721,44
579047706#0,27
57936174#8,25
57959413,12
580512810#5,93
58533302#0,42
58533484#3,7
58535507,46
58535509,47
58604703#0,12
58604703#1,10
586672525,38
58700252,3
58718433#5,101
587687970,28
589522219#0,24
589687024#0,96
589687024#1,434
589691158,4
589691163#0,50
590695766,106
59104200#0,7
59109759#0,28
59109760#3,45
59156126#0,12
591713659#1,77
59207905#0,46
59207905#3,4
593282581,52
593476356#4,7
593502097#1,12
593746623#0,31
593851894,24
593851923,22
593851926#0,19
593851959#7,62
593851968#2,30
593851998#0,32
593893523,19
59392595#0,20
59458729,12
595154410,35
59636540#3,52
59636549#1,12
597495147#1,18
597889486#0,8
598074991,8
598074992#0,10
600378295,90
600410889,10
60046356,65
60078996,107
6010538#0,18
6010538#1,42
6012432#1,26
60261933#0,33
60261933#1,11
603349899,47
603897822#1,9
604008284,145
604058358#1,25
604236912,21
605101258#1,6
605310092,7
6060597#1,3
6062545,56
60688536,20
6073951,143
6075305#2,7
60762623,5
60762627#1,16
607982159#0,12
6082140#0,14
60825552#0,6
60826006#0,5
6084576,23
60913023#2,32
60982253#0,249
60982253#2,75
610254386,159
610254389#0,799
610255401#0,80
610512291,9
610561103#0,16
610561103#1,21
610561103#2,6
610561103#3,13
610561103#4,21
610847999#1,21
6129649,57
6139041,4
61423390,44
614705995#0,136
616097678#0,27
616097678#1,28
616849209#1,7
6171702#2,68
61737905#0,21
618056545,8
618056549,62
618056551#1,84
6181240#3,7
618274308,13
619455592,175
619455600#0,11
619699888,131
62066032,143
62076385,14
622326987,113
62240975#1,17
62241001#0,49
6229305,50
62319170,75
623919822#0,12
6239619,21
624116231#0,46
624116234,68
624197544#1,6
6247948,55
625747695,6
626420769,50
626859099,91
626979660,35
627608828,58
627779928,22
627826017,2
627841672,2
628098441#1,35
628786750,5
628801265,20
628808814#1,4
63013460,13
630243640#1,52
634037174,15
636854504#1,9
637645130,525
638033635,328
638236411#10,40
638236411#11,44
638236411#9,33
63832360#2,7
638688891#1,22
639493947,6
640473217#0,43
64206805#0,19
64206805#4,19
64206805#6,61
64455478,148
64455507#0,6
647375378,8
64772908,17
64826670,90
648467510#0,62
648493467#5,13
648493467#6,82
649125480,96
651401916,63
65425827,18
65425833,12
655436885,42
657069033#0,196
65707578#0,22
657333283,41
659122809#1,15
65937107#0,5
66071383#3,21
66071383#5,14
66071383#8,17
66218888#1,2
664627929,35
66514425,20
667017075#1,48
67088324,180
671063061,93
672144104#1,110
672958015#1,12
67406876#1,10
674133615#0,6
67523899#0,6
67524735,15
67555337#0,15
677435912#3,6
67835983#3,18
678393123#3,32
679018417#1,20
68210285,6
682423175,45
682423176,44
68455992,5
684968863,19
685111956#0,66
68647309#0,26
68647316,28
686904351#0,10
688053570#1,25
688671074,40
689006789#0,44
689406332#0,137
689406334#0,12
690444798#0,29
690566221,59
690787305,30
691098328,217
691271974,29
69166181#0,19
69166181#2,44
692480569,77
692616658,34
6926776#0,12
693195982,76
693273454#0,12
694484011,5
694507346,29
696732291#0,60
6967855,46
6977357,64
698150951,6
699073593,172
69992969,3
69992975#2,10
70186570,29
70186574#3,22
70186578#0,19
702312689,23
702557463#1,179
702557467,106
703182869,16
703963597,18
703963598#1,18
70415298#0,11
705212990,7
707100745#0,41
708296765#0,16
708595507,41
71028774,16
71143837,15
714728937,44
716599166,26
717177006,11
717478446#2,27
717490209,4
718428124#0,200
718428125#5,12
718428132#6,80
718428136,8
719023969,5
719023970,18
720895636,98
721247136#1,10
721247136#3,111
722013115,82
723007528#0,43
723007529#0,77
72307633#3,22
724621035#5,20
725159875#1,154
725874405,65
72678523,196
727313946#0,10
727581625,81
729367113#0,12
73057254#0,6
73057254#2,12
732197508,23
732746876#1,34
733416791,36
734109536#4,68
73671301#1,56
73682384#0,13
737714165,1
741106136,6
741708105#1,91
741708105#2,37
747291566,261
749567267#0,28
75066614,27
751271855,31
754366713#0,8
7545433,49
754567005,27
75509950#1,11
755551646#1,39
75909822#1,6
759409598,86
761086734#1,192
761338628#1,66
761344047#0,9
761344047#1,13
761344053#1,42
7616780,97
7617142,14
7620920,13
76236116#0,95
76259561,55
762951890#0,45
762951890#2,7
762989127#0,110
763230174,85
763409033#1,19
764003851,37
764024738#0,74
764644561#0,7
764644570#1,9
764644577,5
764644587,3
76963517,115
7702745#0,255
77034461,11
7703927#0,87
7704006,171
7705442,152
7706080#0,440
771241479,133
77370605#1,85
775069623,52
77518546,45
776093907#3,16
776739296,10
776782787#0,5
777325761,13
777345610,9
77791331,122
778654464#4,20
779835107#0,50
779835107#4,48
779835107#6,136
779835107#9,195
779835108#0,13
783332630,4
784873683#3,49
785350748,5
785350805,4
785350820,7
785516226#1,55
785516227,14
785561729,20
785567932#0,55
785783921#1,102
786323857#3,24
790444789#0,49
79131659#1,12
793161547,94
793161548#2,28
79386006,26
79386012#0,28
79426218#0,33
79523623,15
797787880#0,18
797787880#1,27
798541025#0,16
7990010#0,25
7990010#1,17
799202208#1,10
799202208#2,3
799282061,43
799282067,5
8007326#0,68
800756891,13
8008819#0,89
8014720#0,59
8014741,21
8014751#0,70
8023536#0,61
8023536#1,67
8023538#2,23
8025704,4
8039003#0,196
804279760,44
8048737#1,8
8048738#6,20
804908632,27
804991966#0,454
806903754,243
807043983,21
80718772#1,35
807305566#1,101
807826743#1,4
807826744#3,9
8080585,14
808254847#3,7
8084127,4
8084132#9,28
8094229#1,50
8094520#0,25
810076068,26
810787032#4,18
810787036,32
810866164,273
8109650,29
8113459,237
813812657,88
813947554#1,59
814007275,14
81414482,13
8149623,44
8149748#1,82
816236475#0,11
81631453,49
816324762#4,30
816324773#0,102
816324780,168
81639686,20
81641949#1,24
816978398#1,54
816978399,20
816978411,31
8170932#0,29
817288930,7
817288932,5
817288938,26
817288987#1,29
820786217,129
820786218#1,45
820786219#0,146
822066214#0,93
82212046#0,20
822834616#0,6
822834621#0,168
82286834#0,39
823947542#0,6
823947549,21
823947564#0,9
824127301#0,19
824274173#0,36
824274173#1,59
824274180#0,71
824496044,63
824500930,14
824512026#1,9
824542500,16
824574378,15
82467264#3,11
82469454,35
824712376#0,6
824819921#1,99
824819961,107
82533418#0,11
825463794#1,20
827455210,17
827930696,31
827931669,192
828146696,35
828363034,15
829223491,8
830595515,19
831372993#0,32
831372994#0,22
831660641#0,13
831660641#6,22
832017302#0,8
832662793,6
832662810#1,24
832662816,2
832662818#0,11
832691198#1,11
833602351,40
833631560#1,7
833648783#1,79
835135063,9
836498458#1,7
836498474#1,105
836498505,6
83674803#0,13
836953626#0,34
837147970,61
837147988,38
837200668,107
837200685,35
837368617#1,25
837553909,8
838147096,77
838509358,22
838509360,200
838728032#0,16
838728032#1,15
838809375,6
838809410#0,25
839025947,8
839025967,67
83917720,23
839916332,69
839916334,26
839964188,12
840401539,18
840566794#0,16
840566796,5
840593691,10
840657762,261
840875333#1,14
840875334,6
840875347,26
840977509,6
840977569,11
84121757#0,259
84217784,183
844527457#0,8
844539445,12
844547294,63
844639679#1,69
844639684,4
844639711#2,57
844730340,12
845476765#1,2
846724601,6
846724605,17
846732249#2,488
846732253,17
84683831,7
847103786,21
84793972#0,22
84799533,13
848119939,53
849540329,4
849540404,47
849571579#0,10
850002037#1,58
850350919#0,62
8508897,4
85127872#0,4
85127875,14
851288359,17
85129346#2,22
85129365#0,72
85129365#10,66
851979949#1,23
851979949#2,35
852542870,4
85255869#0,15
85278289#0,29
852787061#1,5
853231950#0,42
853231954,3
853231956#2,221
85327967#0,11
85327967#1,17
854698640,33
854964290,57
856043395#0,11
856152389#0,3
85637556#0,29
85637556#1,4
856907669,8
857133862,23
857323380,13
857752725#0,6
858527788#1,5
85900650#0,249
85900652#2,17
860151161#0,44
860227378#0,12
860787064,192
861068542,2
86112092,7
86144416#1,25
862146121#0,220
862863162,55
862875717#0,318
862875718,11
863012363,37
863012366,5
863348518,14
863348519,12
863543057#0,94
863913947,18
865069696,6
865069698,9
865203218,72
86571257#13,4
86571257#9,18
8658090#1,20
865948246#0,242
866088236#1,66
867198933,49
867737777#1,11
868066961#0,33
868066965,414
868066967#0,22
868066968#1,45
868066972#1,14
868079699#0,328
868114085,8
868323229#0,42
868323232#1,86
868347095,9
868401254,129
869018132#0,7
869031643#1,112
870399661#0,3
870399664#0,12
870659483#2,5
871645646#1,17
873593127,9
874079009,915
8752808#1,10
875796572#2,106
875929570#0,31
87687993#0,139
87719965#0,5
8778859,11
87792612,15
87792616#0,59
877999574#3,67
878010569#0,1
878051038,169
878343305#0,8
8784064#0,4
8784064#1,23
8784958,19
8784961,150
878567533,36
8788065,358
879934693,12
879970994#1,19
880516379,22
881155243,62
881263167,2
881505252#2,16
881575686,151
881601534,59
884193134#0,50
884193134#1,19
884193134#4,20
884241051#0,29
88479050#0,51
885200385,42
886496549,15
8873639,29
8873640,13
8873656#0,26
887515382,9
887637452#1,23
887919961#1,5
887919962#3,18
8886177#0,28
889020837,12
889199566#0,10
890911539,28
890925926#2,167
891218723,157
891225245,9
8913248,58
892180284#2,37
894522491,343
894522494#1,125
894522495,117
894522496,14
894555004,192
894661677#1,464
895225063#0,240
895233239#0,66
895233242#0,60
895233247#0,11
895285900,21
896955898,21
897699920,32
89863912,10
899092567,38
899200911,17
899200913,26
899228280#1,110
899241916#0,208
899241924,97
899411171,33
899413470,6
899508816,66
900014245#1,26
900528643#0,20
900636883#2,14
900783991#2,27
901108210,76
901165862,18
901165871#1,40
901165872#0,41
9027972#2,54
9029089#0,108
9029089#1,38
9029666#0,31
9031086#3,224
9031351#0,84
903153497#1,12
903153517#1,282
903602026#1,8
904637010,127
905628643,19
907494338,32
909222808#21,15
909222836,104
909333684,18
909497869,37
909825421,109
909979176,12
910062794#0,20
910439498#2,13
910548624#2,9
910784138,44
911884364#0,25
912265512#0,546
912472831#1,4
913337574,92
914442408#1,2
915515388,199
91643001#0,20
917745997,13
918354971,3
9188880#1,8
9188883,30
9188885#1,10
919084096,28
919976068,17
9227011,14
922804264,11
925546987,35
926104008,19
927465461#0,27
927465461#1,33
927876178#0,3
928836446#1,345
928836450#1,153
928836470,176
928854930,10
928854932,23
928976796#0,38
929287962,42
930349180,229
930703387#0,6
930862557,8
931709659,18
931904230#4,10
931998095,147
93203448#0,74
93221335,225
932662302,34
935471670,21
935471707,62
936211274#2,13
936211276#2,12
93628041,6
936545405#0,19
936571607#2,109
936867379,135
93704161#1,7
93704176#1,83
938252955,17
938252995#1,16
938321032,136
939163874,26
940248280#1,22
941900309,39
941900319#1,30
941966135#0,36
941966135#1,160
941966137#1,65
941966168#0,135
941966168#8,30
942605594#0,46
942605594#5,105
942885485#1,2
94517926#7,65
945223690#0,3
945743575,7
945775969,8
945954403,16
946004038,87
946005913,10
9475895,3
9475950,36
948037483,130
948399787#2,22
948452246#0,55
948456834#1,13
9485559#3,22
9485797#1,49
951429669,10
951750036,11
952126508#0,1
952967072#2,9
9534506#6,34
9536456#1,8
953725016#0,38
953725016#2,13
953725017#0,128
953844849,48
954502237,135
956015874#2,425
956034576,17
956487555#1,27
957017521,220
957024647#1,30
957147363,22
957845668,14
957845669,32
957879346,116
957892645#0,24
9578941,45
959025182,102
9591036,64
959125583#0,18
95928368#2,35
95928371#3,19
959615537,216
959637568,200
959814938,5
959902742#1,12
959902757,10
959902759#1,5
959902777#1,14
959902780,6
959931200,9
959931207,18
959944006,43
960770304#1,84
961185597#2,78
96132193,19
961480860#2,14
961540664#1,75
961540666,261
961719043#1,23
961816639#1,21
962655289#1,45
962783096#1,14
962783100#1,34
962936965,14
962936968,18
962936970,37
963165525,130
96346093,415
963841941#1,32
964171690,42
964171694#2,4
964171703#2,36
96418261#0,24
96418273#2,47
964321909,43
964321958#0,77
964321977,47
964321995,38
964322005,78
964618343,29
964869605#1,5
965983712#1,11
966016856,22
966158287,11
966483434,170
966568558,23
966767171,5
966802050,12
967044749,56
967248336,93
968090552#1,15
968257754#2,63
968257756#0,17
96837219#0,20
969248757#1,31
969882680,63
969987311#1,107
9703377,11
9703378,6
970792692#1,12
970802607#3,147
970998075#1,100
970998095#0,37
971064429,3
971199170#6,21
971199171#1,60
971199171#2,14
971199171#3,187
971297486#0,14
971321594,10
971342786#3,133
971342788#1,11
971617316,2
971869654,72
971893827#0,9
97199614,33
97206935#0,71
973578693,44
974528275,4
974568794#1,10
974592530,10
975216335#0,10
975241319,4
975396929#2,16
975396951#4,68
975440484,46
975447068#0,38
97592184,18
9764964,19
976828999,133
978312140#2,26
979807096,12
979807163,4
979879839#0,16
979949690#0,8
979949690#1,8
979949691,86
979949692,33
980133623#0,238
980136988#0,215
980461490#2,9
980710210,8
981316311,12
981316312,26
981316314#0,25
981958449,1
981973151,432
981973156#0,149
981973157,59
981973165,15
981989031,31
982221213,9
982387175,40
982889183,99
98340714#2,23
984020534,26
984020551#0,147
984020552,21
98410014#1,192
98410014#2,20
98410015#1,6
98410017,146
985049390,7
985049393,11
985055081,24
985468024,22
985468025,35
9859700,5
9861145#0,22
9861145#1,4
9861244#1,15
986957312#1,14
987110635,8
988492910#1,8
98860093#1,23
98889119#0,52
98891328,59
989197855,11
989328497,19
9897283#2,54
989743121#12,20
989743121#5,52
989744644#0,14
989744644#11,27
989744644#7,27
989761830#10,58
989761830#5,16
989774947#0,31
990437548,54
991685264,59
991985158,13
992064244,26
9922980,35
992566523,59
9932079#3,16
9932086,83
9932309,47
9933148#1,116
9933148#3,37
994863622,158
995640368#1,112
995659925#2,84
995843431,42
995913548,26
995913556,29
996075256#1,160
996093080#1,85
997866634,7
997867741,231
998258846,12
99854508#0,9
998661806,293
998767276#0,10
999443854,12
