id,onstreet_spots,offstreet_spots
-1024483197#1,22,NA
-1024494624,12,NA
-102486182,6,NA
-102486193#2,40,NA
-102486193#3,16,NA
-102486193#4,34,NA
-102486193#5,8,NA
-102486207,11,NA
-102486225#2,4,NA
-102486231#2,247,NA
-102486254#2,21,NA
-102486254#3,33,NA
-102486268,32,NA
-1025072174,14,NA
-102527800,22,NA
-1025418561,19,NA
-102544401#2,21,NA
-1025578613,22,NA
-1025815830,24,NA
-1025829026,28,NA
-10258782#0,10,NA
-10258782#1,26,NA
-10258813#0,9,NA
-10258813#1,23,NA
-10258834#0,67,NA
-10258834#1,17,NA
-10258856#2,8,NA
-10258856#3,33,NA
-10258856#4,51,NA
-10258894#0,28,NA
-10258894#1,16,NA
-10258894#2,19,NA
-10266792#0,18,NA
-10266792#1,40,NA
-10266792#2,35,NA
-10266792#3,10,NA
-10266792#4,2,NA
-1026692357#0,20,NA
-1026692357#1,5,NA
-1026692358#0,4,NA
-1026692358#1,12,NA
-1026692358#2,14,NA
-10271153,14,NA
-10271167,12,NA
-10271170#0,23,NA
-10271170#1,18,NA
-10271173#0,18,NA
-10271173#1,5,NA
-10271173#2,10,NA
-10271175,13,NA
-10272054#0,23,NA
-10272054#1,7,NA
-10272252,35,NA
-10272258#0,18,NA
-10272258#1,3,NA
-10272494#2,10,NA
-1027272080#0,15,NA
-1027272080#1,20,NA
-1027369495,23,NA
-1027369591#0,18,NA
-1027369591#1,18,NA
-10274921,13,NA
-10274922,39,NA
-1028143971#0,32,NA
-1028143972,36,NA
-1028166891,35,NA
-1028322718,6,NA
-1028397106,17,NA
-1028514997,30,NA
-1029292835,17,NA
-1029292836,16,NA
-1029410234#0,15,NA
-1029410234#1,35,NA
-1029435691,33,NA
-102947002,19,NA
-102947004,10,NA
-1029476202,13,NA
-103012039#0,19,NA
-103012039#1,13,NA
-103012039#2,9,NA
-103012041,15,NA
-103012044#0,24,NA
-103012044#1,17,NA
-103012045,43,NA
-103027592,24,NA
-1030283821,27,NA
-10303261,38,NA
-10303376#0,19,NA
-10303507,24,NA
-1030353363#0,27,NA
-10303731,14,NA
-10303737#0,8,NA
-10303737#1,8,NA
-10303802#0,14,NA
-10303802#1,3,102
-10303825,32,NA
-103051811,13,NA
-1030700873,6,NA
-10307191#0,17,NA
-10307191#1,52,NA
-10307242,59,NA
-10307320,37,NA
-10307356#0,24,NA
-10307356#1,39,NA
-10307356#2,36,NA
-1030874586,14,NA
-103096147#0,5,NA
-103096147#1,20,NA
-103096147#2,39,NA
-103136604#0,20,NA
-103136604#1,9,NA
-103136607#0,21,NA
-103136607#1,20,NA
-103136613,40,NA
-103141581#0,27,NA
-103141581#1,32,NA
-103141581#2,43,NA
-103141583#0,33,NA
-103141583#1,23,NA
-103141585#0,22,NA
-103141585#1,33,NA
-103141585#2,35,NA
-103141585#3,37,NA
-103141587#0,28,NA
-103141587#1,43,NA
-103141587#2,32,NA
-103141587#3,28,NA
-1031620951,8,NA
-1031838775,135,NA
-1031838776,48,NA
-1032351188,28,NA
-1032351189,10,NA
-1032351190,12,NA
-103258836,59,NA
-103273048,3,NA
-1032929971,34,NA
-1032929972,40,NA
-103293007#0,28,NA
-103293007#1,16,NA
-1032933943,22,NA
-1032933944,35,NA
-1032944854,15,NA
-1032944855,20,NA
-1032944856,19,NA
-1032944857,15,NA
-1032944858,20,NA
-1032944859,23,NA
-1032944860#0,17,NA
-1032944862,17,NA
-1032944863,43,NA
-103295134#0,25,NA
-103295134#3,27,NA
-1033686284,4,NA
-1033701644,24,NA
-1033705328,9,NA
-1033753814,34,NA
-103385574,24,NA
-103405406#0,17,NA
-103405406#1,12,NA
-103405406#2,13,NA
-103405406#5,22,NA
-103405409#0,39,NA
-103405409#1,44,NA
-103405409#2,24,NA
-103405409#3,27,NA
-103405409#4,40,NA
-103405410,51,NA
-103405413#0,39,NA
-103405413#1,22,NA
-103405413#2,25,NA
-103405415#0,52,NA
-103405415#1,14,NA
-103405415#2,20,NA
-103405417#0,48,NA
-103405417#1,14,NA
-103405419,21,NA
-103405421#0,32,NA
-103405421#3,43,NA
-103405422#0,27,NA
-103405422#1,18,NA
-103405422#2,16,NA
-103405422#3,17,NA
-103405422#4,21,NA
-103406017#0,51,NA
-103406017#1,35,NA
-103406018#0,21,NA
-103406018#1,17,NA
-103406018#2,16,NA
-103406018#3,18,NA
-103406018#4,7,NA
-103406018#5,14,NA
-1034179020,36,NA
-1034411954,26,NA
-103453514#0,62,NA
-103453514#1,9,NA
-103453514#2,12,NA
-103453514#3,8,NA
-103453514#4,12,NA
-103453514#5,14,NA
-103453524#1,49,NA
-1034738839#3,8,NA
-1034811168,38,NA
-103499522#0,23,NA
-103499522#1,30,NA
-103499522#2,50,NA
-103499523,23,NA
-103499527#0,11,NA
-103499527#1,35,NA
-103499527#2,5,NA
-103499527#3,22,NA
-103500282,25,NA
-103502694#0,9,NA
-103502694#1,18,NA
-103502696#0,36,NA
-103502696#1,21,NA
-103502696#2,18,NA
-103502696#3,20,NA
-103502696#4,34,NA
-103502697#0,40,NA
-103502697#1,19,NA
-103502697#2,41,NA
-103502697#3,55,NA
-1035033626,36,NA
-10355068,44,NA
-1035909461,34,NA
-1035909479#2,9,NA
-1035909479#5,26,NA
-1035909479#6,17,NA
-1035933677#1,5,NA
-1035946274,6,NA
-10360074,24,NA
-10360185,18,NA
-10360286#0,11,NA
-1036123062,35,NA
-1036179689,10,NA
-1036179690,10,NA
-103625182#0,22,NA
-103625182#1,6,NA
-103625182#2,7,NA
-1036269933,8,NA
-1036479135,3,NA
-1036479144,6,NA
-1036530810#0,22,NA
-1036530810#1,53,NA
-10365711,5,NA
-1036709243,10,NA
-1036709244,8,NA
-1036709245#0,26,NA
-1036709245#1,37,NA
-1036709246#0,1,NA
-1036709246#1,17,NA
-1037060788#2,27,NA
-1037060793#2,6,NA
-1037060805,7,NA
-1037376131,25,NA
-1037380049,31,NA
-1037399580#2,3,NA
-1037625692#0,40,NA
-1037625693,40,NA
-103764004,69,NA
-103764007,43,NA
-103765158,37,NA
-103765159,38,NA
-103766109,20,NA
-1037693685#0,44,NA
-1037693686#0,55,NA
-1037694028#0,22,NA
-1037710423,35,NA
-1037951875,20,NA
-103844041#4,27,NA
-103844045,63,NA
-103844052,25,NA
-103844054,26,NA
-1039414460,19,NA
-1039422507,75,NA
-1039425453#0,17,NA
-1039425453#1,15,NA
-1039425453#2,18,NA
-1039425453#3,15,NA
-1039425453#4,14,NA
-1039425453#5,14,NA
-1039459020#0,38,NA
-1039459020#1,18,NA
-1039459020#2,7,NA
-1039459374,22,NA
-1039463196,36,NA
-1039463851#2,34,NA
-1039582677#0,15,NA
-1039582677#1,10,NA
-1039584767,15,NA
-1039584769,16,NA
-1039584770#0,39,NA
-1039584770#1,26,NA
-1039584772,24,NA
-1039590533,26,NA
-1039671478,41,NA
-1039687723#2,6,NA
-1040343531,4,NA
-1040630268,39,NA
-1040630269,16,NA
-1040630552,23,NA
-1040724106,0,NA
-1040750487#0,22,NA
-1040750487#1,41,NA
-1040768633,3,NA
-1040827626,19,NA
-1040930906,6,NA
-1040930907,20,NA
-10410472#0,41,NA
-10410472#2,44,NA
-1041197742#0,15,NA
-1041197743#2,8,NA
-1041197919#0,19,NA
-1041406175#0,17,NA
-1041406175#1,16,NA
-1041406175#3,14,NA
-1041406175#4,24,NA
-1041406175#5,21,NA
-1041407825,14,NA
-1041407831,33,NA
-1041453418,29,NA
-1041502977#0,24,NA
-1041502977#1,14,NA
-1041502983#0,10,NA
-1041502984,19,NA
-10416383,87,19
-1041682043,23,NA
-1041685348,27,NA
-1041693599#0,255,NA
-1041970180,20,NA
-10422398,5,NA
-10422407#0,14,NA
-10422407#1,18,NA
-10422536#0,17,NA
-10422536#1,33,NA
-10422536#2,6,NA
-10422536#3,12,NA
-10422536#4,36,NA
-1042347015#1,7,NA
-1042400948,47,NA
-1042407361,57,NA
-1042450101,14,NA
-104251588,8,NA
-1042768910,2,NA
-1042821846,14,NA
-1042821847,7,NA
-1042963273#0,4,NA
-1042963273#1,15,NA
-1042963273#2,7,NA
-1043339104#0,10,NA
-1043339104#1,4,NA
-1043836179,65,NA
-1044264577,29,NA
-1044273222,27,NA
-1044406927#0,34,NA
-1044406927#1,21,NA
-1044598220,47,NA
-1044651348#0,29,NA
-1044651356,45,NA
-1044817756,11,NA
-1044818306#0,18,NA
-1044819397,38,NA
-1044820084,19,NA
-1044820360,6,NA
-1045086255,31,NA
-1045102859#0,12,NA
-1045102859#1,13,NA
-1045102859#2,23,NA
-1045107649,27,NA
-1045120847,14,NA
-1045348127,6,NA
-1045348128,3,NA
-1046231308,15,NA
-1046390082#0,17,NA
-1046390088,12,NA
-104652096#4,27,NA
-1046624012#0,33,NA
-1047401809,13,NA
-1047402016,39,NA
-1047402492,54,NA
-1047403425,39,NA
-1047403504,29,NA
-1047403587,12,NA
-1047404546,38,NA
-1047406310#0,41,NA
-1047406480,13,NA
-1047406853,17,NA
-1047407462,12,NA
-1047407765,9,NA
-1047408162,23,NA
-1047408487,18,NA
-1047410447,14,NA
-1047413160,8,NA
-1047417490,20,NA
-1047432177,29,NA
-1047544507,25,NA
-1047792599,81,NA
-1047836236,15,NA
-1047837352,26,NA
-1047837747#0,37,NA
-104819356,10,NA
-104864002#0,41,NA
-104864002#1,52,NA
-104864002#2,8,NA
-1049261179,31,NA
-1049301215#1,16,NA
-104946228#0,58,NA
-104946228#1,1,NA
-1049510952,24,NA
-1049524341#1,2,NA
-1049629915,2,NA
-104983992#0,15,NA
-104983992#1,14,NA
-1049857024#0,16,NA
-1049857025,19,NA
-1049867539,5,NA
-1049880340,7,NA
-1050051446#0,9,NA
-1050051446#1,10,NA
-1050179271,45,NA
-1050285523,22,NA
-1050300940#0,16,NA
-1050300940#1,9,NA
-1050300940#2,29,NA
-1050300942,43,NA
-1050315263,39,NA
-1050327115,30,NA
-1050331340#0,15,NA
-1050506107,11,NA
-1050506115,18,NA
-1050506145#0,37,NA
-1050506145#1,49,NA
-1050507012,37,NA
-1050508613,47,NA
-1050509375,41,NA
-1050516756,30,NA
-1050518022,34,NA
-1050523243,37,NA
-1050526168,12,NA
-1050526170,89,NA
-1050526172,3,NA
-1050528553#0,8,NA
-1050528553#1,33,NA
-1050528851,54,NA
-1050732470,39,NA
-1050732690#0,13,NA
-1050732690#2,15,NA
-1050733664,39,NA
-1050733757#0,18,NA
-1050733757#1,15,NA
-1050734394,25,NA
-1050736412,28,NA
-1050737336,13,NA
-1050737469,13,NA
-1050737605,13,NA
-1050922333#3,20,NA
-1051036183,1,NA
-1051328474#0,15,NA
-1051328474#1,6,NA
-105137684,4,NA
-1051566885,7,NA
-1051634661#0,19,NA
-1051634661#1,21,NA
-1051639963,41,NA
-1051639965,22,NA
-1051773065#0,15,NA
-1051773065#1,15,NA
-1051773065#2,14,NA
-1051773065#3,8,NA
-1051773065#4,2,NA
-1051807129#0,48,NA
-1051807129#1,7,NA
-1051812338#1,7,NA
-1051812339,64,NA
-1052012391,19,NA
-1052024921,17,NA
-1052041056,44,NA
-1052669149,45,NA
-1052669152,29,NA
-1052669153#3,38,NA
-1052675127,34,NA
-1052675176,56,NA
-1052675177#0,37,NA
-1052675227#4,40,NA
-1052675228,22,NA
-1052686870,15,NA
-1052698780,35,NA
-1052734946,8,NA
-1052735197#0,9,NA
-1052735197#1,10,NA
-1052739459#2,16,NA
-1052741257,14,NA
-1052744568,40,NA
-1052756577,20,NA
-1052756578,26,NA
-1052757284,26,NA
-1052758514#0,20,NA
-1052758514#1,9,NA
-1052758758,33,NA
-1052758759,25,NA
-1052832887,27,NA
-1052833075#0,10,NA
-1052833075#1,22,NA
-1052940882,48,NA
-1053026513,35,NA
-1053037342,21,NA
-1053037343,28,NA
-105352753,28,NA
-1053617188,18,NA
-1054376499,39,NA
-1054376581,32,NA
-105439318,13,NA
-105439319,12,NA
-1054672705,22,NA
-1054720881#0,40,NA
-1054720881#1,8,NA
-1054724817,4,NA
-1054727262,33,NA
-1054730129,39,NA
-1054748135,22,NA
-1054756408#2,44,NA
-1054783030,80,NA
-1054785298#4,56,NA
-1054785327,41,NA
-1054785328,23,NA
-1055036568#1,8,NA
-1055066079#1,9,NA
-1055066306,2,NA
-1055066599,23,NA
-1055067877,23,NA
-1055068872,11,NA
-1055071775,37,NA
-1055082621,13,NA
-1055082836,97,NA
-1055085509,52,11
-1055091062,30,NA
-1055105774,76,NA
-1055108562,30,NA
-1055112019,73,NA
-105518276,1,NA
-1055187500,15,NA
-1055187501,36,NA
-1055187502,57,NA
-1055187503,44,NA
-1055187505,40,NA
-1055187506,36,NA
-1055297757,73,NA
-1055331520,16,NA
-1055409898,24,NA
-1055413927,34,NA
-1055414262,20,NA
-1055457395#0,9,NA
-1055826583#1,41,NA
-1055826584,6,NA
-10559163#0,10,NA
-10559163#1,12,NA
-10559163#2,19,NA
-10559163#3,25,NA
-10559163#4,47,NA
-1056150857#1,10,NA
-1056194775,75,NA
-1056473038#0,17,NA
-1056473039,33,NA
-1056575293#2,8,NA
-1056594138#2,86,NA
-1056594666,37,NA
-1056607368,27,NA
-1056608587,17,NA
-1056610313,42,NA
-1056610628,5,NA
-1056611288,11,NA
-1056611594#0,13,NA
-1056611594#1,7,NA
-1056615867#0,28,NA
-1056615867#1,40,NA
-1056615867#4,28,NA
-1056617261#1,31,NA
-1056617371,32,NA
-1056629317,41,NA
-1056631475#0,49,NA
-1056633682,35,NA
-1056639653,25,NA
-1056642833,29,NA
-1056642838,37,NA
-1056642945,21,NA
-1056708081#2,19,NA
-1056708081#3,31,NA
-105679493#0,13,NA
-105679493#1,1,NA
-1056860834,11,NA
-1056860835,5,NA
-1056861518,22,NA
-1056862442,15,NA
-1057115019,29,NA
-1057131743,7,NA
-1057156828,18,NA
-1057188363#0,60,NA
-1057188363#1,3,NA
-1057194828#0,35,NA
-1057194828#1,7,NA
-105752357,11,NA
-1057548387,42,NA
-1057550513,8,NA
-1057554996,22,NA
-1057563421,31,NA
-1057576180#0,26,NA
-1057576180#1,36,NA
-1057578010,40,NA
-1057635874#0,54,NA
-1057636474,53,NA
-1057679496,24,NA
-1057705993,142,NA
-1057968592,18,NA
-1057986367,60,NA
-1057995229,18,NA
-1057996181,15,NA
-1057996323,16,NA
-1057999241,9,NA
-105802525#0,31,NA
-105802525#1,16,NA
-105807937,46,NA
-1058099019,24,NA
-1058153657,13,NA
-1058159952,41,NA
-1058161040,30,NA
-1058166479#0,7,NA
-1058166479#1,6,NA
-1058166480,12,NA
-1058166660,12,NA
-1058167403#0,7,NA
-1058167403#1,9,NA
-1058167403#2,10,NA
-1058167403#3,19,NA
-1058348992,67,NA
-1058367406,21,NA
-1058401882,14,NA
-1058531703#0,26,NA
-1058531703#1,22,NA
-1058531711#0,23,NA
-1058531711#1,25,NA
-1058531712,22,NA
-1058548817,13,NA
-10587014,19,NA
-1058942145,27,NA
-1059169451,4,NA
-10595852#0,17,NA
-10595852#1,23,NA
-1059672153,26,NA
-10597218,8,NA
-1059882120,9,NA
-1059903972,8,NA
-1060249512#0,41,NA
-1060407617#0,5,NA
-1060407617#1,5,NA
-1060572198,21,NA
-1060572199#3,7,NA
-106059890#0,15,NA
-106059890#1,15,NA
-1060659769#0,33,NA
-1060659769#1,19,NA
-1060659771,18,NA
-1061046681,23,NA
-1061047730,25,NA
-1061048318#0,14,NA
-1061048318#1,10,NA
-1061050794#0,7,NA
-1061056171,12,NA
-1061090989,26,NA
-1061554419,2,NA
-10616060,54,NA
-10616488,38,NA
-1061707859#2,37,NA
-1061889510,3,NA
-10620011#0,23,NA
-10620011#1,1,NA
-10620102#0,18,NA
-10620102#1,15,NA
-10620102#2,38,NA
-1062320253,9,NA
-1062321724,21,NA
-1062321805,15,NA
-1062322122#0,5,NA
-1062322122#1,14,NA
-1062322134,5,NA
-1062324254,14,NA
-1062328852,31,NA
-1062328861,3,NA
-106248900#0,33,NA
-106248900#1,17,NA
-106248900#2,5,NA
-106248900#3,24,NA
-106248905,10,NA
-106248910,17,NA
-106248928,15,NA
-106248936,24,NA
-106248943#0,10,NA
-106248943#1,11,NA
-106248943#2,7,NA
-106248943#3,21,NA
-106248943#4,20,NA
-106248943#5,6,NA
-106248943#6,14,NA
-1062556377,19,NA
-1062591002,17,NA
-1062653496,15,NA
-1063577504,18,NA
-106368290,57,NA
-1063689657#0,20,NA
-1064521714,42,NA
-1064532175,38,NA
-1064540014,15,NA
-1064540503,13,NA
-1064541351,35,NA
-1064541361,22,NA
-1064541842,17,NA
-1064541891,7,NA
-1064543474,36,NA
-1064555041,39,NA
-106471823,9,NA
-1064806466,3,NA
-1064806684,29,NA
-1064810458,30,NA
-1064812115,44,NA
-1064814610,16,NA
-1064817514,14,NA
-1065257115#0,2,NA
-1065257115#1,5,NA
-1065325932,39,NA
-1065325933#0,19,NA
-1065325933#1,11,NA
-1065325933#2,7,NA
-1065693887,9,NA
-1065786257,7,NA
-1066094839,3,NA
-1066145329,51,NA
-1066219245#0,18,NA
-106652862,32,NA
-106655153,16,NA
-106655154,25,NA
-1066895444,46,NA
-1066897495#2,20,NA
-10671504,67,NA
-1067174964,23,NA
-1067296925,59,NA
-1067724388,25,2
-106796067,24,NA
-1067984548,34,NA
-1068028456,28,NA
-106819379,35,NA
-106820463,32,NA
-106820465,3,NA
-10687028,24,12
-106874355#0,35,NA
-106874355#1,14,NA
-106874355#2,12,NA
-1068973854#2,7,NA
-1069199329,32,NA
-1069691169#0,25,NA
-1069694598,7,NA
-1069694599,4,NA
-1069710032,18,NA
-1069710034,7,NA
-1069710035,17,NA
-10699605,9,NA
-1070246576,3,NA
-1070284535,39,NA
-1070284538,84,NA
-1071019417,20,NA
-1071211391,15,NA
-1071211392,30,NA
-1071236597#0,15,NA
-1071236597#1,15,NA
-1071236598,17,NA
-1071291899#0,20,NA
-107178760,22,NA
-107178761,24,NA
-1071807788,32,NA
-1071807789,44,NA
-1071807794,22,NA
-1071954561,34,NA
-1071968533,39,NA
-1072169591,20,NA
-1072185417,18,NA
-1072185418#1,3,NA
-107220380#0,8,NA
-107220380#1,12,NA
-1072230363#0,25,NA
-1072255238#0,2,NA
-1072269112,15,NA
-1072269115,31,NA
-1072269116#0,13,NA
-1072290002#0,19,NA
-1072290002#1,15,NA
-1072290002#2,1,NA
-1072433531,25,NA
-1072450144#0,39,NA
-1072450144#1,4,NA
-1072450145,36,NA
-1072450151,13,NA
-1072645816,42,NA
-1072647749#2,32,NA
-1072662717,56,NA
-1072685941,10,NA
-10737928,5,NA
-10738654#1,31,NA
-10739025,11,NA
-1074096510#0,14,NA
-1074096515#0,9,NA
-10741525#0,26,NA
-10741525#1,37,NA
-10741525#2,22,NA
-10741525#3,7,NA
-10741525#4,43,NA
-10741697,21,NA
-10742228#0,28,NA
-10742228#1,33,NA
-10742320#0,23,NA
-10742320#1,29,NA
-10742320#2,33,NA
-10742320#3,21,NA
-10742555,3,NA
-1074286970#0,8,NA
-1074286970#2,4,NA
-10742918,1,NA
-1074551828,20,NA
-1074806547,19,NA
-1074806548,16,NA
-1074878520,28,NA
-10749073,25,NA
-10749417,12,NA
-10749447,15,NA
-10749483,4,NA
-10749740#0,17,NA
-10749740#1,25,NA
-10750000,2,NA
-107541817#0,24,NA
-107541817#1,8,NA
-107541817#2,27,NA
-107541819,14,NA
-107541821#0,13,NA
-107541821#3,17,NA
-10754955,14,NA
-10754963,13,NA
-1075528615,66,NA
-1075657398,9,NA
-1075717833#0,12,NA
-1075717833#1,17,NA
-1076055688#0,18,50
-1076055688#1,29,NA
-1076056354,52,14
-1076440024,3,NA
-1076440026,17,NA
-1076446010,2,NA
-1076446011,3,NA
-1076497021,38,NA
-107667977,16,NA
-107668000,25,NA
-107668002,13,NA
-107668003,19,NA
-107668006,17,NA
-107668008,26,NA
-107668024,21,NA
-1076974107,38,NA
-1077054093,27,NA
-1077057451,23,NA
-1077113256#0,9,NA
-1077113256#1,5,NA
-1077129180#1,22,NA
-1077138427,31,NA
-10774085#0,18,NA
-10774085#1,35,NA
-10774107#0,10,NA
-10774107#1,13,NA
-1077412335,62,NA
-1077415998,33,NA
-1077416545,33,NA
-1077416573,20,NA
-1077417723,12,NA
-1077419114,37,NA
-1077420642,38,NA
-1077421156#0,20,NA
-1077421156#1,20,NA
-1077421157,21,NA
-1077424649,14,NA
-1077425122,31,NA
-1077428691#0,32,NA
-1077428691#1,21,NA
-1077430474,9,NA
-10774519,55,NA
-10774600,13,NA
-10774679#0,10,NA
-10774679#1,11,NA
-107747046,45,NA
-107747049#0,24,NA
-107747049#1,17,NA
-107747049#2,16,NA
-107747049#3,17,NA
-107747049#4,24,NA
-10774708#0,10,NA
-10774708#1,13,NA
-10774833#0,10,NA
-10774833#1,8,NA
-10774833#2,15,NA
-10774938,10,NA
-1077498911#0,49,NA
-1077498911#1,26,NA
-1077498912#0,19,NA
-1077498912#1,21,NA
-1077498913,78,NA
-10775108#0,25,NA
-10775108#1,33,NA
-10775108#2,15,NA
-10775108#3,3,NA
-1077516457#0,17,NA
-1077516457#1,17,NA
-10776287,16,NA
-10776579#0,38,NA
-10776612#0,36,NA
-10776612#1,38,NA
-10776612#2,10,NA
-10776667,18,NA
-10776740#0,16,NA
-10776740#1,27,NA
-10776740#2,18,NA
-10776740#3,45,NA
-1077777593#0,10,NA
-10778334,43,NA
-10778576#0,25,NA
-10778576#1,7,NA
-10778716#0,16,NA
-10778716#1,20,NA
-10778759,12,NA
-10780525#0,26,NA
-10780525#1,14,NA
-10780543,24,NA
-10781132#0,8,NA
-10781132#1,17,NA
-10781132#2,17,NA
-10781132#3,17,NA
-10781168#0,7,NA
-1078174626,25,NA
-107854355,33,NA
-1078796154,14,NA
-1078864704,6,NA
-1078972931#2,34,NA
-1078979367,14,NA
-1078979369,21,NA
-1078983100,27,NA
-1078983582#5,22,NA
-1078983583#2,51,NA
-1079054090,20,NA
-1079127211,30,NA
-1079225407,56,NA
-1079225942#0,10,NA
-1079227983,33,NA
-1079228564,35,NA
-1079228635,21,NA
-1079233694,13,NA
-1079233854#0,42,NA
-1079233854#1,18,NA
-1079234005,21,NA
-1079234339,19,NA
-1079234429,25,NA
-1079234430,64,NA
-1079234453#0,5,NA
-1079234453#1,17,NA
-1079234592,34,NA
-1079234606,28,NA
-1079234970#0,14,NA
-1079234970#1,28,NA
-1079235297#2,11,NA
-1079236617#0,16,NA
-1079236617#1,30,NA
-1079247911,20,NA
-1079248042,100,NA
-1079249169,16,NA
-1079249458#0,15,NA
-1079249458#1,10,NA
-1079386620#2,28,NA
-1079399627,22,NA
-1079413946,40,NA
-1079440909#2,47,NA
-1079442886,13,NA
-1079491755,20,NA
-1079491985#0,21,NA
-1079492735,12,NA
-1079493068,72,NA
-1079493418#0,11,NA
-1079493538#0,5,NA
-1079493538#1,14,NA
-1079493538#2,9,NA
-1079559743#0,18,NA
-1079661312,3,NA
-1079709072,51,NA
