id,onstreet_spots,offstreet_spots
-4535458#13,18,NA
-4535458#2,17,NA
-4535458#6,17,NA
-4535459#0,23,NA
-4535459#1,37,NA
-4535461#0,25,NA
-4535461#1,19,NA
-4535461#2,12,NA
-4535463,31,NA
-45359278,109,NA
-4536810,14,NA
-4536846,31,NA
-4536910#0,15,NA
-4536910#1,15,NA
-4536910#2,39,NA
-4536911#0,20,NA
-4536911#1,17,NA
-4536912#0,21,NA
-4536912#1,18,NA
-4536912#2,15,NA
-4536912#3,17,NA
-4536962#1,12,NA
-4536962#2,10,NA
-4536962#3,11,NA
-4536962#4,10,NA
-4536962#5,9,NA
-4536962#6,9,NA
-4536962#7,14,NA
-4537080#0,34,NA
-4537080#1,44,NA
-4537082#0,33,NA
-4537082#3,38,NA
-4537083#0,33,NA
-4537083#1,35,NA
-4537084#0,32,NA
-4537084#1,32,NA
-4537203#0,30,NA
-4537203#1,27,NA
-4537205,18,NA
-4537258,48,NA
-4537260,19,NA
-4537262,20,NA
-4537263,20,NA
-4537429,24,NA
-4538710#0,21,NA
-4538710#1,19,NA
-4538711#0,20,NA
-4538711#1,20,NA
-4538712,14,NA
-45393333,26,NA
-4539461#0,39,NA
-4539466,26,NA
-4540032,22,NA
-4540033,19,NA
-45400723,20,NA
-45400724,21,NA
-45401803,36,NA
-4540244,17,NA
-4540247,7,NA
-4540279,40,NA
-4540281,46,NA
-4540284#0,36,NA
-4540284#1,31,NA
-4540285#0,57,NA
-4540285#1,42,NA
-4540285#2,41,NA
-4540286#1,62,NA
-4540286#2,42,NA
-4540287,30,NA
-4540288,23,NA
-4540291#0,55,NA
-4540291#1,41,NA
-4540291#2,28,NA
-4540297#0,34,NA
-4540297#1,68,NA
-454034985,31,NA
-4540511,44,NA
-4541039#0,23,NA
-4541039#2,22,NA
-454285423,38,NA
-4543405#0,26,NA
-4543405#1,30,NA
-4543406,56,NA
-4543407,31,NA
-4543441#0,41,NA
-4543441#1,23,NA
-4543567,33,NA
-4543569,11,NA
-4543571,22,NA
-4543574,22,NA
-4543953,1,NA
-4543954#2,19,NA
-4545266,60,NA
-4545422#0,15,NA
-4545422#1,11,NA
-4545423,4,NA
-4545424,11,NA
-4546291,21,NA
-4549817,15,NA
-4549835,27,NA
-4550296#0,19,NA
-4550296#1,13,NA
-4550345,16,NA
-455152281,6,NA
-4553959#2,9,NA
-4553960,37,6
-4555096,6,NA
-4555097#2,33,NA
-4555098#0,21,NA
-4555098#1,21,NA
-4555099#0,10,NA
-4555101,20,NA
-4555236,10,NA
-4555237#1,3,NA
-4555237#6,54,NA
-4555279#0,17,NA
-4555279#1,5,NA
-4555279#2,14,NA
-4555279#3,39,NA
-4555279#4,23,NA
-4555279#5,51,NA
-4556841,41,NA
-4556844,42,NA
-4556847#0,12,NA
-4557339#0,28,NA
-4557339#1,23,NA
-4557339#3,49,NA
-4557341,9,NA
-4557344#0,35,NA
-4557344#2,21,NA
-455757967#0,14,NA
-455757967#1,14,NA
-455953261#0,23,NA
-456011275,6,NA
-456120220,22,NA
-45660302,23,NA
-4566442,19,NA
-456662392#1,20,NA
-4566706#0,18,NA
-4566706#1,20,NA
-4570556#0,38,NA
-4570556#1,30,NA
-4570557,47,NA
-4570564#0,40,NA
-4570564#1,18,NA
-4570568#1,13,NA
-4570568#2,13,NA
-4570578#0,14,NA
-4570578#1,23,NA
-4570580,66,NA
-4571040,26,NA
-4571081,25,NA
-4571082,27,NA
-4571107#2,11,NA
-4571107#3,5,NA
-4574161,6,NA
-4575437#0,28,NA
-4575437#1,29,NA
-4575462,23,NA
-4575464#0,24,NA
-4575464#1,22,NA
-4575464#2,19,NA
-4575470,43,NA
-4575471#0,32,NA
-4575471#1,31,NA
-4575473#2,16,NA
-4575473#3,8,NA
-4575473#4,9,NA
-4575720,9,NA
-4579366,15,NA
-4579681#0,11,NA
-4579681#1,11,NA
-4579681#2,11,NA
-4579681#3,12,NA
-4579681#4,14,NA
-4579681#5,14,NA
-4579681#6,14,NA
-4579681#7,14,NA
-4579682#0,10,NA
-4579682#2,8,NA
-4579682#3,8,NA
-4579682#5,12,NA
-4579685#2,9,NA
-4579685#3,14,NA
-4579686,32,NA
-4579687,33,NA
-4579688,33,NA
-4579689,29,NA
-4579690,29,NA
-4579691,30,NA
-4579692,31,NA
-4579693,49,NA
-4579694,9,NA
-4579696,31,NA
-4579697#0,58,NA
-4579697#1,30,NA
-4579698#0,24,NA
-4579698#1,34,NA
-4579699,24,NA
-4579702,36,NA
-4579703,36,NA
-4579704,26,NA
-4579705#0,22,NA
-4579705#1,21,NA
-4579956#0,25,NA
-4579956#1,13,NA
-4579956#4,30,NA
-4581765#0,42,16
-4581766#0,43,20
-4581766#1,24,NA
-4581767#0,21,NA
-4581767#1,21,NA
-4581767#2,17,NA
-4581768,38,NA
-4581773#0,22,NA
-4581773#2,22,NA
-4581775,60,NA
-4581776#0,26,NA
-4581776#2,31,NA
-4581776#3,4,NA
-4581776#4,33,NA
-4581778#2,29,NA
-4581778#3,26,NA
-4581779#0,39,NA
-4581779#1,40,NA
-4581779#2,16,NA
-4581779#3,13,NA
-4581780#2,36,NA
-4581781#0,9,NA
-4581781#1,20,NA
-4581781#2,22,NA
-4581781#5,22,NA
-4581781#8,29,NA
-4581782#0,15,NA
-4581782#1,20,NA
-4581784#0,31,NA
-4581784#1,13,NA
-4581785,31,NA
-4581787,44,NA
-4581845#2,19,NA
-4581847#0,25,NA
-4581847#1,11,NA
-4581847#2,10,NA
-4581847#3,12,NA
-4581847#4,5,NA
-4581847#5,17,NA
-4581848,38,NA
-4581849#0,8,NA
-4581849#1,15,NA
-4581849#2,15,NA
-4581849#3,9,NA
-4581880#0,6,NA
-4581880#1,15,NA
-4581880#2,14,NA
-4581880#3,10,NA
-4581885,14,NA
-4581886#0,12,NA
-4581886#1,6,NA
-4581886#2,11,NA
-4581886#3,11,NA
-4581886#4,11,NA
-4581886#5,11,NA
-4581886#6,6,NA
-4581886#7,5,NA
-4581886#8,13,NA
-4581887,24,NA
-4581890,9,NA
-4581910,9,NA
-4581911,17,NA
-4581933#2,25,NA
-4581964#0,14,NA
-4581964#1,14,NA
-4581964#2,17,NA
-4581965#0,21,NA
-4581965#1,17,NA
-4581965#2,24,NA
-4581966#0,19,NA
-4581966#1,32,NA
-4581966#2,29,NA
-4581966#3,18,NA
-4581967#0,5,NA
-4581967#1,24,NA
-4581967#2,19,NA
-4581968#0,27,NA
-4581968#1,26,NA
-4582011,17,NA
-4582013#0,40,NA
-4582013#1,43,8
-4582013#2,21,NA
-4582014#0,27,NA
-4582014#1,14,NA
-4582015,27,NA
-4582016,27,NA
-4582018#0,16,NA
-4582018#1,14,NA
-4582018#2,12,NA
-4582019#0,6,NA
-4582019#1,12,NA
-4582019#2,26,NA
-4582020#0,31,NA
-4582021#0,26,NA
-4582021#1,26,NA
-4582198,20,NA
-4582199#0,16,NA
-4582199#1,13,NA
-4582199#2,16,NA
-4582200#0,7,NA
-4582200#1,14,NA
-4582200#2,18,NA
-4582200#3,14,NA
-4582200#4,13,NA
-4582200#5,18,NA
-4582201,16,NA
-4582202,17,NA
-4582203#0,8,NA
-4582203#1,17,NA
-4582204,18,NA
-4583113#0,19,NA
-4583113#2,31,12
-4583113#3,23,NA
-4583121,19,NA
-4583124#0,16,NA
-4583124#1,14,NA
-4583362,28,NA
-4583363,26,NA
-4583366#0,26,NA
-4583366#1,24,NA
-4583371#0,30,NA
-4583371#1,29,NA
-4583371#2,13,NA
-4583371#3,20,NA
-4583373#0,26,NA
-4583373#1,24,NA
-4583375#0,18,NA
-4583375#1,22,NA
-4583375#2,21,NA
-4583380,16,NA
-4583383#0,10,NA
-4583383#1,12,NA
-4583385#0,45,NA
-4583385#1,21,NA
-4583385#2,20,NA
-4583385#3,16,NA
-4583385#4,16,NA
-4583388,23,NA
-4583392,16,NA
-4583401,45,NA
-458350632,15,NA
-458420167#0,25,NA
-4585081#0,20,NA
-4585081#1,16,NA
-4585081#2,21,NA
-4585082#0,47,NA
-4585082#1,11,NA
-4585082#2,36,NA
-4585090#0,16,NA
-4585090#1,15,NA
-4585090#2,30,NA
-4585091,13,NA
-4585092#0,26,NA
-4585092#1,27,NA
-4585092#2,16,NA
-4585093,8,NA
-4585094#0,13,NA
-4585094#1,14,NA
-4586175,36,NA
-4586176,29,NA
-4586177,23,NA
-4586178,23,NA
-4586179,23,NA
-4586180,33,NA
-4586182,61,NA
-4586183,13,NA
-4586185,40,NA
-4586192,18,NA
-4586193,15,NA
-4586214,30,21
-45869051#0,15,NA
-45869051#1,17,NA
-45869051#2,15,NA
-4587921#0,25,NA
-4587921#1,37,NA
-4588063,16,NA
-4588068,14,NA
-4588071,20,NA
-4588072,20,NA
-4588073,19,NA
-4588074,20,NA
-4588075#0,19,NA
-4588075#1,20,NA
-4588075#2,18,NA
-4588078,19,NA
-4588079#0,30,NA
-4588079#1,65,NA
-458821469,20,NA
-4588215,59,NA
-4588219,42,NA
-4588222,42,NA
-4588775,21,NA
-4588776,19,NA
-4588777,15,NA
-4588778,10,NA
-4588799#0,6,NA
-4588799#1,9,NA
-4588799#2,9,NA
-4588800#0,43,NA
-4588801#2,29,NA
-4588805#0,15,NA
-4588805#1,21,NA
-4588824,21,NA
-4588870#0,18,NA
-4588870#1,38,NA
-4588870#2,19,NA
-4588870#3,15,NA
-4588873,22,NA
-458915614,36,NA
-458953719,19,NA
-45904914#0,26,NA
-45904914#1,29,NA
-45904914#2,6,NA
-45904914#4,4,NA
-45904921,18,NA
-45904959#0,20,NA
-45904959#1,21,NA
-4592177,35,NA
-4592212,26,NA
-459221240,10,NA
-4592213,4,NA
-4592335,6,NA
-4592448#0,21,NA
-4592448#2,6,NA
-4592725,52,NA
-4592757#0,8,NA
-4592757#1,12,NA
-459346125#0,17,NA
-459346125#1,23,NA
-459346126,15,NA
-4594026#0,46,NA
-4594026#3,24,NA
-4594086#2,31,NA
-4594102,51,NA
-4594129,22,NA
-4594143,31,NA
-4594783#0,7,NA
-4594783#1,42,NA
-4595083,27,NA
-4596963#2,36,NA
-4596983,36,NA
-4596984,20,NA
-4596990,53,NA
-4596998,18,NA
-4597000,33,NA
-4597028#1,15,NA
-4597029,57,NA
-4597039#0,35,NA
-4597039#1,39,NA
-4597039#2,50,NA
-4597055,30,NA
-4597199,8,NA
-4597202,46,NA
-4597205,31,NA
-4597206,47,NA
-4597252,42,NA
-4597254,44,NA
-4597322,53,NA
-4597324#0,28,NA
-4597324#1,11,NA
-4597324#2,21,NA
-4597325,31,NA
-4597326,16,NA
-4597334,48,NA
-4597335#0,13,NA
-4597335#1,14,NA
-4597336,17,NA
-4597351#0,12,NA
-4597351#1,20,NA
-4597360,46,NA
-4597361,34,NA
-4597379#2,59,NA
-4597403,33,NA
-4597404#0,33,NA
-4597404#1,32,NA
-4597421,18,NA
-4597422#0,15,NA
-4597422#1,13,NA
-4597426#0,15,NA
-4597426#2,21,NA
-4598265,13,NA
-4598267,23,NA
-4598277#0,11,NA
-4598277#1,10,NA
-459832663,27,NA
-4600067,19,NA
-4600068,11,NA
-4600069,52,NA
-4600233#0,15,NA
-4600250,7,NA
-4601666#0,17,NA
-4601666#1,14,NA
-4601666#2,33,NA
-460189449,7,NA
-460206984#2,8,NA
-4603194,38,NA
-4603196#0,53,NA
-4603196#1,18,NA
-4603196#2,26,NA
-4603200#0,21,NA
-4603200#1,18,NA
-4603230,38,NA
-4603231,35,NA
-4603232,33,NA
-4603233,32,NA
-4603264,29,NA
-4603265,34,NA
-4603268,19,NA
-4603311#0,16,NA
-4603313,50,NA
-4603348#0,6,NA
-4603348#1,22,NA
-4603350,31,NA
-4603352,18,NA
-4603354#0,16,NA
-4603354#1,14,NA
-4603354#2,14,NA
-4603355,18,NA
-4603356,18,NA
-4603359,37,NA
-4603390#0,36,NA
-4603390#1,50,NA
-4603408,48,NA
-4603414#2,71,NA
-4603456#2,24,NA
-4603463#3,36,4
-4603579#2,19,NA
-4603585,16,NA
-4603590,16,NA
-4603721#5,62,NA
-4604842#0,12,NA
-4604842#1,39,NA
-4604842#2,14,NA
-4604843#0,20,NA
-4604843#1,22,NA
-4604844#0,32,NA
-4604844#1,32,NA
-4604844#2,14,NA
-4604844#3,1,NA
-4604845#0,23,NA
-4604845#1,23,NA
-4604845#2,22,NA
-4604845#3,25,NA
-4604846,21,NA
-4604847,39,NA
-4604849,4,NA
-4604850,27,NA
-4604854#2,38,NA
-4604922,13,NA
-4604923,6,NA
-4605113#0,62,NA
-4605113#1,55,NA
-4605115#0,21,NA
-4605115#1,24,NA
-4605115#2,6,NA
-4605115#3,9,NA
-4605118#0,27,NA
-4605118#1,34,NA
-4605118#2,28,NA
-4605121,57,NA
-4605123#0,11,NA
-4605123#1,37,NA
-4605123#4,17,NA
-4605295#2,23,NA
-4605295#3,25,NA
-4605295#5,37,NA
-4605300#0,22,NA
-4605300#1,25,NA
-4605300#3,42,NA
-4606148,40,NA
-4606149,40,NA
-4606152#0,27,NA
-4606152#1,25,NA
-4606156#0,11,NA
-4606156#1,28,NA
-4606156#2,24,NA
-4606213#0,21,NA
-4606213#1,12,NA
-4606213#2,11,NA
-4606213#3,22,NA
-4606214,45,NA
-4606218#0,31,NA
-4606218#1,13,NA
-4606224,46,NA
-4606225,39,NA
-4606226#0,20,NA
-4606226#1,20,NA
-4606227,33,NA
-4606228,8,NA
-4606230#0,26,NA
-4606231,27,NA
-4606258,23,NA
-4606260#0,17,NA
-4606260#1,18,NA
-4606263#0,26,NA
-4606266#3,46,NA
-4606273,34,NA
-4606275#0,25,NA
-4606275#1,26,NA
-4606676,91,NA
-4606801,94,NA
-4606808,8,NA
-4607069#4,38,NA
-4607070#2,76,NA
-4607070#5,37,NA
-460743672,20,NA
-4609186#0,17,NA
-4609186#1,18,NA
-4609186#2,23,NA
-4609186#3,59,NA
-4609190,30,NA
-4609191,44,NA
-4609193,20,NA
-4609194,47,NA
-4609195,30,NA
-4609197,34,NA
-4609198#0,17,NA
-4609198#1,17,NA
-4609199#0,13,NA
-4609199#2,21,NA
-4609200,25,NA
-4609201,15,NA
-4609202,2,NA
-4609204#0,19,NA
-4609204#1,18,NA
-4609204#2,10,NA
-4609208,21,NA
-4609209#0,11,NA
-4609209#1,6,NA
-4609211#0,22,NA
-4609213#0,16,NA
-4609213#1,14,NA
-4609213#2,28,NA
-4609214,23,NA
-4609215#0,19,NA
-4609215#1,26,NA
-4609218#0,32,NA
-4609218#1,29,NA
-4609220#0,14,NA
-4609220#1,17,NA
-4609220#2,24,NA
-4609221#0,21,NA
-4609221#1,21,NA
-4609222,28,NA
-4609223#0,5,NA
-4609223#1,45,NA
-4609226,76,NA
-4609227#0,6,NA
-4609228,20,NA
-4609229,16,NA
-4609230#0,24,NA
-4609230#1,23,NA
-4609231#0,17,NA
-4609231#1,17,NA
-46096956#0,28,NA
-46096956#1,30,NA
-4610037#0,23,NA
-4610037#1,10,NA
-4610038#0,29,NA
-4610038#1,25,NA
-4610039,45,NA
-4610040,24,NA
-4610042#0,37,NA
-4610043#0,22,NA
-4610043#2,19,NA
-4610045,18,NA
-4610140#1,52,NA
-4610353,34,NA
-4610354,37,NA
-4610356,8,NA
-4610374,22,NA
-4610375,7,NA
-4610472#0,32,NA
-4610472#3,20,NA
-4610480,19,NA
-4610524,11,NA
-4610600,1,NA
-4610608,20,NA
-4610610#0,8,NA
-46108007,18,NA
-46115660,23,NA
-46115661,39,NA
-46115662#0,10,NA
-46115662#1,10,NA
-4611693#0,17,NA
-4611693#3,20,NA
-4611694,11,NA
-4611696#3,11,NA
-4611696#4,14,NA
-4611706,20,NA
-4611708,53,NA
-4611710,32,NA
-4611711,22,NA
-4611712,20,NA
-4611713#0,20,NA
-4611713#1,23,NA
-4611714#0,17,NA
-4611714#1,22,NA
-4611714#2,26,NA
-4611718#0,5,NA
-4611718#1,14,NA
-4611773,11,NA
-4611774,68,NA
-4611775#0,27,NA
-4611775#1,27,NA
-4611779,39,NA
-4611782,25,NA
-4611860#1,35,NA
-4611860#3,47,NA
-4611865,17,NA
-4611867#1,33,NA
-4611885,62,NA
-4611886,116,NA
-4611890,5,NA
-4611891,28,NA
-4611898,40,NA
-4611900,25,NA
-4611901#0,26,NA
-4611901#4,33,NA
-4611904#0,29,NA
-4611904#1,27,NA
-4611905#0,29,NA
-4611905#1,30,NA
-4611905#5,36,NA
-4611906#0,25,NA
-4611906#1,29,NA
-4611906#2,22,NA
-4611907#0,40,NA
-4611907#3,52,NA
-4611908,43,NA
-4612013,8,NA
-461215668,12,NA
-461235628#0,37,NA
-461235628#1,36,NA
-4612395,50,NA
-4612403#0,31,NA
-4612403#1,37,NA
-4612403#2,17,NA
-4612410#0,34,NA
-4612410#1,24,NA
-4612412,37,NA
-4612414#0,1,NA
-4612414#1,9,NA
-46124140,7,NA
-4612416,33,NA
-4612422,20,NA
-4612427,40,NA
-4612429,17,NA
-4612693,45,NA
-4612695#0,48,NA
-4612695#1,46,NA
-4612695#2,25,NA
-4612752#0,44,NA
-4612752#1,37,NA
-4612753,43,NA
-4612756#0,8,NA
-4612756#1,51,NA
-4612758#0,7,NA
-4612758#1,13,NA
-4612864,18,NA
-4612871,50,NA
-4612874,37,NA
-4612876,39,NA
-4612968,33,NA
-4612970,15,NA
-4612973,18,NA
-4612976,17,NA
-4613286#0,22,NA
-4613286#1,27,NA
-4613287,3,NA
-4613293,33,NA
-4613294#0,14,NA
-4613294#1,13,NA
-4613295#0,50,NA
-4613295#1,7,NA
-4613295#2,30,NA
-4613296,11,NA
-4613298,21,NA
-4613299#0,9,NA
-4613299#1,21,NA
-4613299#2,8,NA
-4613300#0,17,NA
-4613300#1,42,NA
-4613300#2,10,NA
-4613306,20,NA
-461331990,18,NA
-461373549#0,39,NA
-461373549#1,5,NA
-46138134#1,23,NA
-46138135,52,NA
-461452977#0,19,NA
-461452977#1,7,NA
-461452983#0,14,NA
-461452983#1,14,NA
-461452983#2,15,NA
-461452983#3,20,NA
-461452983#4,20,NA
-4614659,11,NA
-4615003,28,NA
-4615004#0,19,NA
-4615004#1,26,NA
-4615004#4,47,NA
-4615004#7,38,NA
-4615004#8,17,NA
-4615004#9,14,NA
-4615005,44,NA
-4615006#0,49,NA
-4615006#1,52,NA
-4615007#5,58,NA
-4615028,63,NA
-4615030#0,68,NA
-4615030#1,63,NA
-4615062#0,35,NA
-4615062#1,33,NA
-4615062#2,30,NA
-4615062#3,8,NA
-4615063#2,35,NA
-4615063#3,35,NA
-4615063#4,29,NA
-4615063#5,26,NA
-4615063#6,4,NA
-4615064#0,35,NA
-4615064#1,36,NA
-4615065#0,21,NA
-4615065#1,21,NA
-4615065#2,27,NA
-4615066#0,20,NA
-4615066#1,21,NA
-4615066#2,27,NA
-4615066#3,34,NA
-4615067,19,NA
-4615068,73,NA
-4615075,40,NA
-4615078,31,NA
-4615209,14,NA
-4615212#1,13,NA
-4615212#4,38,NA
-4615213,36,NA
-4615216#0,28,NA
-4615216#1,47,NA
-4615220,38,NA
-4615321#2,32,NA
-4615321#3,12,NA
-4615321#4,12,NA
-4615323#0,12,NA
-4615323#1,12,NA
-4615323#2,14,NA
-4615324#0,15,NA
-4615324#2,16,NA
-4615325#0,24,NA
-4615325#1,26,NA
-4615325#2,16,NA
-4615325#3,13,NA
-4615326,27,NA
-4615327#0,27,NA
-4615327#1,14,NA
-4615328#0,12,NA
-4615328#1,12,NA
-4615340,42,NA
-4615404,19,NA
-4615467,75,NA
-4615496,25,NA
-4615497#0,28,NA
-4615497#1,15,NA
-4615497#2,25,NA
-4615497#3,3,NA
-4615498,25,NA
-4615500#0,28,NA
-4615500#1,19,NA
-4615546#0,26,NA
-4615546#1,17,NA
-4615603,73,NA
-4615744,20,NA
-4615745#0,50,NA
-4615745#1,23,NA
-4615781,24,15
-4615782#0,10,NA
-4615782#1,7,NA
-4615783#0,21,NA
-4615783#1,16,NA
-4615784,50,NA
-4615989#2,32,NA
-4616166,16,NA
-4616167,20,NA
-4616170#0,25,NA
-4616170#1,17,NA
-4616172,9,NA
-4616173#1,4,NA
-4616175#0,28,NA
-4616175#1,18,NA
-4616176,22,NA
-4616182,18,NA
-4616184,27,NA
-4616187#0,26,NA
-4616187#1,35,NA
-4616192,44,NA
-4616196,33,NA
-4616224,17,NA
-4616226#0,17,NA
-4616226#1,3,NA
-4616227,19,NA
-4616229#0,8,NA
-4616229#1,10,NA
-4616230#0,14,NA
-4616230#1,24,NA
-4616231,38,NA
-4616242,17,NA
-4616248,21,NA
-4616249,24,NA
-4616320#0,7,NA
-4616320#1,69,NA
-4616321#1,19,NA
-4616329,24,NA
-4616567,36,NA
-4616569,22,NA
-4616570,30,NA
-4616575#0,10,NA
-4616575#1,45,NA
-4616576,47,NA
-4616577#0,30,NA
-4616577#1,20,NA
-4616595,48,NA
-4617308#0,27,NA
-4617308#1,21,NA
-4617319#0,19,NA
-4617319#1,16,NA
-4617320#0,21,NA
-4617320#1,18,NA
-4617320#2,14,NA
-4617322,29,NA
-4617323#0,27,NA
-4617323#1,16,NA
-4617323#2,19,NA
-4617324,29,NA
-461840244,44,NA
-4618705,68,NA
-4618707,27,NA
-4618708,18,NA
-4618775,26,NA
-4618777#2,46,NA
-4618779,47,NA
-4618782#0,37,NA
-4618782#1,43,NA
-4618785,33,NA
-4618814#0,20,NA
-4618814#1,33,NA
-4618816#0,29,NA
-4618816#1,20,NA
-4618822#1,31,NA
-4618825,24,NA
-4618828,23,NA
-4618829,3,NA
-461910881,6,NA
-461913502#0,7,NA
-461913502#1,14,NA
-4619358#0,23,NA
-4619358#1,33,NA
-4619890#0,15,NA
-4619890#1,20,NA
-4619890#2,12,NA
-4619891,35,NA
-462058951,16,NA
-4623426#0,19,NA
-4623428#0,19,NA
-4623429,36,NA
-4623430#0,20,NA
-4623430#1,20,NA
-4623432#0,26,NA
-4623432#1,18,NA
-4623433,20,NA
-4623435#0,25,NA
-4623435#1,73,NA
-4623436,8,NA
-462346349,41,NA
-462430824,43,NA
-462558804,47,10
-462727758,34,NA
-462852145#0,3,NA
-462852146,14,NA
-462852147,15,NA
-4631449,73,NA
-4631450#0,27,NA
-4631450#1,25,NA
-4631473,25,NA
-4631474,60,NA
-4631475,31,NA
-4631476#0,6,NA
-4631476#1,43,NA
-4631477,36,NA
-4631478,28,NA
-4631481,57,NA
-4631538,26,NA
-4631539,20,NA
-4631540#0,23,NA
-4631540#1,33,NA
-4631543,49,NA
-4631549,42,NA
-4631551#0,20,NA
-4631552,19,NA
-4631706#2,48,NA
-4631710,39,NA
-4631711,42,NA
-4631713,14,NA
-4631758,36,NA
-4631759#0,18,NA
-4631759#1,31,NA
-4631759#2,23,NA
-4631844#0,17,NA
-4631844#1,16,NA
-4631844#2,36,NA
-4631848,29,NA
-4631851,41,NA
-4631852,26,NA
-4631988#0,28,NA
-4631988#1,20,NA
-4631991#0,15,NA
-4631991#1,12,NA
-4631991#2,16,NA
-4631994,20,NA
-4631995,5,NA
-4632076,16,NA
-4632781#0,28,NA
-4632781#3,35,NA
-4632783,34,NA
-4632784#0,18,NA
-4632870,44,NA
-46348609,26,NA
-463503938#0,32,NA
-463503938#1,28,NA
-463503939,22,NA
-463700155#2,14,NA
-4637741#2,23,NA
-4637744,42,NA
-4637764#0,17,NA
-4637764#2,18,NA
-4637769,15,NA
-4637770,9,NA
-4637773,29,NA
-4637774#0,17,NA
-4637774#1,16,NA
-4637775#0,21,NA
-4637775#1,25,NA
-4637806#0,25,NA
-4637806#1,28,NA
-4637811#0,15,NA
-4637811#1,17,NA
-4637812,23,NA
-4637813,21,NA
-4637814,21,NA
-4637815#0,35,NA
-4637815#1,4,NA
-4637815#2,29,NA
-46378237,13,NA
-4637897,39,NA
-4637906,13,NA
-4637907,12,NA
-4637908,3,NA
-4637937#0,17,NA
-4637937#1,35,NA
-4637937#2,14,NA
-4637937#3,14,NA
-4637938,12,NA
-4637940#0,23,NA
-4637940#1,26,NA
-4637941,38,NA
-4637943,44,NA
-4637944,41,NA
-4637945,17,NA
-4637946#0,23,NA
-4637946#1,17,NA
-4637947#0,46,NA
-4637948,9,NA
-46379839,69,NA
-4638298,12,NA
-4638300,22,NA
-4638301#0,6,NA
-4638301#1,24,NA
-4638304,45,NA
-4638305,17,NA
-4638308#0,10,NA
-4638309,17,NA
-4638320#1,30,NA
-4638320#2,15,NA
-4638320#3,19,NA
-4638320#4,18,NA
-4638322,20,NA
-4638323#0,21,NA
-4638323#1,15,NA
-4638324,28,NA
-46387467,21,NA
-46387469,21,NA
-4638867,47,NA
-4638880,39,NA
-4639037,48,NA
-46439019,18,NA
-46442731,25,NA
-464446153,39,NA
-4645227#0,14,NA
-4645227#1,13,NA
-4645227#2,11,NA
-4645229,36,NA
-4645230,47,NA
-4645231,48,NA
-4645233,49,NA
-4645234#0,44,NA
-4645234#1,52,NA
-4645235#0,6,NA
-4645235#1,28,NA
-4645235#4,21,NA
-4645236,49,NA
-4645238,16,NA
-4645562#0,54,NA
-4645562#1,46,NA
-4645562#3,19,NA
-4645562#4,21,NA
-4645566#0,35,NA
-4645566#1,10,NA
-464609370,4,NA
-46491323,29,NA
-46491896#0,7,NA
-46491896#1,14,NA
-46491896#2,14,NA
-46491897#0,9,NA
-46491897#1,28,NA
-46491897#2,17,NA
-46491899,23,NA
-46491900,29,NA
-46491902#0,16,NA
-46510898,14,NA
-4653642#0,42,NA
-4653642#1,32,NA
-465373890,9,NA
-465382944#1,8,NA
-465398528,9,NA
-465398529#2,7,NA
-465418100#0,25,NA
-465418100#1,3,NA
-465418104#3,40,NA
-465724298,4,NA
-465837759,6,NA
-465837760,5,NA
-465860959,22,75
-465970792#0,49,NA
-465970794,56,NA
-466157975,15,NA
-466157976,5,NA
-4662736#2,19,NA
-4662739,37,NA
-4663104#0,29,NA
-4663104#2,16,NA
-4663104#3,18,NA
-4663104#4,22,NA
-4663104#6,26,NA
-4663104#8,22,NA
-466318949,33,NA
-466333680,21,NA
-4663337#3,17,NA
-4663337#4,55,NA
-4663337#5,13,NA
-4663337#6,34,NA
-4663375,33,NA
-466425810,11,NA
-466425811,9,NA
-466652717,12,NA
-466652718#0,1,NA
-466652718#1,9,NA
-46672257,9,NA
-46672258,9,NA
-466891841#1,35,NA
-467222187,6,NA
-4674383,55,NA
-4674384,17,NA
-4674699#0,17,NA
-4674699#1,53,NA
-4674699#2,16,NA
-4674701,62,NA
-4674702,21,NA
-4674809#0,45,NA
-4674809#1,37,NA
-4674809#2,16,NA
-4674809#4,14,NA
-4674809#5,36,NA
-4674809#6,45,NA
-4674809#7,29,NA
-4674809#8,65,NA
-4674809#9,41,NA
-4674811,101,NA
-4674812,20,NA
-4674816#0,173,NA
-4674817,21,NA
-4675017#0,23,NA
-4675017#1,26,NA
-4675068#0,26,3
-4675068#1,3,NA
-4675071#1,17,NA
-4675071#2,9,NA
-4675148,34,NA
-4675214,39,NA
-4675215,48,NA
-4675216#0,30,NA
-4675216#1,44,NA
-4675234#1,36,NA
-4675234#2,22,NA
-4675234#3,39,NA
-4675235,72,NA
-4675237#0,17,NA
-4675237#1,35,NA
-4675239,35,NA
-4675254#0,21,NA
-4675254#1,5,NA
-4675254#2,16,NA
-4675254#3,17,NA
-4675254#4,17,NA
-4675254#7,18,NA
-4675255#0,13,NA
-4675255#1,20,NA
-4675255#2,13,NA
-4675255#3,12,NA
-4675258,18,NA
-4675259,54,NA
-4675307#0,16,NA
-4675307#1,25,NA
-4675308,18,NA
-4675309#0,12,NA
-4675309#1,15,NA
-4675309#5,16,NA
-4675799#0,13,NA
-4675799#1,19,NA
-4675799#2,18,NA
-4677645,5,NA
-467781687,18,NA
-4678195,74,NA
-4678202#0,32,NA
-4678202#1,34,NA
-4678203#0,15,NA
-4678203#1,14,NA
