pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home_7200.0---shopping_2400.0	1	1	1	1	0	0	0	0	0	0	0	0	0
home_7200.0---shopping_3000.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_7200.0---shopping_3600.0	1	1	0	1	0	0	0	0	0	0	0	0	0
home_7200.0---shopping_4200.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_7200.0---shopping_4800.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_7200.0---shopping_600.0	11	18	13	12	4	2	0	0	0	0	0	0	0
home_7200.0---work_12000.0	0	0	0	0	0	0	0	0	0	1	0	0	0
home_7200.0---work_28800.0	0	0	0	0	0	0	0	0	0	0	1	0	0
home_7200.0---work_29400.0	0	0	1	0	0	0	0	1	0	0	0	0	0
home_72000.0---car interaction	112	17	7	3	0	0	2	0	1	0	0	0	0
home_72000.0---leisure_11400.0	0	2	0	0	1	0	0	0	0	0	0	0	0
home_72000.0---leisure_1200.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_72000.0---leisure_12600.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_72000.0---leisure_1800.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_72000.0---leisure_18000.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_72000.0---leisure_21000.0	0	0	0	0	0	0	0	0	1	0	0	0	0
home_72000.0---leisure_2400.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_72000.0---leisure_3000.0	0	1	0	0	1	0	0	0	0	0	0	0	0
home_72000.0---leisure_5400.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_72000.0---leisure_600.0	0	0	2	1	1	1	0	0	0	0	0	0	0
home_72000.0---other_1200.0	0	4	3	0	0	0	0	0	0	0	0	0	0
home_72000.0---other_15600.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_72000.0---other_16800.0	1	0	0	0	0	1	0	0	0	0	0	0	0
home_72000.0---other_17400.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_72000.0---other_1800.0	1	5	0	0	0	2	0	0	0	0	0	0	0
home_72000.0---other_18600.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_72000.0---other_2400.0	0	1	0	1	0	0	0	0	0	0	0	0	0
home_72000.0---other_24600.0	0	2	0	0	0	0	0	0	0	0	0	0	0
home_72000.0---other_3000.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_72000.0---other_4800.0	0	1	1	1	0	0	0	0	0	0	0	0	0
home_72000.0---other_5400.0	0	0	1	1	0	0	0	0	0	0	0	0	0
home_72000.0---other_600.0	4	6	1	1	2	1	1	0	0	0	0	0	0
home_72000.0---other_6000.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_72000.0---other_8400.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_72000.0---pt interaction	21	16	11	4	2	0	0	0	0	0	0	0	0
home_72000.0---ride interaction	14	2	0	0	0	0	0	0	0	0	0	0	0
home_72000.0---shopping_1200.0	0	3	4	1	0	0	0	0	0	0	0	0	0
home_72000.0---shopping_1800.0	0	0	0	0	1	0	1	0	0	0	0	1	0
home_72000.0---shopping_19800.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_72000.0---shopping_22200.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_72000.0---shopping_3000.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_72000.0---shopping_3600.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_72000.0---shopping_4800.0	0	1	1	0	0	0	0	0	1	0	0	0	0
home_72000.0---shopping_600.0	1	5	2	3	3	1	1	0	1	0	0	0	0
home_72000.0---shopping_7200.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_72000.0---shopping_7800.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_72000.0---work_12000.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_72000.0---work_14400.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_72000.0---work_15600.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_72000.0---work_16200.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_72000.0---work_18000.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_72000.0---work_19200.0	0	0	0	0	0	0	0	0	0	1	0	0	0
home_72000.0---work_21000.0	0	0	0	1	1	0	0	0	1	0	0	0	0
home_72000.0---work_21600.0	0	0	1	3	0	0	1	0	0	0	0	0	0
home_72000.0---work_22200.0	0	0	4	0	0	1	0	0	0	0	0	0	0
home_72000.0---work_22800.0	1	1	0	0	0	1	0	0	0	0	0	0	0
home_72000.0---work_23400.0	1	0	0	1	1	0	0	0	0	0	0	0	0
home_72000.0---work_2400.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_72000.0---work_24000.0	0	0	0	0	2	0	1	0	0	0	0	0	0
home_72000.0---work_24600.0	0	0	1	1	0	1	1	0	0	0	0	0	0
home_72000.0---work_25200.0	0	3	1	4	0	0	1	0	0	0	0	0	0
home_72000.0---work_3000.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_72000.0---work_4800.0	0	0	0	1	1	0	0	0	0	0	0	0	0
home_72000.0---work_7200.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_72000.0---work_8400.0	0	0	0	0	0	0	0	0	0	1	0	0	0
home_72000.0---work_9600.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_72600.0---car interaction	140	21	9	4	1	2	0	0	1	0	0	0	0
home_72600.0---leisure_13800.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_72600.0---leisure_1800.0	0	0	1	0	2	0	0	0	0	0	0	0	0
home_72600.0---leisure_18000.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_72600.0---leisure_2400.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_72600.0---leisure_24000.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_72600.0---leisure_3000.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_72600.0---leisure_600.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_72600.0---leisure_8400.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_72600.0---other_10800.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_72600.0---other_1200.0	1	5	1	0	1	0	0	0	0	0	0	0	0
home_72600.0---other_13800.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_72600.0---other_15600.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_72600.0---other_1800.0	4	4	2	0	1	0	0	0	0	0	0	0	0
home_72600.0---other_20400.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_72600.0---other_21000.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_72600.0---other_2400.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_72600.0---other_3000.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_72600.0---other_3600.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_72600.0---other_4200.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_72600.0---other_600.0	3	6	8	4	3	0	1	0	0	0	0	0	1
home_72600.0---other_7800.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_72600.0---other_8400.0	0	1	1	0	0	0	0	0	0	0	0	0	0
home_72600.0---pt interaction	14	24	8	4	1	0	0	0	0	0	0	0	0
home_72600.0---ride interaction	12	1	1	0	0	0	0	0	0	0	0	0	0
home_72600.0---shopping_1200.0	1	0	2	0	0	1	0	1	0	0	0	0	0
home_72600.0---shopping_1800.0	0	0	0	0	1	0	1	0	0	0	0	0	0
home_72600.0---shopping_22200.0	0	0	1	1	0	0	0	0	0	0	0	0	0
home_72600.0---shopping_22800.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_72600.0---shopping_2400.0	1	2	0	0	0	0	1	0	0	0	0	0	0
home_72600.0---shopping_3000.0	0	0	0	1	0	0	1	0	0	0	0	0	0
home_72600.0---shopping_3600.0	0	0	1	0	0	0	0	1	0	0	0	1	0
home_72600.0---shopping_4800.0	1	0	1	0	0	0	0	1	0	0	0	0	0
home_72600.0---shopping_600.0	3	2	3	2	2	1	0	0	0	0	0	0	0
home_72600.0---work_12000.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_72600.0---work_1800.0	0	0	1	1	0	0	0	0	0	0	0	0	0
home_72600.0---work_18000.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_72600.0---work_18600.0	0	0	1	0	0	0	0	0	0	0	1	0	0
home_72600.0---work_19200.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_72600.0---work_20400.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_72600.0---work_21000.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_72600.0---work_21600.0	0	2	1	0	0	1	1	0	0	0	0	0	0
home_72600.0---work_22200.0	0	0	1	0	2	0	0	0	0	0	0	0	0
home_72600.0---work_22800.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_72600.0---work_23400.0	0	1	0	1	0	0	0	0	1	0	0	0	0
home_72600.0---work_24000.0	0	2	1	1	1	0	0	0	0	0	0	0	0
home_72600.0---work_24600.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_72600.0---work_4200.0	0	1	0	0	0	1	0	0	0	0	0	0	0
home_72600.0---work_4800.0	0	0	1	0	1	0	0	0	0	0	0	1	0
home_72600.0---work_6600.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_72600.0---work_9600.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_73200.0---car interaction	103	18	5	4	0	0	1	0	0	0	0	0	0
home_73200.0---leisure_1200.0	0	1	0	0	1	0	0	0	0	0	0	0	0
home_73200.0---leisure_17400.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_73200.0---leisure_1800.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_73200.0---leisure_22200.0	1	1	0	0	0	0	0	0	0	1	0	0	0
home_73200.0---leisure_22800.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_73200.0---leisure_23400.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_73200.0---leisure_2400.0	0	1	0	0	0	1	0	0	0	0	0	0	0
home_73200.0---leisure_3000.0	0	0	2	0	0	1	0	0	0	0	0	0	0
home_73200.0---leisure_4200.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_73200.0---leisure_600.0	0	2	2	1	1	0	0	0	0	0	0	0	0
home_73200.0---leisure_9000.0	0	0	0	0	0	1	0	0	1	0	0	0	0
home_73200.0---leisure_9600.0	1	0	0	1	0	0	0	0	0	0	0	0	0
home_73200.0---other_10200.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_73200.0---other_10800.0	1	1	1	1	0	0	0	0	0	0	0	0	0
home_73200.0---other_1200.0	2	1	1	0	4	1	0	0	0	1	0	0	0
home_73200.0---other_13200.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_73200.0---other_16200.0	0	0	0	0	0	0	0	0	1	0	0	0	0
home_73200.0---other_1800.0	2	1	0	0	0	1	2	0	0	0	0	0	0
home_73200.0---other_2400.0	0	0	0	1	0	0	0	1	0	0	0	0	0
home_73200.0---other_3000.0	0	1	1	0	0	0	0	0	0	0	0	0	0
home_73200.0---other_3600.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_73200.0---other_4800.0	0	0	1	1	0	0	0	0	0	0	0	1	0
home_73200.0---other_600.0	9	1	8	2	5	2	0	0	1	0	0	0	1
home_73200.0---other_7800.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_73200.0---pt interaction	18	21	16	4	1	0	0	0	0	0	0	0	0
home_73200.0---ride interaction	11	1	0	0	0	0	0	0	0	0	0	0	0
home_73200.0---shopping_1200.0	2	0	3	0	2	0	0	0	0	0	0	0	0
home_73200.0---shopping_1800.0	1	0	1	1	0	0	0	0	0	0	0	0	0
home_73200.0---shopping_2400.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_73200.0---shopping_3000.0	1	1	0	0	2	0	0	0	0	0	0	0	0
home_73200.0---shopping_3600.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_73200.0---shopping_600.0	1	4	3	2	1	0	0	0	0	0	0	0	0
home_73200.0---work_12000.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_73200.0---work_15000.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_73200.0---work_15600.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_73200.0---work_16800.0	0	0	1	0	1	0	0	0	0	0	0	0	0
home_73200.0---work_18600.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_73200.0---work_19200.0	0	0	0	0	0	0	0	0	0	1	0	0	0
home_73200.0---work_20400.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_73200.0---work_21000.0	1	0	2	0	1	1	1	0	0	0	0	0	0
home_73200.0---work_21600.0	0	0	0	1	1	1	0	0	0	0	0	0	0
home_73200.0---work_22200.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_73200.0---work_22800.0	0	0	1	0	2	0	0	0	0	0	0	0	0
home_73200.0---work_23400.0	2	1	1	0	2	0	0	0	0	0	0	0	0
home_73200.0---work_24000.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_73800.0---car interaction	103	17	6	4	3	1	0	0	0	0	0	0	0
home_73800.0---leisure_1200.0	1	2	0	0	0	0	0	0	0	0	0	0	0
home_73800.0---leisure_12000.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_73800.0---leisure_1800.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_73800.0---leisure_21000.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_73800.0---leisure_22200.0	1	0	1	0	0	0	0	0	0	0	0	0	0
home_73800.0---leisure_23400.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_73800.0---leisure_2400.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_73800.0---leisure_3600.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_73800.0---leisure_4200.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_73800.0---leisure_600.0	1	0	3	0	1	0	0	0	0	0	1	0	0
home_73800.0---leisure_6600.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_73800.0---leisure_8400.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_73800.0---other_11400.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_73800.0---other_1200.0	0	3	1	0	0	0	0	0	0	0	0	0	0
home_73800.0---other_13800.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_73800.0---other_14400.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_73800.0---other_16800.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_73800.0---other_1800.0	0	0	0	3	1	0	1	1	0	0	0	0	0
home_73800.0---other_21600.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_73800.0---other_22800.0	1	1	0	0	0	0	0	0	0	0	0	0	0
home_73800.0---other_2400.0	0	2	1	1	0	0	0	0	0	1	0	0	0
home_73800.0---other_3000.0	0	0	1	1	0	0	0	0	0	0	0	0	0
home_73800.0---other_4200.0	0	2	2	0	0	0	0	0	0	0	0	0	0
home_73800.0---other_600.0	5	7	5	4	2	0	0	2	1	1	0	0	0
home_73800.0---other_6600.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_73800.0---other_7200.0	0	1	0	0	0	1	0	0	0	0	0	0	0
home_73800.0---other_8400.0	0	0	2	0	0	0	0	0	0	0	0	0	0
home_73800.0---other_9000.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_73800.0---other_9600.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_73800.0---pt interaction	20	20	5	7	1	0	0	0	0	0	0	0	0
home_73800.0---ride interaction	19	1	0	0	0	0	0	0	0	0	0	0	0
home_73800.0---shopping_1200.0	1	3	1	1	1	0	0	0	0	0	0	0	0
home_73800.0---shopping_13800.0	0	2	0	0	0	0	0	0	0	0	0	0	0
home_73800.0---shopping_1800.0	0	0	0	0	0	0	0	0	0	1	0	0	0
home_73800.0---shopping_19800.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_73800.0---shopping_20400.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_73800.0---shopping_2400.0	0	2	0	0	0	0	0	0	0	0	0	0	0
home_73800.0---shopping_4800.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_73800.0---shopping_600.0	2	4	3	1	3	1	0	1	1	0	0	0	1
home_73800.0---shopping_7800.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_73800.0---work_12000.0	1	0	0	1	0	0	0	0	0	0	0	1	2
home_73800.0---work_16800.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_73800.0---work_17400.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_73800.0---work_1800.0	0	0	0	0	0	0	0	2	0	0	0	0	0
home_73800.0---work_18600.0	0	0	0	0	0	1	0	1	0	0	0	0	0
home_73800.0---work_19800.0	1	0	1	0	0	0	0	0	0	0	0	0	0
home_73800.0---work_20400.0	1	0	1	1	0	0	0	0	0	0	0	0	0
home_73800.0---work_21000.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_73800.0---work_22800.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_73800.0---work_23400.0	1	1	0	0	2	0	0	0	0	0	0	0	0
home_73800.0---work_3600.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_73800.0---work_7800.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_73800.0---work_9000.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_74400.0---car interaction	106	20	3	2	0	1	1	0	0	0	0	0	0
home_74400.0---leisure_10200.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_74400.0---leisure_1200.0	0	1	1	0	0	0	0	0	0	0	0	1	0
home_74400.0---leisure_13800.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_74400.0---leisure_15600.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_74400.0---leisure_17400.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_74400.0---leisure_1800.0	1	0	2	0	1	0	0	0	0	0	0	0	0
home_74400.0---leisure_19200.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_74400.0---leisure_19800.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_74400.0---leisure_21000.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_74400.0---leisure_21600.0	0	0	2	2	0	0	1	0	0	0	0	0	0
home_74400.0---leisure_22200.0	0	1	1	0	1	0	0	0	0	0	0	0	0
home_74400.0---leisure_3000.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_74400.0---leisure_600.0	1	3	1	0	1	1	0	0	0	0	0	0	0
home_74400.0---leisure_7800.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_74400.0---other_1200.0	0	1	2	0	1	0	0	0	0	0	0	0	1
home_74400.0---other_12000.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_74400.0---other_13800.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_74400.0---other_14400.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_74400.0---other_15000.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_74400.0---other_1800.0	0	0	0	0	0	0	0	0	1	0	0	0	0
home_74400.0---other_19200.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_74400.0---other_19800.0	0	0	0	0	0	0	0	0	1	0	0	0	0
home_74400.0---other_22200.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_74400.0---other_22800.0	2	1	0	1	0	0	0	0	0	0	0	0	0
home_74400.0---other_2400.0	0	0	0	2	0	0	0	0	0	0	0	0	0
home_74400.0---other_3000.0	0	0	3	0	0	0	0	0	0	1	0	0	0
home_74400.0---other_4200.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_74400.0---other_600.0	2	4	3	5	4	0	0	0	0	0	1	0	0
home_74400.0---other_9600.0	0	0	0	0	0	0	0	0	0	0	1	0	0
home_74400.0---pt interaction	11	22	9	4	4	0	0	0	0	0	0	0	0
home_74400.0---ride interaction	10	1	0	0	0	1	0	0	0	0	0	0	0
home_74400.0---shopping_1200.0	1	2	3	1	0	0	1	0	0	0	0	0	0
home_74400.0---shopping_13200.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_74400.0---shopping_13800.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_74400.0---shopping_14400.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_74400.0---shopping_15000.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_74400.0---shopping_1800.0	1	0	0	0	1	0	0	0	1	0	0	0	0
home_74400.0---shopping_3000.0	0	1	1	0	0	0	0	0	0	0	0	0	0
home_74400.0---shopping_3600.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_74400.0---shopping_5400.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_74400.0---shopping_600.0	3	3	3	2	0	1	0	0	1	0	1	0	0
home_74400.0---shopping_6000.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_74400.0---shopping_7800.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_74400.0---work_12000.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_74400.0---work_15600.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_74400.0---work_16200.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_74400.0---work_16800.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_74400.0---work_17400.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_74400.0---work_18600.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_74400.0---work_19200.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_74400.0---work_19800.0	0	1	2	3	0	0	0	0	0	0	0	0	0
home_74400.0---work_20400.0	0	1	1	0	0	0	0	0	1	0	0	0	0
home_74400.0---work_21000.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_74400.0---work_22200.0	1	1	0	0	0	0	0	0	0	0	0	0	0
home_74400.0---work_22800.0	0	1	1	0	0	0	0	0	0	0	0	0	0
home_74400.0---work_3000.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_74400.0---work_4800.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_74400.0---work_6000.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_74400.0---work_7800.0	0	0	0	0	0	1	0	0	0	0	1	0	0
home_74400.0---work_8400.0	0	0	0	0	0	0	0	0	0	1	0	0	0
home_75000.0---car interaction	99	21	7	1	2	1	0	1	0	0	0	0	0
home_75000.0---leisure_13800.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_75000.0---leisure_14400.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_75000.0---leisure_17400.0	0	0	1	1	0	0	0	0	0	0	0	0	0
home_75000.0---leisure_1800.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_75000.0---leisure_18000.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_75000.0---leisure_18600.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_75000.0---leisure_19200.0	0	1	0	0	1	0	0	0	0	0	0	0	1
home_75000.0---leisure_21600.0	1	0	1	0	0	0	0	0	0	0	0	0	0
home_75000.0---leisure_2400.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_75000.0---leisure_4200.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_75000.0---leisure_600.0	0	1	1	0	1	1	0	1	0	0	0	0	0
home_75000.0---other_10800.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_75000.0---other_1200.0	2	1	0	1	0	0	0	1	0	0	0	0	0
home_75000.0---other_13200.0	0	0	0	0	0	0	1	0	0	0	0	0	1
home_75000.0---other_1800.0	0	2	2	1	2	0	0	0	0	0	0	0	0
home_75000.0---other_19800.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_75000.0---other_21600.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_75000.0---other_22200.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_75000.0---other_2400.0	1	2	0	0	0	0	0	0	0	0	0	0	1
home_75000.0---other_3000.0	1	0	0	0	0	1	0	0	0	0	0	0	0
home_75000.0---other_4200.0	0	0	2	0	0	0	0	0	0	0	0	0	0
home_75000.0---other_600.0	6	8	6	3	3	0	1	1	0	0	0	0	0
home_75000.0---other_6600.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_75000.0---other_7800.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_75000.0---other_8400.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_75000.0---other_9600.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_75000.0---pt interaction	17	12	9	4	0	0	0	0	0	0	0	0	0
home_75000.0---ride interaction	7	3	1	0	1	0	0	0	0	0	0	0	0
home_75000.0---shopping_1200.0	0	2	0	1	0	0	1	0	0	0	0	0	0
home_75000.0---shopping_12600.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_75000.0---shopping_13800.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_75000.0---shopping_1800.0	0	1	0	0	0	0	0	0	0	0	0	0	1
home_75000.0---shopping_2400.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_75000.0---shopping_3000.0	0	1	1	0	0	0	0	0	0	0	0	0	0
home_75000.0---shopping_3600.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_75000.0---shopping_4800.0	1	1	0	0	0	1	0	0	0	0	0	0	0
home_75000.0---shopping_600.0	1	3	1	2	3	3	0	0	0	0	0	0	0
home_75000.0---shopping_7200.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_75000.0---shopping_8400.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_75000.0---work_12000.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_75000.0---work_13800.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_75000.0---work_1800.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_75000.0---work_18600.0	0	0	0	1	2	0	0	0	0	0	0	0	0
home_75000.0---work_19200.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_75000.0---work_19800.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_75000.0---work_20400.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_75000.0---work_21000.0	0	0	2	0	0	0	0	0	0	0	0	0	0
home_75000.0---work_21600.0	0	2	1	0	1	0	0	0	0	0	0	0	0
home_75000.0---work_7800.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_75000.0---work_9000.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_75600.0---car interaction	101	12	3	0	0	1	0	0	0	0	0	0	0
home_75600.0---leisure_10800.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_75600.0---leisure_1200.0	0	1	2	0	0	0	0	0	0	0	0	0	0
home_75600.0---leisure_13800.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_75600.0---leisure_17400.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_75600.0---leisure_1800.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_75600.0---leisure_21600.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_75600.0---leisure_2400.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_75600.0---leisure_3000.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_75600.0---leisure_4200.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_75600.0---leisure_4800.0	2	1	0	0	0	0	0	0	0	0	0	0	0
home_75600.0---leisure_600.0	0	1	2	0	0	0	1	0	1	0	0	0	1
home_75600.0---leisure_8400.0	0	1	0	0	0	0	0	0	0	0	0	0	0
