pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home_76200.0---leisure_19800.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_76200.0---leisure_21000.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_76200.0---leisure_3000.0	0	0	0	0	0	0	0	0	0	0	1	0	0
home_76200.0---leisure_4800.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_76200.0---leisure_5400.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_76200.0---leisure_600.0	1	0	1	1	0	0	0	0	0	0	0	0	0
home_76200.0---leisure_6000.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_76200.0---other_10200.0	0	1	0	0	0	1	0	0	0	0	0	0	0
home_76200.0---other_1200.0	1	0	3	1	1	0	2	0	0	0	0	0	0
home_76200.0---other_13200.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_76200.0---other_13800.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_76200.0---other_1800.0	1	0	2	0	0	0	0	0	0	0	0	0	0
home_76200.0---other_21000.0	1	1	0	0	0	0	0	0	0	0	0	0	0
home_76200.0---other_2400.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_76200.0---other_3000.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_76200.0---other_3600.0	0	0	0	0	0	0	0	0	0	0	1	0	1
home_76200.0---other_600.0	7	7	4	3	2	1	0	1	2	0	0	0	0
home_76200.0---other_6600.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_76200.0---other_8400.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_76200.0---pt interaction	26	21	13	8	0	0	0	0	0	0	0	0	0
home_76200.0---ride interaction	13	0	1	0	0	0	0	0	0	0	0	0	0
home_76200.0---shopping_10800.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_76200.0---shopping_1200.0	0	1	1	2	1	0	0	0	0	0	0	0	0
home_76200.0---shopping_18600.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_76200.0---shopping_2400.0	0	0	1	2	0	0	0	0	0	0	0	0	0
home_76200.0---shopping_3000.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_76200.0---shopping_3600.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_76200.0---shopping_4200.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_76200.0---shopping_600.0	4	0	4	2	1	2	1	1	0	0	0	0	0
home_76200.0---shopping_6000.0	0	0	1	0	0	0	0	0	0	0	0	1	0
home_76200.0---shopping_6600.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_76200.0---shopping_8400.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_76200.0---work_1200.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_76200.0---work_12000.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_76200.0---work_12600.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_76200.0---work_14400.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_76200.0---work_16800.0	0	1	0	0	1	0	0	0	0	0	0	0	0
home_76200.0---work_18000.0	0	0	1	1	0	0	0	0	0	0	0	0	0
home_76200.0---work_18600.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_76200.0---work_19200.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_76200.0---work_19800.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_76200.0---work_20400.0	0	3	1	1	1	0	0	0	0	0	0	0	0
home_76200.0---work_21000.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_76200.0---work_4200.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_76200.0---work_9000.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_76800.0---car interaction	114	23	4	3	0	1	2	0	0	1	0	0	0
home_76800.0---leisure_1200.0	0	3	0	0	0	1	0	0	0	0	0	0	0
home_76800.0---leisure_15000.0	0	1	2	0	0	0	0	0	0	0	0	0	0
home_76800.0---leisure_16800.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_76800.0---leisure_17400.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_76800.0---leisure_1800.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_76800.0---leisure_18600.0	0	2	1	2	0	0	1	0	0	0	0	0	0
home_76800.0---leisure_20400.0	1	1	0	1	0	0	0	0	0	0	0	0	0
home_76800.0---leisure_3000.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_76800.0---leisure_3600.0	0	0	0	2	0	0	0	0	0	0	0	0	0
home_76800.0---leisure_4200.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_76800.0---leisure_5400.0	0	0	1	0	0	0	1	0	0	0	0	0	0
home_76800.0---leisure_600.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_76800.0---leisure_6000.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_76800.0---leisure_9600.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_76800.0---other_1200.0	2	2	1	1	1	0	0	0	0	0	0	0	0
home_76800.0---other_12000.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_76800.0---other_13800.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_76800.0---other_17400.0	0	0	1	1	0	0	0	0	0	0	0	0	0
home_76800.0---other_1800.0	1	2	1	0	0	0	1	0	1	0	0	0	0
home_76800.0---other_18000.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_76800.0---other_20400.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_76800.0---other_3000.0	0	0	1	0	0	0	0	0	0	0	0	0	1
home_76800.0---other_3600.0	0	0	0	1	1	0	0	0	0	0	0	0	0
home_76800.0---other_4200.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_76800.0---other_4800.0	1	0	0	1	0	0	0	0	1	0	0	0	0
home_76800.0---other_600.0	3	9	3	4	4	3	1	2	0	0	0	0	1
home_76800.0---other_6000.0	0	0	0	1	0	0	0	0	0	0	0	1	0
home_76800.0---other_6600.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_76800.0---other_8400.0	0	0	0	1	1	0	0	0	0	0	0	0	0
home_76800.0---other_9600.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_76800.0---pt interaction	27	10	12	5	3	0	0	0	0	0	0	0	0
home_76800.0---ride interaction	12	3	0	1	0	0	0	0	0	0	0	0	0
home_76800.0---shopping_1200.0	2	0	2	1	0	0	0	0	0	0	0	0	0
home_76800.0---shopping_12600.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_76800.0---shopping_13200.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_76800.0---shopping_15600.0	0	0	0	0	0	0	0	0	0	0	1	0	0
home_76800.0---shopping_16800.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_76800.0---shopping_2400.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_76800.0---shopping_3600.0	1	1	1	1	0	0	0	0	0	0	0	0	0
home_76800.0---shopping_4200.0	0	1	0	1	0	0	0	0	0	0	0	0	0
home_76800.0---shopping_4800.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_76800.0---shopping_600.0	1	5	1	3	0	1	0	1	0	0	0	0	0
home_76800.0---shopping_6600.0	0	2	0	0	1	0	0	0	0	0	0	0	0
home_76800.0---work_12600.0	0	0	2	0	1	0	0	0	0	0	0	0	0
home_76800.0---work_13800.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_76800.0---work_14400.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_76800.0---work_15600.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_76800.0---work_16800.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_76800.0---work_17400.0	1	1	1	1	0	0	0	0	0	0	0	0	0
home_76800.0---work_18000.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_76800.0---work_19800.0	0	0	1	1	1	0	0	0	0	0	0	0	0
home_76800.0---work_20400.0	0	1	0	1	0	0	0	1	1	0	0	0	0
home_76800.0---work_8400.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_76800.0---work_9600.0	0	0	1	0	0	0	0	0	0	0	0	0	1
home_77400.0---car interaction	84	14	1	2	1	0	0	0	1	0	0	0	0
home_77400.0---leisure_13800.0	1	0	1	0	1	0	0	0	0	0	0	0	0
home_77400.0---leisure_16200.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_77400.0---leisure_1800.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_77400.0---leisure_18000.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_77400.0---leisure_18600.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_77400.0---leisure_3000.0	0	0	0	0	3	0	0	0	0	0	0	0	0
home_77400.0---leisure_5400.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_77400.0---leisure_600.0	0	2	1	1	1	0	0	0	0	0	0	0	0
home_77400.0---other_1200.0	0	3	0	3	1	1	1	0	0	0	1	0	0
home_77400.0---other_12600.0	0	1	0	0	1	0	0	0	0	0	0	0	0
home_77400.0---other_13200.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_77400.0---other_15000.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_77400.0---other_16200.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_77400.0---other_16800.0	0	0	0	0	0	0	0	0	1	0	0	0	0
home_77400.0---other_1800.0	1	1	0	2	1	0	0	0	0	0	0	0	0
home_77400.0---other_18000.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_77400.0---other_19200.0	0	0	1	0	0	1	0	0	0	0	0	0	0
home_77400.0---other_2400.0	1	1	2	0	0	0	0	0	0	0	0	0	0
home_77400.0---other_3000.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_77400.0---other_3600.0	0	0	3	0	1	0	0	0	0	0	0	0	0
home_77400.0---other_4200.0	1	0	0	0	0	0	0	0	0	0	0	1	0
home_77400.0---other_4800.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_77400.0---other_600.0	3	6	7	1	2	1	0	0	0	0	0	0	0
home_77400.0---other_9000.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_77400.0---pt interaction	17	18	13	5	0	0	0	0	0	0	0	0	0
home_77400.0---ride interaction	20	1	0	1	0	0	0	0	0	0	0	0	0
home_77400.0---shopping_1200.0	0	0	1	0	0	0	0	1	0	0	0	0	0
home_77400.0---shopping_14400.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_77400.0---shopping_15600.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_77400.0---shopping_1800.0	0	0	0	0	0	0	1	0	0	0	0	0	1
home_77400.0---shopping_18000.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_77400.0---shopping_2400.0	0	0	0	0	0	0	0	0	1	0	0	0	0
home_77400.0---shopping_3000.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_77400.0---shopping_3600.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_77400.0---shopping_4200.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_77400.0---shopping_4800.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_77400.0---shopping_5400.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_77400.0---shopping_600.0	2	4	3	4	4	1	0	0	0	1	0	1	0
home_77400.0---shopping_6600.0	0	0	1	1	0	0	0	0	0	0	0	0	0
home_77400.0---shopping_7200.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_77400.0---work_10200.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_77400.0---work_15600.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_77400.0---work_16200.0	0	1	1	0	1	0	0	0	0	0	0	0	0
home_77400.0---work_17400.0	1	0	1	0	0	0	1	0	0	0	0	0	0
home_77400.0---work_18000.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_77400.0---work_19200.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_77400.0---work_19800.0	0	0	0	0	0	0	0	0	0	1	0	0	0
home_7800.0---car interaction	113	23	5	4	1	2	0	0	0	0	0	0	0
home_7800.0---leisure_1200.0	0	3	3	2	1	0	0	0	0	0	0	0	0
home_7800.0---leisure_13200.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_7800.0---leisure_14400.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_7800.0---leisure_1800.0	0	0	1	0	1	0	0	0	0	0	0	0	0
home_7800.0---leisure_21000.0	0	0	0	1	1	0	1	0	0	0	0	0	1
home_7800.0---leisure_2400.0	0	0	1	0	1	0	0	0	0	0	0	0	0
home_7800.0---leisure_3000.0	0	4	0	0	0	2	0	0	0	0	0	0	0
home_7800.0---leisure_3600.0	0	1	0	1	1	0	0	0	0	0	0	0	0
home_7800.0---leisure_4800.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_7800.0---leisure_5400.0	1	0	1	0	0	0	0	0	0	0	0	0	0
home_7800.0---leisure_600.0	1	3	3	3	0	0	1	0	0	0	0	0	0
home_7800.0---leisure_6000.0	0	2	0	0	0	0	0	0	0	0	0	0	0
home_7800.0---leisure_6600.0	0	0	1	1	0	0	0	0	0	0	0	0	0
home_7800.0---other_1200.0	4	4	4	3	1	1	1	0	0	0	0	0	0
home_7800.0---other_15000.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_7800.0---other_1800.0	1	2	2	0	0	3	0	0	0	0	0	0	0
home_7800.0---other_18000.0	0	0	0	0	0	0	0	0	1	0	1	0	0
home_7800.0---other_2400.0	1	1	3	1	2	0	0	0	0	0	0	0	0
home_7800.0---other_3000.0	2	1	2	0	1	0	0	0	0	0	0	0	0
home_7800.0---other_3600.0	0	2	1	2	0	0	0	0	0	0	0	0	0
home_7800.0---other_4200.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_7800.0---other_4800.0	0	0	0	0	0	0	0	0	0	0	1	0	0
home_7800.0---other_5400.0	0	0	1	1	0	0	0	0	0	0	0	0	0
home_7800.0---other_600.0	8	18	13	9	4	2	1	1	1	1	0	0	1
home_7800.0---other_6000.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_7800.0---other_6600.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_7800.0---other_8400.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_7800.0---pt interaction	20	12	1	4	0	0	0	0	0	0	0	0	0
home_7800.0---ride interaction	20	3	0	0	0	0	0	0	0	0	0	0	0
home_7800.0---shopping_1200.0	0	1	1	1	0	1	0	0	0	0	0	0	0
home_7800.0---shopping_1800.0	0	1	1	2	1	0	1	0	1	0	0	0	1
home_7800.0---shopping_3000.0	1	0	0	1	0	0	0	0	0	0	0	0	0
home_7800.0---shopping_4200.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_7800.0---shopping_4800.0	1	1	0	0	0	0	0	0	0	0	0	0	0
home_7800.0---shopping_5400.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_7800.0---shopping_600.0	6	12	11	4	2	0	0	0	0	0	0	0	0
home_7800.0---shopping_7800.0	0	0	2	1	0	1	0	0	0	0	0	0	0
home_7800.0---shopping_9600.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_7800.0---work_1200.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_7800.0---work_28800.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_7800.0---work_3000.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_7800.0---work_600.0	0	1	1	0	0	0	0	0	0	0	0	1	0
home_7800.0---work_6600.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_78000.0---car interaction	105	20	8	1	2	2	1	0	0	0	0	0	0
home_78000.0---leisure_11400.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_78000.0---leisure_1200.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_78000.0---leisure_12000.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_78000.0---leisure_13800.0	1	1	0	0	0	0	0	1	0	0	0	0	0
home_78000.0---leisure_14400.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_78000.0---leisure_17400.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_78000.0---leisure_1800.0	0	0	1	0	0	1	0	0	0	0	0	0	0
home_78000.0---leisure_2400.0	0	1	1	0	0	0	0	0	0	0	0	0	0
home_78000.0---leisure_3000.0	0	0	1	1	0	0	0	0	0	0	0	0	0
home_78000.0---leisure_4200.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_78000.0---leisure_600.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_78000.0---leisure_7200.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_78000.0---leisure_9600.0	1	0	1	0	0	0	0	0	0	0	0	0	0
home_78000.0---other_1200.0	1	3	0	1	3	0	0	0	0	0	0	0	0
home_78000.0---other_14400.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_78000.0---other_15000.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_78000.0---other_17400.0	2	0	0	0	0	0	0	0	0	0	0	0	0
home_78000.0---other_1800.0	0	0	0	2	1	0	1	0	0	0	0	0	0
home_78000.0---other_2400.0	0	2	1	0	2	0	0	0	0	2	0	0	0
home_78000.0---other_3000.0	0	0	2	1	1	0	0	0	0	0	0	0	0
home_78000.0---other_3600.0	0	0	1	0	0	1	0	0	0	0	0	0	0
home_78000.0---other_4200.0	1	1	0	0	0	0	0	0	0	0	0	0	0
home_78000.0---other_4800.0	0	1	1	0	0	0	0	0	0	0	0	0	0
home_78000.0---other_600.0	2	1	6	6	0	1	1	1	1	0	0	0	0
home_78000.0---other_6000.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_78000.0---other_9000.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_78000.0---pt interaction	16	29	7	4	1	0	0	0	0	0	0	0	0
home_78000.0---ride interaction	11	2	0	0	0	0	0	0	0	0	0	0	0
home_78000.0---shopping_10800.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_78000.0---shopping_1200.0	0	3	0	0	1	0	1	0	0	0	0	0	0
home_78000.0---shopping_17400.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_78000.0---shopping_1800.0	1	3	0	1	0	0	0	0	0	0	0	0	0
home_78000.0---shopping_18000.0	0	0	0	0	0	0	0	0	0	0	0	1	0
home_78000.0---shopping_19200.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_78000.0---shopping_2400.0	1	0	1	0	0	0	0	0	0	0	0	0	0
home_78000.0---shopping_3000.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_78000.0---shopping_5400.0	0	0	0	0	0	0	0	0	0	1	0	0	0
home_78000.0---shopping_600.0	3	6	2	5	3	1	0	0	0	0	0	0	0
home_78000.0---shopping_6000.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_78000.0---shopping_9600.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_78000.0---work_12000.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_78000.0---work_13200.0	0	0	0	0	0	0	0	0	0	1	0	0	0
home_78000.0---work_13800.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_78000.0---work_14400.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_78000.0---work_15000.0	0	0	0	0	1	0	1	0	0	0	0	0	0
home_78000.0---work_15600.0	0	0	1	1	0	1	0	0	0	0	0	0	0
home_78000.0---work_16800.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_78000.0---work_18000.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_78000.0---work_18600.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_78000.0---work_19200.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_78000.0---work_2400.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_78000.0---work_3000.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_78000.0---work_5400.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_78000.0---work_6000.0	0	0	0	0	0	0	0	0	1	0	0	0	0
home_78000.0---work_9600.0	0	0	1	0	0	0	1	0	0	0	0	0	0
home_78600.0---car interaction	94	16	9	5	1	1	0	0	0	0	0	0	0
home_78600.0---leisure_10800.0	0	0	0	0	0	0	0	0	0	0	1	0	0
home_78600.0---leisure_13200.0	0	0	1	1	0	0	1	0	0	0	0	0	0
home_78600.0---leisure_15600.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_78600.0---leisure_16200.0	1	1	1	0	0	0	0	0	0	0	0	0	0
home_78600.0---leisure_16800.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_78600.0---leisure_1800.0	0	2	0	0	0	0	0	0	0	0	0	0	0
home_78600.0---leisure_2400.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_78600.0---leisure_4200.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_78600.0---leisure_600.0	0	1	2	0	0	1	1	0	0	0	0	0	0
home_78600.0---leisure_6600.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_78600.0---other_1200.0	1	3	1	3	2	0	0	0	0	0	0	0	0
home_78600.0---other_12000.0	0	2	0	0	0	0	0	0	0	0	0	0	0
home_78600.0---other_15000.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_78600.0---other_15600.0	0	1	0	0	0	0	0	0	1	0	0	0	0
home_78600.0---other_16200.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_78600.0---other_17400.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_78600.0---other_1800.0	0	0	0	1	0	0	0	0	0	1	0	0	0
home_78600.0---other_18000.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_78600.0---other_2400.0	1	0	1	0	1	0	0	0	0	0	0	0	0
home_78600.0---other_3000.0	1	0	0	0	1	0	0	1	0	0	0	0	0
home_78600.0---other_3600.0	0	1	0	0	2	0	0	0	0	0	0	0	0
home_78600.0---other_4800.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_78600.0---other_5400.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_78600.0---other_600.0	1	11	7	2	2	1	1	0	0	0	0	0	0
home_78600.0---other_6600.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_78600.0---other_7800.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_78600.0---pt interaction	20	19	8	1	2	0	0	0	0	0	0	0	0
home_78600.0---ride interaction	14	0	1	0	0	0	0	0	0	0	0	0	0
home_78600.0---shopping_1200.0	2	0	1	0	0	0	0	0	0	0	0	0	0
home_78600.0---shopping_15600.0	0	0	0	1	0	0	1	0	0	0	0	0	0
home_78600.0---shopping_16800.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_78600.0---shopping_17400.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_78600.0---shopping_1800.0	1	1	1	0	0	0	0	0	0	0	0	0	0
home_78600.0---shopping_2400.0	1	0	1	0	0	1	0	0	0	0	0	0	0
home_78600.0---shopping_3600.0	2	1	2	1	0	0	0	0	0	0	0	0	1
home_78600.0---shopping_4800.0	0	1	0	1	0	1	0	0	0	0	0	0	0
home_78600.0---shopping_5400.0	0	2	0	1	0	0	0	0	0	0	0	0	0
home_78600.0---shopping_600.0	1	6	10	3	1	1	0	0	0	0	0	0	0
home_78600.0---shopping_6600.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_78600.0---shopping_7800.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_78600.0---work_14400.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_78600.0---work_15000.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_78600.0---work_16800.0	0	0	0	0	0	0	0	0	1	0	0	0	0
home_78600.0---work_18000.0	0	0	0	1	0	1	0	0	0	0	0	0	0
home_78600.0---work_18600.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_78600.0---work_3000.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_78600.0---work_6000.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_78600.0---work_8400.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_78600.0---work_9600.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_79200.0---car interaction	84	17	6	2	2	1	1	0	0	0	0	0	0
home_79200.0---leisure_10200.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_79200.0---leisure_11400.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_79200.0---leisure_1200.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_79200.0---leisure_14400.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_79200.0---leisure_15600.0	7	3	2	0	0	1	0	0	0	0	0	0	0
home_79200.0---leisure_16200.0	3	2	1	0	0	0	0	0	0	0	0	0	0
home_79200.0---leisure_16800.0	0	0	0	0	0	0	0	0	1	0	0	0	0
home_79200.0---leisure_2400.0	0	1	0	0	0	0	0	1	0	0	0	0	0
home_79200.0---leisure_3600.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_79200.0---leisure_5400.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_79200.0---leisure_600.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_79200.0---leisure_6000.0	0	1	0	3	1	0	0	0	0	0	0	0	0
home_79200.0---leisure_6600.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_79200.0---other_1200.0	1	4	3	1	0	0	0	1	0	0	0	0	1
home_79200.0---other_13200.0	0	0	1	1	0	0	0	0	0	0	0	0	0
home_79200.0---other_14400.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_79200.0---other_16800.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_79200.0---other_1800.0	1	0	0	2	0	0	0	0	0	0	0	0	0
home_79200.0---other_2400.0	0	1	0	0	0	0	0	0	0	1	0	0	0
home_79200.0---other_3000.0	0	1	0	2	0	1	0	1	0	0	0	0	0
home_79200.0---other_3600.0	0	0	0	0	0	0	2	0	0	0	0	0	0
home_79200.0---other_4200.0	0	1	0	1	0	0	0	1	0	0	0	0	0
home_79200.0---other_4800.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_79200.0---other_5400.0	0	2	1	0	0	0	0	0	0	0	0	0	0
home_79200.0---other_600.0	4	8	7	3	4	2	0	0	1	0	0	0	0
home_79200.0---other_6000.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_79200.0---other_7800.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_79200.0---pt interaction	19	23	14	1	4	0	0	0	0	0	0	0	0
home_79200.0---ride interaction	21	2	0	0	0	0	0	0	0	0	0	0	0
home_79200.0---shopping_10200.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_79200.0---shopping_1200.0	0	0	1	2	0	2	0	0	0	0	0	0	0
home_79200.0---shopping_15000.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_79200.0---shopping_1800.0	1	0	0	1	0	0	0	0	0	0	0	0	0
home_79200.0---shopping_18000.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_79200.0---shopping_2400.0	1	1	0	1	0	0	0	0	0	0	0	0	1
home_79200.0---shopping_3000.0	1	0	0	1	0	0	0	0	0	0	0	0	0
home_79200.0---shopping_4800.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_79200.0---shopping_5400.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_79200.0---shopping_600.0	3	2	5	1	0	1	2	0	0	0	0	0	0
home_79200.0---shopping_7800.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_79200.0---shopping_9000.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_79200.0---work_12000.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_79200.0---work_13800.0	0	0	0	0	0	0	0	0	0	0	0	0	1
