age,income,economic_status,employment,car_avail,bike_avail,pt_abo_avail,dist_group,main_mode,share
,3600 - 4600,,,,,,2000 - 5000,bike,0.009321533342121135
,3600 - 4600,,,,,,2000 - 5000,car,0.00820999320458536
,3600 - 4600,,,,,,2000 - 5000,pt,0.00864405340831884
,3600 - 4600,,,,,,2000 - 5000,ride,0.003420885083365796
,3600 - 4600,,,,,,2000 - 5000,walk,0.0018178281277228094
,3600 - 4600,,,,,,5000 - 10000,bike,0.004424215655813713
,3600 - 4600,,,,,,5000 - 10000,car,0.0072327145208212675
,3600 - 4600,,,,,,5000 - 10000,pt,0.010589905262758752
,3600 - 4600,,,,,,5000 - 10000,ride,0.002502551768114926
,3600 - 4600,,,,,,5000 - 10000,walk,0.0001328241841154802
,3600 - 4600,,,,,,10000 - 20000,bike,0.0011879856861528161
,3600 - 4600,,,,,,10000 - 20000,car,0.0069041533478274185
,3600 - 4600,,,,,,10000 - 20000,pt,0.008765934745098557
,3600 - 4600,,,,,,10000 - 20000,ride,0.0013666994870583434
,3600 - 4600,,,,,,10000 - 20000,walk,2.2273001533269444e-05
,3600 - 4600,,,,,,20000+,bike,9.448855396082501e-05
,3600 - 4600,,,,,,20000+,car,0.004301941442336025
,3600 - 4600,,,,,,20000+,pt,0.0034068595865636574
,3600 - 4600,,,,,,20000+,ride,0.0006720362744198136
,3600 - 4600,,,,,,20000+,walk,1.6689237934032153e-05
,4600 - 5600,,,,,,0 - 1000,bike,0.005052233241036812
,4600 - 5600,,,,,,0 - 1000,car,0.0011080293624990592
,4600 - 5600,,,,,,0 - 1000,pt,0.00011133555771025316
,4600 - 5600,,,,,,0 - 1000,ride,0.00046582444191717244
,4600 - 5600,,,,,,0 - 1000,walk,0.021226433641453317
,4600 - 5600,,,,,,1000 - 2000,bike,0.005501902963690853
,4600 - 5600,,,,,,1000 - 2000,car,0.0023090294722739827
,4600 - 5600,,,,,,1000 - 2000,pt,0.0015501194494462072
,4600 - 5600,,,,,,1000 - 2000,ride,0.0011960269268397633
,4600 - 5600,,,,,,1000 - 2000,walk,0.004820069779500147
,4600 - 5600,,,,,,2000 - 5000,bike,0.006583786031856505
,4600 - 5600,,,,,,2000 - 5000,car,0.005829460585159519
,4600 - 5600,,,,,,2000 - 5000,pt,0.006076940519134916
,4600 - 5600,,,,,,2000 - 5000,ride,0.0028785588212419176
,4600 - 5600,,,,,,2000 - 5000,walk,0.0009565681582078224
,4600 - 5600,,,,,,5000 - 10000,bike,0.0033680018925677066
,4600 - 5600,,,,,,5000 - 10000,car,0.005801717900974979
,4600 - 5600,,,,,,5000 - 10000,pt,0.00758391604310863
,4600 - 5600,,,,,,5000 - 10000,ride,0.0017484453882993549
,4600 - 5600,,,,,,5000 - 10000,walk,0.00010402432512995702
,4600 - 5600,,,,,,10000 - 20000,bike,0.0007196228628143366
,4600 - 5600,,,,,,10000 - 20000,car,0.0052079619978355205
,4600 - 5600,,,,,,10000 - 20000,pt,0.006113842082934254
,4600 - 5600,,,,,,10000 - 20000,ride,0.0010964706545048006
,4600 - 5600,,,,,,10000 - 20000,walk,1.9864828182869717e-05
,4600 - 5600,,,,,,20000+,bike,6.781203403882217e-05
,4600 - 5600,,,,,,20000+,car,0.0027895751751229676
,4600 - 5600,,,,,,20000+,pt,0.002926011444635216
,4600 - 5600,,,,,,20000+,ride,0.0004705938102194283
,4600 - 5600,,,,,,20000+,walk,3.587801352570508e-05
,5600+,,,,,,0 - 1000,bike,0.004825222292690779
,5600+,,,,,,0 - 1000,car,0.0013579625864294262
,5600+,,,,,,0 - 1000,pt,0.0002494189701488654
,5600+,,,,,,0 - 1000,ride,0.0006961149600378349
,5600+,,,,,,0 - 1000,walk,0.02431259072027944
,5600+,,,,,,1000 - 2000,bike,0.006263023737903204
,5600+,,,,,,1000 - 2000,car,0.002984279084146409
,5600+,,,,,,1000 - 2000,pt,0.0015224117853089012
,5600+,,,,,,1000 - 2000,ride,0.0017548202744435794
,5600+,,,,,,1000 - 2000,walk,0.005382121083301224
,5600+,,,,,,2000 - 5000,bike,0.007326239423238306
,5600+,,,,,,2000 - 5000,car,0.006998873579351267
,5600+,,,,,,2000 - 5000,pt,0.007130118259464701
,5600+,,,,,,2000 - 5000,ride,0.003249131404095197
,5600+,,,,,,2000 - 5000,walk,0.0012177117826153055
,5600+,,,,,,5000 - 10000,bike,0.0033486301737322326
,5600+,,,,,,5000 - 10000,car,0.006846276079764767
,5600+,,,,,,5000 - 10000,pt,0.007932779614900964
,5600+,,,,,,5000 - 10000,ride,0.001998772554837859
,5600+,,,,,,5000 - 10000,walk,0.00020418816252812546
,5600+,,,,,,10000 - 20000,bike,0.0011252475867427323
,5600+,,,,,,10000 - 20000,car,0.006186298842141585
,5600+,,,,,,10000 - 20000,pt,0.006991462990376476
,5600+,,,,,,10000 - 20000,ride,0.0012687928234310039
,5600+,,,,,,10000 - 20000,walk,0.0001309315638050105
,5600+,,,,,,20000+,bike,0.0001486868545838068
,5600+,,,,,,20000+,car,0.0033222857302007175
,5600+,,,,,,20000+,pt,0.0029395447598705815
,5600+,,,,,,20000+,ride,0.0004979926614527379
,5600+,,,,,,20000+,walk,1.7635121401970097e-05
,,very_low,,,,,0 - 1000,bike,0.003392672613447378
,,very_low,,,,,0 - 1000,car,0.0006496289233146933
,,very_low,,,,,0 - 1000,pt,0.0007437680149058938
,,very_low,,,,,0 - 1000,ride,0.0003054495758613595
,,very_low,,,,,0 - 1000,walk,0.02391989848698311
,,very_low,,,,,1000 - 2000,bike,0.004465449398329219
,,very_low,,,,,1000 - 2000,car,0.0017226549417710916
,,very_low,,,,,1000 - 2000,pt,0.0031052433795656855
,,very_low,,,,,1000 - 2000,ride,0.0009106932302638451
,,very_low,,,,,1000 - 2000,walk,0.00671783308257349
,,very_low,,,,,2000 - 5000,bike,0.004975576861984718
,,very_low,,,,,2000 - 5000,car,0.00329910307891031
,,very_low,,,,,2000 - 5000,pt,0.009273670130406362
,,very_low,,,,,2000 - 5000,ride,0.0015434064247872776
,,very_low,,,,,2000 - 5000,walk,0.001717580672977547
,,very_low,,,,,5000 - 10000,bike,0.002224210778455478
,,very_low,,,,,5000 - 10000,car,0.002710071666802448
,,very_low,,,,,5000 - 10000,pt,0.010596207745346182
,,very_low,,,,,5000 - 10000,ride,0.0011739115425644406
,,very_low,,,,,5000 - 10000,walk,0.00015048030223031736
,,very_low,,,,,10000 - 20000,bike,0.000430845849792407
,,very_low,,,,,10000 - 20000,car,0.0018952048427516065
,,very_low,,,,,10000 - 20000,pt,0.007177392326197229
,,very_low,,,,,10000 - 20000,ride,0.00044844448882692836
,,very_low,,,,,10000 - 20000,walk,0.00011819488715629153
,,very_low,,,,,20000+,bike,4.017165493929981e-05
,,very_low,,,,,20000+,car,0.0009336066630243455
,,very_low,,,,,20000+,pt,0.0026784533100517177
,,very_low,,,,,20000+,ride,0.00039515547177791703
,,very_low,,,,,20000+,walk,3.737374683682059e-05
,,low,,,,,0 - 1000,bike,0.006545901351725986
,,low,,,,,0 - 1000,car,0.0014141097215581385
,,low,,,,,0 - 1000,pt,0.0006814515020462688
,,low,,,,,0 - 1000,ride,0.0005248545687365419
,,low,,,,,0 - 1000,walk,0.03959295783565192
,,low,,,,,1000 - 2000,bike,0.007874438604372315
,,low,,,,,1000 - 2000,car,0.0030677042479769685
,,low,,,,,1000 - 2000,pt,0.004044244566596204
,,low,,,,,1000 - 2000,ride,0.0014578293812093533
,,low,,,,,1000 - 2000,walk,0.008312374797945148
,,low,,,,,2000 - 5000,bike,0.00832650152914556
,,low,,,,,2000 - 5000,car,0.006789869630817028
,,low,,,,,2000 - 5000,pt,0.013382210962491772
,,low,,,,,2000 - 5000,ride,0.0027025361747107972
,,low,,,,,2000 - 5000,walk,0.0025209913223077757
,,low,,,,,5000 - 10000,bike,0.0035982184003339494
,,low,,,,,5000 - 10000,car,0.007102249724694728
,,low,,,,,5000 - 10000,pt,0.014660947955024123
,,low,,,,,5000 - 10000,ride,0.0019606672465484368
,,low,,,,,5000 - 10000,walk,0.00021397315146220276
,,low,,,,,10000 - 20000,bike,0.0009626571796784078
,,low,,,,,10000 - 20000,car,0.004953067683758229
,,low,,,,,10000 - 20000,pt,0.010367406073155226
,,low,,,,,10000 - 20000,ride,0.0010965695360368203
,,low,,,,,10000 - 20000,walk,8.352578059816359e-05
,,low,,,,,20000+,bike,7.459506028301793e-05
,,low,,,,,20000+,car,0.0021398745547135697
,,low,,,,,20000+,pt,0.0037289570867659752
,,low,,,,,20000+,ride,0.0005172019870130312
,,low,,,,,20000+,walk,4.21088680698872e-06
,,medium,,,,,0 - 1000,bike,0.015282132327218758
,,medium,,,,,0 - 1000,car,0.0043825153382871075
,,medium,,,,,0 - 1000,pt,0.001432776372852335
,,medium,,,,,0 - 1000,ride,0.0015630849589145406
,,medium,,,,,0 - 1000,walk,0.09108651503685507
,,medium,,,,,1000 - 2000,bike,0.017809117393496856
,,medium,,,,,1000 - 2000,car,0.009939931793946208
,,medium,,,,,1000 - 2000,pt,0.007592776793745955
,,medium,,,,,1000 - 2000,ride,0.003850516611602353
,,medium,,,,,1000 - 2000,walk,0.021015128012898943
,,medium,,,,,2000 - 5000,bike,0.02138214291163708
,,medium,,,,,2000 - 5000,car,0.02103562524067573
,,medium,,,,,2000 - 5000,pt,0.02585369190378979
,,medium,,,,,2000 - 5000,ride,0.007486177986014311
,,medium,,,,,2000 - 5000,walk,0.005094523480838895
,,medium,,,,,5000 - 10000,bike,0.010058524736992059
,,medium,,,,,5000 - 10000,car,0.022038308620705886
,,medium,,,,,5000 - 10000,pt,0.031388138896530644
,,medium,,,,,5000 - 10000,ride,0.00558258932353683
,,medium,,,,,5000 - 10000,walk,0.0007195688973310005
,,medium,,,,,10000 - 20000,bike,0.002479444159819982
,,medium,,,,,10000 - 20000,car,0.016214590065412083
,,medium,,,,,10000 - 20000,pt,0.02459414997970121
,,medium,,,,,10000 - 20000,ride,0.0029223820343375483
,,medium,,,,,10000 - 20000,walk,0.00015252524487939558
,,medium,,,,,20000+,bike,0.0002658299540914969
,,medium,,,,,20000+,car,0.00853933410945757
,,medium,,,,,20000+,pt,0.009311456990432732
,,medium,,,,,20000+,ride,0.0015263097558082229
,,medium,,,,,20000+,walk,7.769899237174301e-05
,,high,,,,,0 - 1000,bike,0.010503479212315984
,,high,,,,,0 - 1000,car,0.0023283840087043217
,,high,,,,,0 - 1000,pt,0.00048199001137843054
,,high,,,,,0 - 1000,ride,0.0007399243591582074
,,high,,,,,0 - 1000,walk,0.052626805835954
,,high,,,,,1000 - 2000,bike,0.011751762392389242
,,high,,,,,1000 - 2000,car,0.005599747423276816
,,high,,,,,1000 - 2000,pt,0.004002380035274495
,,high,,,,,1000 - 2000,ride,0.0024287727294781806
,,high,,,,,1000 - 2000,walk,0.011595429012370675
,,high,,,,,2000 - 5000,bike,0.015992335502747403
,,high,,,,,2000 - 5000,car,0.014185710536307268
,,high,,,,,2000 - 5000,pt,0.015880762945385242
,,high,,,,,2000 - 5000,ride,0.005166631012466794
,,high,,,,,2000 - 5000,walk,0.003261382730332471
,,high,,,,,5000 - 10000,bike,0.008365498245814847
,,high,,,,,5000 - 10000,car,0.013829796002619512
,,high,,,,,5000 - 10000,pt,0.0192382847764826
,,high,,,,,5000 - 10000,ride,0.0035441935341135452
,,high,,,,,5000 - 10000,walk,0.000251657439345782
,,high,,,,,10000 - 20000,bike,0.0023250195687822633
,,high,,,,,10000 - 20000,car,0.012728031817306105
,,high,,,,,10000 - 20000,pt,0.015931761652693548
,,high,,,,,10000 - 20000,ride,0.0024224393712088607
,,high,,,,,10000 - 20000,walk,5.1736919938093964e-05
,,high,,,,,20000+,bike,0.00010876241756218597
,,high,,,,,20000+,car,0.007581742127792979
,,high,,,,,20000+,pt,0.0063412410097546034
,,high,,,,,20000+,ride,0.0010977539709170763
,,high,,,,,20000+,walk,8.188487514146019e-05
,,very_high,,,,,0 - 1000,bike,0.004215350241941886
,,very_high,,,,,0 - 1000,car,0.0013030481216012866
,,very_high,,,,,0 - 1000,pt,0.0002175602824719666
,,very_high,,,,,0 - 1000,ride,0.0006636684383095902
,,very_high,,,,,0 - 1000,walk,0.021584529574573557
,,very_high,,,,,1000 - 2000,bike,0.0050826556248779195
,,very_high,,,,,1000 - 2000,car,0.0028172537831056537
,,very_high,,,,,1000 - 2000,pt,0.001335063770176519
,,very_high,,,,,1000 - 2000,ride,0.0015676474540593606
,,very_high,,,,,1000 - 2000,walk,0.004565434550870893
,,very_high,,,,,2000 - 5000,bike,0.005568603197011025
,,very_high,,,,,2000 - 5000,car,0.006330862461103685
,,very_high,,,,,2000 - 5000,pt,0.005968136904643643
,,very_high,,,,,2000 - 5000,ride,0.0028543598282835237
,,very_high,,,,,2000 - 5000,walk,0.0009068034556890246
,,very_high,,,,,5000 - 10000,bike,0.002684244854940645
,,very_high,,,,,5000 - 10000,car,0.006472779243745186
,,very_high,,,,,5000 - 10000,pt,0.006563928099422097
,,very_high,,,,,5000 - 10000,ride,0.0017098591330712077
,,very_high,,,,,5000 - 10000,walk,0.00018185573023583643
,,very_high,,,,,10000 - 20000,bike,0.0009388161146309195
,,very_high,,,,,10000 - 20000,car,0.005553565077267616
,,very_high,,,,,10000 - 20000,pt,0.005788283452782034
,,very_high,,,,,10000 - 20000,ride,0.001036206743532335
,,very_high,,,,,10000 - 20000,walk,0.00012133247358305572
,,very_high,,,,,20000+,bike,0.0001525852381837944
,,very_high,,,,,20000+,car,0.003114744887819019
,,very_high,,,,,20000+,pt,0.0027110342313348577
,,very_high,,,,,20000+,ride,0.0004080763319199827
,,very_high,,,,,20000+,walk,4.448700616509089e-06
,,,child,,,,0 - 1000,bike,0.004692866529485639
,,,child,,,,0 - 1000,car,3.3081677774786484e-06
,,,child,,,,0 - 1000,pt,0.00013231100373825276
,,,child,,,,0 - 1000,ride,0.0011997748347578991
,,,child,,,,0 - 1000,walk,0.01840197515147046
,,,child,,,,1000 - 2000,bike,0.003961887527723342
,,,child,,,,1000 - 2000,car,4.606019997009655e-06
,,,child,,,,1000 - 2000,pt,0.0013201840990155196
,,,child,,,,1000 - 2000,ride,0.0031581025689356884
,,,child,,,,1000 - 2000,walk,0.004408459652352422
,,,child,,,,2000 - 5000,bike,0.0021397845306586616
,,,child,,,,2000 - 5000,car,0.0
,,,child,,,,2000 - 5000,pt,0.002554508777092543
,,,child,,,,2000 - 5000,ride,0.004665859024253609
,,,child,,,,2000 - 5000,walk,0.0005759960159007431
,,,child,,,,5000 - 10000,bike,0.00025632080887674384
,,,child,,,,5000 - 10000,car,0.0
,,,child,,,,5000 - 10000,pt,0.0013247143312894864
,,,child,,,,5000 - 10000,ride,0.0023296092882754667
,,,child,,,,5000 - 10000,walk,6.910684087182668e-05
,,,child,,,,10000 - 20000,bike,0.0
,,,child,,,,10000 - 20000,car,0.0
,,,child,,,,10000 - 20000,pt,0.00033923934533775933
,,,child,,,,10000 - 20000,ride,0.0012007122956201768
,,,child,,,,10000 - 20000,walk,2.928850332873569e-05
,,,child,,,,20000+,bike,0.0
,,,child,,,,20000+,car,0.0
,,,child,,,,20000+,pt,0.00019696539216831793
,,,child,,,,20000+,ride,0.00036551223345497206
,,,child,,,,20000+,walk,1.2407207687113833e-05
,,,homemaker,,,,0 - 1000,bike,0.0004125909152603389
,,,homemaker,,,,0 - 1000,car,0.00021277936985541072
,,,homemaker,,,,0 - 1000,pt,9.229593173153882e-05
,,,homemaker,,,,0 - 1000,ride,4.016816717423426e-05
,,,homemaker,,,,0 - 1000,walk,0.0035907786972401478
,,,homemaker,,,,1000 - 2000,bike,0.0007368034837866882
,,,homemaker,,,,1000 - 2000,car,0.000500935705792783
,,,homemaker,,,,1000 - 2000,pt,0.0003408402984391401
,,,homemaker,,,,1000 - 2000,ride,7.879225338336706e-05
,,,homemaker,,,,1000 - 2000,walk,0.0009783322502679476
,,,homemaker,,,,2000 - 5000,bike,0.0005036590766324672
,,,homemaker,,,,2000 - 5000,car,0.0011662552263619096
,,,homemaker,,,,2000 - 5000,pt,0.000752190310465438
,,,homemaker,,,,2000 - 5000,ride,0.00023219446308315715
,,,homemaker,,,,2000 - 5000,walk,0.00027790655986467086
,,,homemaker,,,,5000 - 10000,bike,0.00012533305243492886
,,,homemaker,,,,5000 - 10000,car,0.0006439551988876109
,,,homemaker,,,,5000 - 10000,pt,0.0004930148128209032
,,,homemaker,,,,5000 - 10000,ride,0.0001352589247426541
,,,homemaker,,,,5000 - 10000,walk,1.3933437314208883e-05
,,,homemaker,,,,10000 - 20000,bike,1.696408167077197e-05
,,,homemaker,,,,10000 - 20000,car,0.0004103831410194768
,,,homemaker,,,,10000 - 20000,pt,0.0002566363687182722
,,,homemaker,,,,10000 - 20000,ride,0.0001384708892004928
,,,homemaker,,,,10000 - 20000,walk,4.560943062508568e-06
,,,homemaker,,,,20000+,bike,0.0
,,,homemaker,,,,20000+,car,0.00011394892436480222
,,,homemaker,,,,20000+,pt,0.00015581720908638437
,,,homemaker,,,,20000+,ride,1.086802538544448e-05
,,,homemaker,,,,20000+,walk,9.83534852131206e-06
,,,retiree,,,,0 - 1000,bike,0.005652276047174647
,,,retiree,,,,0 - 1000,car,0.003214139779060221
,,,retiree,,,,0 - 1000,pt,0.0017290223064901813
,,,retiree,,,,0 - 1000,ride,0.000948218998889611
,,,retiree,,,,0 - 1000,walk,0.057386439186349524
,,,retiree,,,,1000 - 2000,bike,0.005772858165709162
,,,retiree,,,,1000 - 2000,car,0.007727904824459909
,,,retiree,,,,1000 - 2000,pt,0.006643964183294398
,,,retiree,,,,1000 - 2000,ride,0.002355386288541044
,,,retiree,,,,1000 - 2000,walk,0.01388936798163634
,,,retiree,,,,2000 - 5000,bike,0.004865284201097934
,,,retiree,,,,2000 - 5000,car,0.016741347683255206
,,,retiree,,,,2000 - 5000,pt,0.013323761508664878
,,,retiree,,,,2000 - 5000,ride,0.0045800411926804705
,,,retiree,,,,2000 - 5000,walk,0.004006439218441658
,,,retiree,,,,5000 - 10000,bike,0.001315313046615281
,,,retiree,,,,5000 - 10000,car,0.012288208425475344
,,,retiree,,,,5000 - 10000,pt,0.010687864032158425
,,,retiree,,,,5000 - 10000,ride,0.0035379605959617406
,,,retiree,,,,5000 - 10000,walk,0.0004288216837695058
,,,retiree,,,,10000 - 20000,bike,0.00055462506153584
,,,retiree,,,,10000 - 20000,car,0.006752719627355881
,,,retiree,,,,10000 - 20000,pt,0.007151409430753409
,,,retiree,,,,10000 - 20000,ride,0.002379353808505534
,,,retiree,,,,10000 - 20000,walk,0.00017252697293602346
,,,retiree,,,,20000+,bike,4.826864601038086e-05
,,,retiree,,,,20000+,car,0.003609899643074684
,,,retiree,,,,20000+,pt,0.0024442786014520143
,,,retiree,,,,20000+,ride,0.001399376619333296
,,,retiree,,,,20000+,walk,1.2680859406023705e-05
,,,unemployed,,,,0 - 1000,bike,0.0005735635409495549
,,,unemployed,,,,0 - 1000,car,0.00024309159455313252
,,,unemployed,,,,0 - 1000,pt,0.00013344814107144894
,,,unemployed,,,,0 - 1000,ride,5.616614877984527e-06
,,,unemployed,,,,0 - 1000,walk,0.005841992725271934
,,,unemployed,,,,1000 - 2000,bike,0.001261557681842297
,,,unemployed,,,,1000 - 2000,car,0.0005820939623851538
,,,unemployed,,,,1000 - 2000,pt,0.0005358523718174833
,,,unemployed,,,,1000 - 2000,ride,9.280004953809131e-05
,,,unemployed,,,,1000 - 2000,walk,0.0012437692375647142
,,,unemployed,,,,2000 - 5000,bike,0.0009974480251563292
,,,unemployed,,,,2000 - 5000,car,0.0007992582739544471
,,,unemployed,,,,2000 - 5000,pt,0.0014954388337952251
,,,unemployed,,,,2000 - 5000,ride,0.00012600861551444902
,,,unemployed,,,,2000 - 5000,walk,0.0006020190006907724
,,,unemployed,,,,5000 - 10000,bike,0.0005106919961364574
,,,unemployed,,,,5000 - 10000,car,0.0006895081291714719
,,,unemployed,,,,5000 - 10000,pt,0.0016854518666430459
,,,unemployed,,,,5000 - 10000,ride,0.00011325369994986607
,,,unemployed,,,,5000 - 10000,walk,0.0
,,,unemployed,,,,10000 - 20000,bike,8.406712132483904e-05
,,,unemployed,,,,10000 - 20000,car,0.00027546191602736937
,,,unemployed,,,,10000 - 20000,pt,0.001479835498993433
,,,unemployed,,,,10000 - 20000,ride,0.00012117937428825752
,,,unemployed,,,,10000 - 20000,walk,6.355971012591362e-05
,,,unemployed,,,,20000+,bike,0.0
,,,unemployed,,,,20000+,car,0.00015878151449851233
,,,unemployed,,,,20000+,pt,0.00040652490765087125
,,,unemployed,,,,20000+,ride,2.182022954965465e-05
,,,unemployed,,,,20000+,walk,0.0
,,,school,,,,0 - 1000,bike,0.006049499262222317
,,,school,,,,0 - 1000,car,1.8212042323231435e-05
,,,school,,,,0 - 1000,pt,0.00035302605101887217
,,,school,,,,0 - 1000,ride,0.0009255429313918094
,,,school,,,,0 - 1000,walk,0.02308725423827697
,,,school,,,,1000 - 2000,bike,0.008820567505910154
,,,school,,,,1000 - 2000,car,6.058872817298557e-05
,,,school,,,,1000 - 2000,pt,0.0026169897951879937
,,,school,,,,1000 - 2000,ride,0.0027338004213293032
,,,school,,,,1000 - 2000,walk,0.0050699524101381855
,,,school,,,,2000 - 5000,bike,0.00783786206216763
,,,school,,,,2000 - 5000,car,0.0002235363916981748
,,,school,,,,2000 - 5000,pt,0.012960773012017854
,,,school,,,,2000 - 5000,ride,0.005536519541963315
,,,school,,,,2000 - 5000,walk,0.0006347880777467985
,,,school,,,,5000 - 10000,bike,0.0009142337436560488
,,,school,,,,5000 - 10000,car,0.0001639984873911542
,,,school,,,,5000 - 10000,pt,0.010037942114945454
,,,school,,,,5000 - 10000,ride,0.003459997783809964
,,,school,,,,5000 - 10000,walk,3.777761413544874e-05
,,,school,,,,10000 - 20000,bike,5.8412862520045975e-05
,,,school,,,,10000 - 20000,car,0.00012899919448776582
,,,school,,,,10000 - 20000,pt,0.003709530889087389
,,,school,,,,10000 - 20000,ride,0.0010722642507973706
,,,school,,,,10000 - 20000,walk,1.7366094470450898e-05
,,,school,,,,20000+,bike,2.161493431862157e-05
,,,school,,,,20000+,car,3.758916429970176e-05
,,,school,,,,20000+,pt,0.0006499783086174258
,,,school,,,,20000+,ride,0.00039315668844395275
,,,school,,,,20000+,walk,3.897205610044889e-05
,,,student,,,,0 - 1000,bike,0.0014222955110270886
,,,student,,,,0 - 1000,car,0.000263723824025743
,,,student,,,,0 - 1000,pt,0.00022925297310867214
,,,student,,,,0 - 1000,ride,9.19875955672688e-05
,,,student,,,,0 - 1000,walk,0.010307973874572942
,,,student,,,,1000 - 2000,bike,0.0022564339094027015
,,,student,,,,1000 - 2000,car,0.000463728212110332
,,,student,,,,1000 - 2000,pt,0.0013384956804595475
,,,student,,,,1000 - 2000,ride,0.00016035821281562497
,,,student,,,,1000 - 2000,walk,0.003294459635506251
,,,student,,,,2000 - 5000,bike,0.00388312448953792
,,,student,,,,2000 - 5000,car,0.0011529654277025246
,,,student,,,,2000 - 5000,pt,0.006771548943256871
,,,student,,,,2000 - 5000,ride,0.00055246794285061
,,,student,,,,2000 - 5000,walk,0.0009917076213134363
,,,student,,,,5000 - 10000,bike,0.002054626919804988
,,,student,,,,5000 - 10000,car,0.0013792558992513013
,,,student,,,,5000 - 10000,pt,0.009911578344494618
,,,student,,,,5000 - 10000,ride,0.0004150711713051344
,,,student,,,,5000 - 10000,walk,6.451174215808193e-05
,,,student,,,,10000 - 20000,bike,0.0003891398547186369
,,,student,,,,10000 - 20000,car,0.0011233726274083645
,,,student,,,,10000 - 20000,pt,0.007159327283628914
,,,student,,,,10000 - 20000,ride,0.00035591491894511703
,,,student,,,,10000 - 20000,walk,2.1220720231769756e-05
,,,student,,,,20000+,bike,4.084780814030599e-05
,,,student,,,,20000+,car,0.0008403578981488645
,,,student,,,,20000+,pt,0.0031346134428065797
,,,student,,,,20000+,ride,0.0002930796652546498
,,,student,,,,20000+,walk,0.0
,,,trainee,,,,0 - 1000,bike,0.0001605695418158462
,,,trainee,,,,0 - 1000,car,9.359049296552214e-05
,,,trainee,,,,0 - 1000,pt,2.1375236302883183e-05
,,,trainee,,,,0 - 1000,ride,3.952943774773782e-05
,,,trainee,,,,0 - 1000,walk,0.002115925359801069
,,,trainee,,,,1000 - 2000,bike,0.00022823200148878913
,,,trainee,,,,1000 - 2000,car,4.039394495269516e-05
,,,trainee,,,,1000 - 2000,pt,0.00029090873812727034
,,,trainee,,,,1000 - 2000,ride,5.21455543836348e-05
,,,trainee,,,,1000 - 2000,walk,0.0005079261899180733
,,,trainee,,,,2000 - 5000,bike,0.0003343257502448825
,,,trainee,,,,2000 - 5000,car,0.0004673440660421167
,,,trainee,,,,2000 - 5000,pt,0.0011490271071859742
,,,trainee,,,,2000 - 5000,ride,0.0001232743923737029
,,,trainee,,,,2000 - 5000,walk,5.152141307068502e-05
,,,trainee,,,,5000 - 10000,bike,0.00017279421429671615
,,,trainee,,,,5000 - 10000,car,0.0005180294112367801
,,,trainee,,,,5000 - 10000,pt,0.0019809105546282155
,,,trainee,,,,5000 - 10000,ride,0.00020199248891230768
,,,trainee,,,,5000 - 10000,walk,3.5451998359595674e-05
,,,trainee,,,,10000 - 20000,bike,4.605861494790905e-05
,,,trainee,,,,10000 - 20000,car,0.0003921446304848578
,,,trainee,,,,10000 - 20000,pt,0.0023569412630439286
,,,trainee,,,,10000 - 20000,ride,0.00014410162056371947
,,,trainee,,,,10000 - 20000,walk,0.0
,,,trainee,,,,20000+,bike,8.644268399064298e-06
,,,trainee,,,,20000+,car,0.0002873279812656447
,,,trainee,,,,20000+,pt,0.0009290302235340364
,,,trainee,,,,20000+,ride,6.142537028000668e-05
,,,trainee,,,,20000+,walk,1.2561191363595179e-05
,,,job_full_time,,,,0 - 1000,bike,0.01086500473217239
,,,job_full_time,,,,0 - 1000,car,0.0037822424841995987
,,,job_full_time,,,,0 - 1000,pt,0.0004902268698735909
,,,job_full_time,,,,0 - 1000,ride,0.0003510166166547789
,,,job_full_time,,,,0 - 1000,walk,0.0668922563800486
,,,job_full_time,,,,1000 - 2000,bike,0.013545606671803066
,,,job_full_time,,,,1000 - 2000,car,0.008775314384230634
,,,job_full_time,,,,1000 - 2000,pt,0.004371007391038683
,,,job_full_time,,,,1000 - 2000,ride,0.000916435916012209
,,,job_full_time,,,,1000 - 2000,walk,0.013385349998172735
,,,job_full_time,,,,2000 - 5000,bike,0.022853624434314254
,,,job_full_time,,,,2000 - 5000,car,0.019926358071657317
,,,job_full_time,,,,2000 - 5000,pt,0.02043190238010268
,,,job_full_time,,,,2000 - 5000,ride,0.0024791279652634883
,,,job_full_time,,,,2000 - 5000,walk,0.0038733018975949367
,,,job_full_time,,,,5000 - 10000,bike,0.01513318742126614
,,,job_full_time,,,,5000 - 10000,car,0.02710835028311718
,,,job_full_time,,,,5000 - 10000,pt,0.03169260256159603
,,,job_full_time,,,,5000 - 10000,ride,0.0024700375546930094
,,,job_full_time,,,,5000 - 10000,walk,0.0005917630321244554
,,,job_full_time,,,,10000 - 20000,bike,0.004752892344076316
,,,job_full_time,,,,10000 - 20000,car,0.025700086755806324
,,,job_full_time,,,,10000 - 20000,pt,0.029385044880196182
,,,job_full_time,,,,10000 - 20000,ride,0.0017075200997407904
,,,job_full_time,,,,10000 - 20000,walk,0.00020140297418339166
,,,job_full_time,,,,20000+,bike,0.00045025758452577785
,,,job_full_time,,,,20000+,car,0.01462414171064768
,,,job_full_time,,,,20000+,pt,0.012691714590245276
,,,job_full_time,,,,20000+,ride,0.0009468897151677744
,,,job_full_time,,,,20000+,walk,9.781589130468683e-05
,,,job_part_time,,,,0 - 1000,bike,0.007970512037215898
,,,job_part_time,,,,0 - 1000,car,0.0017348529672357208
