dist,car,pt,walk,bike,ride
27600,0.519162644314226,0.409343003172694,0.0,0.018489083422197097,0.05300526909088297
27700,0.49921876941876914,0.4347137261455347,0.0,0.022790158496400884,0.04327734593929532
27800,0.4802608200586963,0.4576480887534547,0.0,0.024940675016738727,0.0371504161711102
27900,0.4695075386177796,0.4704983257866522,0.0,0.025887116824235088,0.034107018771333104
28000,0.47146491846926986,0.46936689835332507,0.0,0.02651732664468856,0.03265085653271661
28100,0.4831132245010013,0.45941925892489727,0.0,0.02611902271685292,0.03134849385724869
28200,0.49741315964051563,0.4474754089688584,0.0,0.02370513229493413,0.03140629909569189
28300,0.5105194921006955,0.4373833607683959,0.0,0.019304278527595413,0.03279286860331333
28400,0.5274128684627442,0.42263637027716194,0.0,0.014043329557254972,0.03590743170283894
28500,0.5462250385759729,0.4041090711396417,0.0,0.009332403120120496,0.040333487164264804
28600,0.5631603246119277,0.3858083175371542,0.0,0.006167234672881018,0.044864123178036855
28700,0.5693199737655046,0.3778957320308201,0.0,0.004679492253107888,0.04810480195056741
28800,0.5607787257892922,0.38711816614429245,0.0,0.003233129858302928,0.04886997820811245
28900,0.5431219855608929,0.40594612539354574,0.0,0.0015444428787309468,0.04938744616683031
29000,0.5195848601149738,0.4260295071569146,0.0,0.00030877213179780695,0.0540768605963136
29100,0.49576187194836574,0.44470436286863696,0.0,0.0,0.05953376518299732
29200,0.4777304392711387,0.4610723946867884,0.0,0.0,0.06119716604207281
29300,0.47162440584034,0.4694454406363256,0.0,0.0,0.05893015352333447
29400,0.464579216909567,0.4782266903419884,0.0,0.0,0.05719409274844467
